road,LRPName,length,condition,roadName
Z7717,LRP008a,42.04,1,Bagerhat-Rampal -Mongla Road
Z7717,LRP018a,4.18,1,Bagerhat-Rampal -Mongla Road
Z7717,LRP018b,8.65,1,Bagerhat-Rampal -Mongla Road
Z7717,LRP021a,1.98,1,Bagerhat-Rampal -Mongla Road
Z7717,LRP029a,3.04,1,Bagerhat-Rampal -Mongla Road
Z7717,LRP030a,60.04,1,Bagerhat-Rampal -Mongla Road
Z7717,LRP030c,3.04,1,Bagerhat-Rampal -Mongla Road
Z7801,LRP002a,5.0,1,Chitalmari-Fakirhat (Faltita) Road
Z7801,LRP002b,8.0,1,Chitalmari-Fakirhat (Faltita) Road
Z8002,LRPSa,4.3,1,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road
Z8002,LRP003a,6.6,1,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road
Z8002,LRP003b,34.1,1,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road
Z8002,LRP007a,23.8,1,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road
Z8002,LRP008a,35.5,1,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road
Z8002,LRP012a,36.2,1,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road
Z8003,LRP003a,8.6,1,Srinagar (Hashara)-Alampur-Shibrampur (Sirajdikhan)-Nawabganj (Kharsur) Road
Z8003,LRP004a,89.5,1,Srinagar (Hashara)-Alampur-Shibrampur (Sirajdikhan)-Nawabganj (Kharsur) Road
Z8003,LRP005c,73.01,1,Srinagar (Hashara)-Alampur-Shibrampur (Sirajdikhan)-Nawabganj (Kharsur) Road
Z8003,LRP008a,27.0,1,Srinagar (Hashara)-Alampur-Shibrampur (Sirajdikhan)-Nawabganj (Kharsur) Road
Z8003,LRP008c,36.5,1,Srinagar (Hashara)-Alampur-Shibrampur (Sirajdikhan)-Nawabganj (Kharsur) Road
Z8004,LRP005a,13.0,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP005c,18.3,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP006c,24.6,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP010a,33.05,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP010c,31.7,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP013a,18.1,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP014a,28.6,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP014c,1.5,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP014d,22.75,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP015a,1.6,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP015c,21.5,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP015e,92.3,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP015e,92.1,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP017a,2.35,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8004,LRP019c,36.7,1,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
Z8005,LRP012a,24.8,1,Rajnagar-Nimtali-Sirajdikhan Road
Z8005,LRP013b,25.0,1,Rajnagar-Nimtali-Sirajdikhan Road
Z8009,LRP003b,6.4,1,Dohar (Fultala)-Srinagar (Hashara) Road
Z8011,LRP003a,6.8,1,Pacchar-Sibchar-Madaripur Road
Z8011,LRP012a,31.8,1,Pacchar-Sibchar-Madaripur Road
Z8011,LRP030c,15.75,1,Pacchar-Sibchar-Madaripur Road
Z8011,LRP033a,12.0,1,Pacchar-Sibchar-Madaripur Road
Z8012,LRPSa,109.4,1,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road
Z8012,LRPSa,109.65,1,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road
Z8012,LRP014a,5.7,1,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road
Z8012,LRP015d,109.9,1,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road
Z8012,LRP015d,110.02,1,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road
Z8012,LRP017a,8.75,1,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road
Z8021,LRP002b,30.24,1,Baraitala-Muksudpur Road
Z8021,LRP004a,13.2,1,Baraitala-Muksudpur Road
Z8021,LRP006b,46.2,1,Baraitala-Muksudpur Road
Z8021,LRP010b,72.17,1,Baraitala-Muksudpur Road
Z8023,LRP003a,20.85,1,Garakhola - Kashiani (Bashpur) Road
Z8023,LRP004b,24.2,1,Garakhola - Kashiani (Bashpur) Road
Z8031,LRP006a,20.8,1,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road
Z8033,LRP002b,4.1,1,Gariarpar-Banaripara-Sawrupkati-Kawkhali-Naikati Road
Z8033,LRP004a,2.58,1,Gariarpar-Banaripara-Sawrupkati-Kawkhali-Naikati Road
Z8034,LRP014a,11.4,1,Rahamatpur-Babuganj-Muladi-Hizla Road
Z8034,LRP018a,10.9,1,Rahamatpur-Babuganj-Muladi-Hizla Road
Z8037,LRP002a,6.1,1,Barisal-Karapur-Nabagram-Swarupkathi Road
Z8037,LRP002c,18.0,1,Barisal-Karapur-Nabagram-Swarupkathi Road
Z8047,LRP001a,8.96,1,Bakerkati-Nalchity Road
Z8047,LRP004a,3.65,1,Bakerkati-Nalchity Road
Z8047,LRP004b,3.67,1,Bakerkati-Nalchity Road
Z8047,LRP006a,8.85,1,Bakerkati-Nalchity Road
Z8047,LRP006b,4.13,1,Bakerkati-Nalchity Road
Z8054,LRP001a,5.2,1,Nalchity-Ponabalia-Jhalokati Road
Z8054,LRP002b,16.65,1,Nalchity-Ponabalia-Jhalokati Road
Z8056,LRP001a,4.03,1,Dapdapia-Nalcity-Mollaherhat (Moheshpur) Road (Z.A Bhutto Road)
Z8056,LRP001b,30.47,1,Dapdapia-Nalcity-Mollaherhat (Moheshpur) Road (Z.A Bhutto Road)
Z8056,LRP005a,10.7,1,Dapdapia-Nalcity-Mollaherhat (Moheshpur) Road (Z.A Bhutto Road)
Z8056,LRP007a,22.89,1,Dapdapia-Nalcity-Mollaherhat (Moheshpur) Road (Z.A Bhutto Road)
Z8056,LRP010a,2.29,1,Dapdapia-Nalcity-Mollaherhat (Moheshpur) Road (Z.A Bhutto Road)
Z8065,LRP004a,16.3,1,Shariatpur-Ganganagar-Mongalmazirghat Road
Z8067,LRPSa,4.2,1,Nagarkanda-Bhanga Road
Z8067,LRP004c,38.1,1,Nagarkanda-Bhanga Road
Z8121,LRPSb,24.4,1,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road
Z8121,LRP006a,24.5,1,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road
Z8121,LRP008a,24.6,1,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road
Z8121,LRP030a,34.5,1,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road
Z8121,LRP031a,31.0,1,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road
Z8121,LRP033a,3.0,1,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road
Z8121,LRP033b,24.4,1,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road
Z8121,LRP033b,24.4,1,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road
Z8121,LRP033d,53.6,1,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road
Z8201,LRPSa,106.0,1,Kamrangirchar (Purba Rasulpur)-Kurerghat-Shialkhali-Asrafabad-Nuria Madrasha-Keraniganj (Konakhola) Road
Z8201,LRP001d,6.2,1,Kamrangirchar (Purba Rasulpur)-Kurerghat-Shialkhali-Asrafabad-Nuria Madrasha-Keraniganj (Konakhola) Road
Z8203,LRPSa,24.6,1,Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road
Z8203,LRP002a,24.7,1,Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road
Z8203,LRP002a,24.35,1,Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road
Z8203,LRP003a,36.3,1,Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road
Z8203,LRP003c,30.0,1,Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road
Z8203,LRP004a,18.3,1,Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road
Z8203,LRP005a,36.5,1,Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road
Z8205,LRP004a,30.3,1,Padma By-Pass (Alternative Road of ZKDS Road)
Z8205,LRP004a,31.98,1,Padma By-Pass (Alternative Road of ZKDS Road)
Z8205,LRP006b,9.9,1,Padma By-Pass (Alternative Road of ZKDS Road)
Z8205,LRP010a,36.6,1,Padma By-Pass (Alternative Road of ZKDS Road)
Z8205,LRP011a,20.5,1,Padma By-Pass (Alternative Road of ZKDS Road)
Z8206,LRP001b,18.6,1,Dohar (Nikra)-Tikorpur (Galimpur) Road
Z8207,LRP004a,37.8,1,Dohar (Bashtala)-Kartikpur-Jhowkanda (Mainut) Road
Z8207,LRP004a,62.8,1,Dohar (Bashtala)-Kartikpur-Jhowkanda (Mainut) Road
Z8401,LRPSa,17.6,1,Bhanga (Pukuria)-Sadarpur Road
Z8402,LRP025a,39.0,1,Faridpur-Hatgazaria-Char Bhadrassion-Sadarpur Road
Z8402,LRP028a,54.9,1,Faridpur-Hatgazaria-Char Bhadrassion-Sadarpur Road
Z8404,LRP010a,91.8,1,Talma-Nagarkanda Road
Z8412,LRPSc,7.0,1,Bajunia-Gaindasur Road
Z8416,LRP003a,22.33,1,Munshibazar - Hatgazaria Alternative Road
Z8416,LRP004a,12.13,1,Munshibazar - Hatgazaria Alternative Road
Z8419,LRP007c,44.08,1,Satpar-Ramdia-Fukurah Road
Z8420,LRPSa,16.0,1,Bijoypasha-Talarhati-Joynagarghat Road
Z8601,LRP002a,10.0,1,Shariatpur (Burirhat)-Goshairhat Road
Z8601,LRP005a,2.0,1,Shariatpur (Burirhat)-Goshairhat Road
Z8601,LRP013a,65.4,1,Shariatpur (Burirhat)-Goshairhat Road
Z8601,LRP015a,13.2,1,Shariatpur (Burirhat)-Goshairhat Road
Z8602,LRP001b,6.75,1,Shariatpur-Naria Road
Z8701,LRP002c,39.8,1,Charkhali-Tushkhali-Mathbaria-Patharghata Road
Z8701,LRP003b,5.75,1,Charkhali-Tushkhali-Mathbaria-Patharghata Road
Z8701,LRP023b,42.75,1,Charkhali-Tushkhali-Mathbaria-Patharghata Road
Z8701,LRP029c,37.3,1,Charkhali-Tushkhali-Mathbaria-Patharghata Road
Z8701,LRP040a,1.5,1,Charkhali-Tushkhali-Mathbaria-Patharghata Road
Z8701,LRP041a,24.4,1,Charkhali-Tushkhali-Mathbaria-Patharghata Road
Z8701,LRP045c,6.85,1,Charkhali-Tushkhali-Mathbaria-Patharghata Road
Z8702,LRP011a,3.7,1,Rajapur-Naikati-Bekutia-Pirojpur Road
Z8702,LRP013a,7.0,1,Rajapur-Naikati-Bekutia-Pirojpur Road
Z8703,LRP008c,10.3,1,Jhalokati (Dhanshiri)-Kawkhali Road
Z8704,LRP008a,5.05,1,Jhalokati-Nabagram-Gava-Ekshirapara Road
Z8704,LRP009a,12.15,1,Jhalokati-Nabagram-Gava-Ekshirapara Road
Z8704,LRP009c,62.77,1,Jhalokati-Nabagram-Gava-Ekshirapara Road
Z8704,LRP013b,3.65,1,Jhalokati-Nabagram-Gava-Ekshirapara Road
Z8705,LRPSa,47.93,1,Bhandaria-Paikhkhali-Kathalia Road
Z8705,LRPSa,47.93,1,Bhandaria-Paikhkhali-Kathalia Road
Z8705,LRP007b,42.67,1,Bhandaria-Paikhkhali-Kathalia Road
Z8705,LRP007e,10.3,1,Bhandaria-Paikhkhali-Kathalia Road
N1,LRP008b,397.0,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP017b,159.52,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP019a,40.5,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP024a,900.0,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP034c,5.1,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP037a,1408.8,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP040b,23.1,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP040b,21.8,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP043a,16.5,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP043a,16.5,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP046a,3.9,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP047a,6.5,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP049a,15.9,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP053a,4.5,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP056a,28.9,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP072a,23.1,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP072a,22.55,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP079a,1.0,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP088a,22.85,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP092a,35.97,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP094a,27.35,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP098a,27.35,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP104a,22.8,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP104a,22.88,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP124a,6.1,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP155a,98.87,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP176b,12.4,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP191c,19.2,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP208a,22.25,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
N1,LRP217a,27.0,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
Z6855,LRP001a,2.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP003b,1.8,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP003c,1.8,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP004a,6.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP005a,1.8,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP005b,1.8,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP007a,4.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP009a,2.8,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP012a,61.7,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP012a,50.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP013a,1.2,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP013b,1.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP014a,1.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP014b,1.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP014c,1.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP015a,1.8,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP016a,1.8,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP016b,1.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP016c,1.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP018a,8.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP021a,3.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP025a,1.2,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP026a,1.0,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP026b,1.2,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP026c,12.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP027a,0.8,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP027c,1.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP028a,1.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6855,LRP028b,1.6,0,Bagshara-Bagdhani-Bildharampur-Chabbisnagar-Palashbari-Gunigram Road
Z6856,LRP001a,1.8,0,Manda-Bagmara-Atrai Road
Z6856,LRP001b,1.5,0,Manda-Bagmara-Atrai Road
Z6856,LRP002a,1.55,0,Manda-Bagmara-Atrai Road
Z6856,LRP003a,1.5,0,Manda-Bagmara-Atrai Road
Z6856,LRP004a,1.8,0,Manda-Bagmara-Atrai Road
Z6856,LRP004b,1.3,0,Manda-Bagmara-Atrai Road
Z6856,LRP004c,1.8,0,Manda-Bagmara-Atrai Road
Z6856,LRP005a,1.55,0,Manda-Bagmara-Atrai Road
Z6856,LRP005b,1.05,0,Manda-Bagmara-Atrai Road
Z6856,LRP006a,1.8,0,Manda-Bagmara-Atrai Road
Z6856,LRP006b,1.4,0,Manda-Bagmara-Atrai Road
Z6856,LRP007c,1.43,0,Manda-Bagmara-Atrai Road
Z6856,LRP009a,4.4,0,Manda-Bagmara-Atrai Road
Z6856,LRP019c,17.2,0,Manda-Bagmara-Atrai Road
Z6856,LRP020a,76.55,0,Manda-Bagmara-Atrai Road
Z6856,LRP022a,1.0,0,Manda-Bagmara-Atrai Road
Z6856,LRP022b,1.6,0,Manda-Bagmara-Atrai Road
Z6856,LRP024b,1.4,0,Manda-Bagmara-Atrai Road
Z6856,LRP026a,20.5,0,Manda-Bagmara-Atrai Road
Z6856,LRP027a,1.25,0,Manda-Bagmara-Atrai Road
Z6856,LRP027b,1.5,0,Manda-Bagmara-Atrai Road
Z6856,LRP028a,1.7,0,Manda-Bagmara-Atrai Road
Z6856,LRP028b,1.3,0,Manda-Bagmara-Atrai Road
Z6856,LRP028d,1.25,0,Manda-Bagmara-Atrai Road
Z6856,LRP038a,2.36,0,Manda-Bagmara-Atrai Road
Z6856,LRP038b,2.95,0,Manda-Bagmara-Atrai Road
Z6856,LRP038c,3.0,0,Manda-Bagmara-Atrai Road
Z6856,LRP040a,3.68,0,Manda-Bagmara-Atrai Road
Z6856,LRP043a,48.75,0,Manda-Bagmara-Atrai Road
Z6856,LRP043b,8.23,0,Manda-Bagmara-Atrai Road
Z7001,LRP001a,10.05,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP002a,18.3,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP002a,18.1,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP006a,6.83,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP007a,76.3,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP007a,76.4,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP009c,6.2,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP011b,48.6,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP015a,6.45,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP021a,12.3,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP023a,9.0,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP023a,9.0,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP025a,3.58,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP031a,6.52,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP039a,10.06,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP041b,3.0,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7001,LRP043a,4.38,0,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road
Z7002,LRP002b,51.74,0,Sasrail-Alphadanga Road
Z7002,LRP002b,51.52,0,Sasrail-Alphadanga Road
Z7007,LRPSa,30.67,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP001a,1.34,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP002a,3.64,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP002b,1.31,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP003b,1.5,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP004a,1.46,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP005a,1.4,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP005c,1.37,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP006a,25.32,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP007a,30.15,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP007a,25.9,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP008a,1.45,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP010a,2.08,0,Ramnagar-Hazratala-Sripur Road
Z7007,LRP014a,3.07,0,Ramnagar-Hazratala-Sripur Road
Z7008,LRP005a,2.8,0,Sripur-Langalbandh-Wapdah More Road
Z7008,LRP008a,2.05,0,Sripur-Langalbandh-Wapdah More Road
Z7008,LRP009a,6.25,0,Sripur-Langalbandh-Wapdah More Road
Z7011,LRP003a,1.36,0,Magura-Sripur Road
Z7011,LRP005a,6.33,0,Magura-Sripur Road
Z7011,LRP007a,10.36,0,Magura-Sripur Road
Z7011,LRP008a,3.62,0,Magura-Sripur Road
Z7011,LRP008b,2.03,0,Magura-Sripur Road
Z7011,LRP011a,1.67,0,Magura-Sripur Road
Z7011,LRP012a,1.69,0,Magura-Sripur Road
Z7011,LRP012b,1.67,0,Magura-Sripur Road
Z7011,LRP013a,2.34,0,Magura-Sripur Road
Z7011,LRP013b,1.69,0,Magura-Sripur Road
Z7011,LRP014a,94.3,0,Magura-Sripur Road
Z7011,LRP014a,94.47,0,Magura-Sripur Road
Z7012,LRP001a,1.2,0,Magura-Mohammadpur Road
Z7012,LRP005a,3.65,0,Magura-Mohammadpur Road
Z7012,LRP010a,1.9,0,Magura-Mohammadpur Road
Z7012,LRP010c,1.92,0,Magura-Mohammadpur Road
Z7012,LRP014a,6.75,0,Magura-Mohammadpur Road
Z7012,LRP014b,3.65,0,Magura-Mohammadpur Road
Z7012,LRP015a,6.72,0,Magura-Mohammadpur Road
Z7012,LRP016a,3.6,0,Magura-Mohammadpur Road
Z7012,LRP019b,2.07,0,Magura-Mohammadpur Road
Z7012,LRP025a,3.05,0,Magura-Mohammadpur Road
Z7012,LRP025c,3.82,0,Magura-Mohammadpur Road
Z7021,LRP001a,6.4,0,Arpara-Kaliganj Road
Z7021,LRP001b,1.35,0,Arpara-Kaliganj Road
Z7021,LRP002c,1.86,0,Arpara-Kaliganj Road
Z7021,LRP004a,1.36,0,Arpara-Kaliganj Road
Z7021,LRP004b,1.9,0,Arpara-Kaliganj Road
Z7021,LRP004c,1.3,0,Arpara-Kaliganj Road
Z7021,LRP006a,1.4,0,Arpara-Kaliganj Road
Z7021,LRP006b,1.8,0,Arpara-Kaliganj Road
Z7021,LRP007c,1.37,0,Arpara-Kaliganj Road
Z7021,LRP007d,1.35,0,Arpara-Kaliganj Road
Z7021,LRP008b,2.2,0,Arpara-Kaliganj Road
Z7021,LRP008d,1.36,0,Arpara-Kaliganj Road
Z7021,LRP009c,1.4,0,Arpara-Kaliganj Road
Z7021,LRP012a,1.87,0,Arpara-Kaliganj Road
Z7021,LRP012b,1.9,0,Arpara-Kaliganj Road
Z7021,LRP012d,1.9,0,Arpara-Kaliganj Road
Z7021,LRP013a,1.4,0,Arpara-Kaliganj Road
Z7021,LRP013c,1.4,0,Arpara-Kaliganj Road
Z7021,LRP014a,1.4,0,Arpara-Kaliganj Road
Z7021,LRP017b,2.5,0,Arpara-Kaliganj Road
Z7021,LRP018a,2.48,0,Arpara-Kaliganj Road
Z7021,LRP025b,3.04,0,Arpara-Kaliganj Road
Z7021,LRP028c,1.3,0,Arpara-Kaliganj Road
