LRPName,avg_earthquake_score
LRP293c,0.5
LRP294a,0.5
LRP294c,0.5
LRP295a,0.5
LRP295b,0.5
LRP296a,0.5
LRP296b,0.5
LRP297a,0.5
LRP298a,0.5
LRP299a,0.5
LRP299c,0.5
LRP300a,0.5
LRP300b,0.5
LRP300d,0.5
LRP301a,0.5
LRP301b,0.5
LRP302a,0.5
LRP302c,0.5
LRP302e,0.5
LRP303a,0.5
LRP304a,0.5
LRP304b,0.5
LRP305a,0.5
LRP305c,0.5
LRP306a,0.5
LRP306b,0.5
LRP307a,0.5
LRP308a,0.5
LRP308b,0.5
LRP309a,0.5
LRP309b,0.5
LRP310a,0.5
LRP310b,0.5
LRP311a,0.5
LRP311b,0.5
LRP312a,0.5
LRP313a,0.5
LRP313b,0.5
LRP314a,0.5
LRP315a,0.5
LRP316a,0.5
LRP317a,0.5
LRP318a,0.5
LRP318b,0.5
LRP319a,0.5
