LRPName,avg_flood_score
LRP130d,0.0
LRP131a,0.4583333333333333
LRP131b,0.2222222222222222
LRP131c,0.6666666666666666
LRP132a,0.3333333333333333
LRP132b,0.0
LRP132c,0.0
LRP133a,0.4666666666666666
LRP133c,0.6666666666666666
LRP133e,0.6666666666666666
LRP134a,0.4444444444444444
LRP135a,0.3888888888888889
LRP135b,0.3333333333333333
LRP135c,0.5
LRP135d,0.3333333333333333
LRP136a,0.39999999999999997
LRP136c,0.0
LRP136d,0.6666666666666666
LRP137a,0.3333333333333333
LRP137b,0.0
LRP138a,0.13333333333333333
LRP138c,0.0
LRP139a,0.5
LRP139b,0.3333333333333333
LRP140a,0.5555555555555556
LRP140c,0.3333333333333333
LRP141a,0.16666666666666666
LRP141b,0.3333333333333333
LRP141c,0.0
LRP142a,0.3333333333333333
LRP143a,0.4166666666666667
LRP144a,0.3333333333333333
LRP144b,0.16666666666666666
LRP145a,0.0
LRP146a,0.0
LRP146b,0.0
LRP147a,0.2222222222222222
LRP147c,0.6666666666666666
LRP148a,0.16666666666666666
LRP148b,0.5
LRP149a,0.0
LRP149b,0.0
LRP149c,0.0
LRP149d,0.0
LRP149f,0.0
LRP149g,0.0
LRP150a,0.0
LRP150b,0.0
LRP150c,0.0
LRP151a,0.0
LRP151b,0.3333333333333333
LRP151c,0.0
LRP152a,0.3333333333333333
LRP152c,0.6666666666666666
LRP153a,0.5
LRP153b,0.3333333333333333
LRP153c,0.3333333333333333
LRP155a,0.1111111111111111
LRP156a,0.5
LRP157a,0.5
LRP157b,0.6666666666666666
LRP158a,0.6666666666666666
LRP159a,0.3333333333333333
LRP159c,0.6666666666666666
LRP159d,0.0
LRP160a,0.3333333333333333
LRP160b,0.0
LRP160c,0.6666666666666666
LRP160d,0.0
LRP160e,0.6666666666666666
LRP160g,0.6666666666666666
LRP161a,0.3333333333333333
LRP161b,0.16666666666666666
LRP161c,0.1111111111111111
LRP162a,0.0
LRP162c,0.0
LRP162d,0.0
LRP162e,0.0
LRP162f,0.0
LRP163a,0.08333333333333333
LRP163b,0.0
LRP163c,0.0
LRP163d,0.0
LRP164a,0.1111111111111111
LRP164b,0.08333333333333333
LRP164d,0.0
LRP165a,0.19999999999999998
LRP165c,0.3333333333333333
LRP165d,0.0
LRP165e,0.0
LRP166a,0.26666666666666666
LRP166b,0.3333333333333333
LRP166c,0.0
LRP166d,0.0
LRP166e,0.0
LRP167a,0.3333333333333333
LRP167b,0.0
LRP167c,0.0
LRP168a,0.3333333333333333
LRP168c,0.0
LRP169a,0.3333333333333333
LRP169b,0.0
LRP169c,0.0
LRP169d,0.0
LRP169e,0.0
LRP169f,0.0
LRP170a,0.19999999999999998
LRP170b,0.0
LRP170c,0.0
LRP170e,0.0
LRP170f,0.0
LRP170g,0.0
LRP170h,0.0
LRP170i,0.0
LRP170j,0.0
LRP171a,0.2222222222222222
LRP171b,0.0
LRP171c,0.0
LRP171d,0.0
LRP171e,0.0
LRP171f,0.0
LRP172a,0.16666666666666666
LRP172b,0.0
LRP172c,0.3333333333333333
LRP172d,0.0
LRP172e,0.0
LRP173a,0.4166666666666667
LRP173b,0.3333333333333333
LRP173c,0.6666666666666666
LRP174a,0.4444444444444444
LRP174b,0.4444444444444444
LRP174c,0.6666666666666666
LRP175a,0.3333333333333333
LRP175b,0.0
LRP175c,0.0
LRP175d,0.0
LRP175e,0.0
LRP175f,0.0
LRP176a,0.2222222222222222
LRP176b,0.0
LRP176c,0.0
LRP176d,0.3333333333333333
LRP176e,0.6666666666666666
LRP177a,0.5555555555555556
LRP177b,0.4166666666666667
LRP177d,0.4444444444444444
LRP178a,0.3333333333333333
LRP178b,0.6666666666666666
LRP179a,0.6666666666666666
LRP179b,0.4444444444444444
LRP180a,0.6666666666666666
LRP180b,0.6666666666666666
LRP180c,0.6666666666666666
LRP181a,0.16666666666666666
LRP181b,0.3333333333333333
LRP181c,0.2222222222222222
LRP181d,0.0
LRP182a,0.3333333333333333
LRP182b,0.0
LRP182c,0.6666666666666666
LRP182d,0.0
LRP183a,0.2222222222222222
LRP183c,0.6666666666666666
LRP183d,0.6666666666666666
LRP184a,0.6666666666666666
LRP184b,0.6666666666666666
LRP184c,0.6666666666666666
LRP185a,0.4444444444444444
LRP185b,0.6666666666666666
LRP186a,0.5555555555555556
LRP186b,0.5
LRP186c,0.6666666666666666
LRP186d,0.6666666666666666
LRP187a,0.6666666666666666
LRP187b,0.5555555555555556
LRP187c,0.3333333333333333
LRP187d,0.3333333333333333
LRP188a,0.5833333333333334
LRP189a,0.5833333333333334
LRP189d,0.3333333333333333
LRP190a,0.4444444444444444
LRP191b,0.6666666666666666
LRP192a,0.6666666666666666
LRP193a,0.5555555555555556
LRP193b,0.3333333333333333
LRP194a,0.16666666666666666
LRP194b,0.6666666666666666
LRP195b,0.3333333333333333
LRP196a,0.6666666666666666
LRP197a,0.5555555555555556
LRP198a,0.5555555555555556
LRP199a,0.5
LRP199b,0.6666666666666666
LRP199d,0.6666666666666666
LRP200a,0.6666666666666666
LRP200c,0.6666666666666666
LRP201a,0.3333333333333333
LRP201b,0.6666666666666666
LRP202a,0.6666666666666666
LRP202c,0.0
LRP203a,0.3333333333333333
LRP203b,0.0
LRP205a,0.6666666666666666
LRP206b,0.6666666666666666
LRP207a,0.6666666666666666
LRP207b,0.6666666666666666
LRP209a,0.6666666666666666
LRP210a,0.3333333333333333
LRP211a,0.3333333333333333
LRP211b,0.6666666666666666
LRP211c,0.6666666666666666
LRP213a,0.6666666666666666
LRP213b,0.6666666666666666
LRP214a,0.6666666666666666
LRP214b,0.6666666666666666
LRP215a,0.3333333333333333
LRP216a,0.6666666666666666
LRP216b,0.6666666666666666
LRP217a,0.6666666666666666
LRP217c,0.0
LRP219a,0.6666666666666666
LRP219b,0.3333333333333333
LRP219c,0.16666666666666666
LRP220a,0.3333333333333333
LRP220b,0.5555555555555556
LRP221b,0.6666666666666666
LRP221c,0.3333333333333333
LRP221d,0.3333333333333333
LRP222a,0.6666666666666666
LRP222b,0.0
LRP223a,0.3333333333333333
LRP224a,0.6666666666666666
LRP224b,0.3333333333333333
LRP225a,0.3333333333333333
LRP225c,0.6666666666666666
LRP226a,0.3333333333333333
LRP226b,0.3333333333333333
LRP226c,0.6666666666666666
LRP226d,0.6666666666666666
LRP227a,0.3333333333333333
LRP227c,0.0
LRP227d,0.6666666666666666
LRP228a,0.3333333333333333
LRP228b,0.6666666666666666
LRP229a,0.5
LRP229c,0.6666666666666666
LRP230a,0.1111111111111111
LRP230c,0.0
LRP230e,0.0
LRP231a,0.1111111111111111
LRP231b,0.0
LRP231c,0.0
LRP231d,0.0
LRP232a,0.16666666666666666
LRP232b,0.3333333333333333
LRP233a,0.08333333333333333
LRP233b,0.0
LRP234a,0.1111111111111111
LRP234b,0.3333333333333333
LRP235a,0.1111111111111111
LRP235b,0.3333333333333333
LRP236a,0.19999999999999998
LRP236b,0.3333333333333333
LRP237a,0.5
LRP237b,0.5
LRP237c,0.5
LRP237d,0.3333333333333333
LRP238a,0.4444444444444444
LRP239a,0.5
LRP239b,0.5
LRP240a,0.6666666666666666
LRP240b,0.5555555555555556
LRP241a,0.5
LRP241b,0.3333333333333333
LRP241c,0.3333333333333333
LRP242a,0.3333333333333333
LRP243a,0.3333333333333333
LRP244a,0.4444444444444444
LRP244c,0.3333333333333333
LRP244d,0.3333333333333333
LRP245a,0.16666666666666666
LRP246a,0.2222222222222222
LRP246c,0.0
LRP247a,0.0
LRP248a,0.3333333333333333
LRP249a,0.3333333333333333
LRP250a,0.3333333333333333
LRP251a,0.3333333333333333
LRP252a,0.2222222222222222
LRP253a,0.6666666666666666
LRP254a,0.6666666666666666
LRP255a,0.6666666666666666
LRP257a,0.6666666666666666
LRP258a,0.6666666666666666
LRP258b,0.6666666666666666
LRP258c,0.6666666666666666
LRP259a,0.6666666666666666
LRP259b,0.6666666666666666
LRP260a,0.6666666666666666
LRP260b,0.6666666666666666
LRP261a,0.6666666666666666
LRP261b,0.6666666666666666
LRP262a,0.6666666666666666
LRP262c,0.6666666666666666
LRP262d,0.6666666666666666
LRP263a,0.6666666666666666
LRP263b,0.6666666666666666
LRP264a,0.3333333333333333
LRP264c,0.0
LRP265a,0.5333333333333333
LRP265b,0.0
LRP265c,0.6666666666666666
LRP266a,0.6666666666666666
LRP266b,0.6666666666666666
LRP267a,0.5
LRP268a,0.0
LRP268b,0.0
LRP269a,0.13333333333333333
LRP269b,0.6666666666666666
LRP269c,0.0
LRP270a,0.16666666666666666
LRP270c,0.0
LRP271a,0.16666666666666666
LRP272a,0.13333333333333333
LRP272c,0.0
LRP275a,0.6666666666666666
LRP277a,0.6666666666666666
LRP277b,0.6666666666666666
LRP278a,0.6666666666666666
LRP279a,0.3333333333333333
LRP279c,0.3333333333333333
LRP280a,0.1111111111111111
LRP280b,0.3333333333333333
LRP281a,0.1111111111111111
LRP282a,0.1111111111111111
LRP282c,0.0
LRP282e,0.0
LRP283a,0.0
LRP283b,0.0
LRP283c,0.0
LRP283d,0.0
LRP284a,0.0
LRP284b,0.0
LRP284c,0.0
LRP285a,0.0
LRP286a,0.0
LRP286b,0.0
LRP287a,0.0
LRP288a,0.0
LRP288b,0.0
LRP289a,0.0
LRP291a,0.0
LRP291b,0.0
LRP291c,0.0
LRP291d,0.0
LRP292a,0.0
LRP292b,0.0
LRP293a,0.0
LRP293c,0.0
LRP294a,0.0
LRP294c,0.0
LRP295a,0.0
LRP295b,0.0
LRP296a,0.0
LRP296b,0.0
LRP297a,0.3333333333333333
LRP298a,0.16666666666666666
LRP299a,0.16666666666666666
LRP299c,0.0
LRP300a,0.0
LRP300b,0.0
LRP300d,0.0
LRP301a,0.0
LRP301b,0.0
LRP302a,0.1111111111111111
LRP302c,0.0
LRP302e,0.0
LRP303a,0.0
LRP304a,0.3333333333333333
LRP304b,0.0
LRP306a,0.3333333333333333
LRP308b,0.3333333333333333
LRP310a,0.16666666666666666
LRP310b,0.0
LRP311a,0.16666666666666666
LRP312a,0.0
LRP313a,0.0
LRP313b,0.0
LRP314a,0.16666666666666666
LRP315a,0.16666666666666666
LRP316a,0.16666666666666666
LRP317a,0.1111111111111111
LRP318a,0.3333333333333333
LRP319a,0.0
LRP320a,0.0
LRP321a,0.0
LRP321b,0.0
LRP321d,0.0
LRP322a,0.0
LRP323d,0.0
LRP325a,0.0
LRP325b,0.0
LRP326a,0.0
LRP327a,0.0
LRP328b,0.0
LRP328c,0.0
LRP329a,0.0
LRP330a,0.0
LRP331a,0.0
LRP332a,0.0
LRP332b,0.0
LRP332c,0.0
LRP334a,0.0
LRP336a,0.0
LRP336b,0.0
LRP338a,0.0
LRP339a,0.0
LRP339c,0.0
LRP340a,0.0
LRP341a,0.0
LRP342a,0.0
LRP342c,0.0
LRP343a,0.0
LRP344a,0.0
LRP344c,0.0
LRP345a,0.0
LRP346a,0.0
LRP347a,0.0
LRP347b,0.0
LRP348a,0.0
LRP348b,0.0
LRP350a,0.0
LRP350b,0.0
LRP351a,0.0
LRP352a,0.0
LRP353a,0.0
LRP353b,0.0
LRP354a,0.0
LRP356a,0.0
LRP359a,0.0
LRP359b,0.0
LRP360a,0.0
LRP368a,0.0
LRP368c,0.0
LRP369a,0.0
LRP369b,0.0
LRP376a,0.0
LRP376b,0.0
LRP376d,0.0
LRP377a,0.0
LRP378a,0.0
LRP379a,0.0
LRP379b,0.0
LRP386g,0.0
LRP387a,0.0
LRP387b,0.0
LRP387c,0.0
