road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc,cleaned_name,LR_indicator,is_on_land,is_connected_to_road
N1,197.39,Box Culvert,LRP199b,NUNA CHARA BOX CULVERT,4.6,A,100567,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.39,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6489722222222,91.641,bcs1,NUNA CHARA BOX CULVERT,,True,True
N1,197.846,Box Culvert,LRP199c,BOTTOL BOX CULVERT,12.4,A,100569,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.846,12.1,1992.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6453333333333,91.6429722222222,bcs1,BOTTOL BOX CULVERT,,True,True
N1,199.279,Box Culvert,LRP201a,KACHAI PATH BOX CULVERT,3.0,A,100568,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.279,12.1,2003.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6338888888888,91.6493611111111,bcs1,KACHAI PATH BOX CULVERT,,True,True
N1,199.502,Box Culvert,LRP201b,KACHAI POTTI BOX CULVERT,3.0,A,100570,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.502,12.1,1999.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6320277777777,91.6502777777777,bcs1,KACHAI POTTI BOX CULVERT,,True,True
N1,200.277,Box Culvert,LRP202a,EGOL PUR BOX CULVERT,3.0,A,100572,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.277,12.13,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6259166666666,91.654,bcs1,EGOL PUR BOX CULVERT,,True,True
N1,200.918,Slab Culvert,LRP203a,SITAKUNDA SLAB,3.0,A,100573,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.918,12.2,1983.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6208611111111,91.6569722222222,bcs1,SITAKUNDA SLAB,,True,True
N1,201.52,Box Culvert,LRP203b,MOHADAB PUR BOX CULVERT,3.0,A,100577,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.52,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6161944444444,91.6599722222222,bcs1,MOHADAB PUR BOX CULVERT,,True,True
N1,201.999,Slab Culvert,LRP204a,PURBOMOHADAB PUR SLAB CULVERT(L),4.6,A,100609,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.999,12.2,1980.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6123611111111,91.6621666666666,bcs1,PURBOMOHADAB PUR SLAB CULVERT,L,True,True
N1,202.435,Box Culvert,LRP205a,MADICAL MORE CULVERT,3.0,A,100579,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,202.435,12.2,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6088333333333,91.6640555555555,bcs1,MADICAL MORE CULVERT,,True,True
N1,203.457,Box Culvert,LRP206a,DOKHIN MOHADEB PUR BOX CULVERT,2.95,A,100578,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,203.457,12.2,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6009444444444,91.6693055555555,bcs1,DOKHIN MOHADEB PUR BOX CULVERT,,True,True
N1,204.765,Box Culvert,LRP207a,HATILOTA BOX CULVERT,4.5,A,100582,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,204.765,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5905555555555,91.6754166666666,bcs1,HATILOTA BOX CULVERT,,True,True
N1,206.3,Box Culvert,LRP208d,BAROGINDO CULVERT,2.5,A,100585,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.3,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5779722222222,91.6810833333333,bcs1,BAROGINDO CULVERT,,True,True
N1,206.866,Box Culvert,LRP209a,BARO-CUNDHOW BOX CULVERT,10.2,A,100586,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.866,12.3,1990.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5731944444444,91.6830555555555,bcs1,BARO-CUNDHOW BOX CULVERT,,True,True
N1,207.64,Box Culvert,LRP210a,PHPMORE BON CULVERT,3.0,A,100588,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.64,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5667777777777,91.6851388888888,bcs1,PHPMORE BON CULVERT,,True,True
N1,207.913,Box Culvert,LRP210b,CHARA KANDI BOX CULVERT,8.2,A,100589,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.913,12.5,1985.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5640833333333,91.6858611111111,bcs1,CHARA KANDI BOX CULVERT,,True,True
N1,208.1,Box Culvert,LRP210d,R. R TEXTAIL BOX CULVERT,4.5,A,100590,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,208.1,12.2,1987.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5624722222222,91.6863055555555,bcs1,TEXTAIL BOX CULVERT,R,True,True
N1,210.476,Box Culvert,LRP213a,SOUTH BALSH KHALI BOX CULVERT,3.0,A,100592,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,210.476,12.2,1987.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5431111111111,91.69475,bcs1,SOUTH BALSH KHALI BOX CULVERT,,True,True
N1,211.433,Box Culvert,LRP214a,SOTTANA MONDIR CULVERT,8.2,A,100596,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,211.433,12.6,1986.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5347777777777,91.6982777777777,bcs1,SOTTANA MONDIR CULVERT,,True,True
N1,215.467,Box Culvert,LRP218a,ROYL CIMINT GATE CULVETRT,4.5,A,100601,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,215.467,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5030833333333,91.7132222222222,bcs1,ROYL CIMINT GATE CULVETRT,,True,True
N1,216.196,RCC Girder Bridge,LRP218b,GORA MARA RCC GIRDER BRIDGE,17.6,A,100605,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,216.196,9.7,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4961388888888,91.7159444444444,bcs1,GORA MARA RCC GIRDER BRIDGE,,True,True
N1,219.427,Box Culvert,LRP221a,HATIBORI BOX CULVERT,6.0,A,100610,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,219.427,12.1,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4693888888888,91.7250555555555,bcs1,HATIBORI BOX CULVERT,,True,True
N1,223.743,Box Culvert,LRP226a,HASNA BAD BOX CULVERT,3.0,A,100614,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,223.743,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4333055555555,91.7403055555555,bcs1,HASNA BAD BOX CULVERT,,True,True
N1,224.053,RCC Girder Bridge,LRP226b,VATERIE BRIDGE,40.0,A,100615,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,224.053,18.0,1995.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4307222222222,91.7414722222222,bcs1,VATERIE BRIDGE,,True,True
N1,228.029,Box Culvert,LRP230a,VATIARI CULVERT,5.0,A,100617,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.029,10.9,1996.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3978333333333,91.7576666666666,bcs1,VATIARI CULVERT,,True,True
N1,228.797,Box Culvert,LRP231a,T. B HOSPITAL GATE BOX CULVERT,3.0,A,100619,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.797,12.1,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3920833333333,91.7592222222222,bcs1,T B HOSPITAL GATE BOX CULVERT,,True,True
N1,229.203,PC Girder Bridge,LRP231b,GAMMON BRIDGE,18.0,A,100618,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,229.203,20.2,1955.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3887777777777,91.7605833333333,bcs1,GAMMON BRIDGE,,True,True
N1,230.13,Box Culvert,LRP232a,PAKKA MATA BOX CULVERT,3.0,A,112543,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.13,12.2,1951.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3812777777777,91.7653888888888,bcs1,PAKKA MATA BOX CULVERT,,True,True
N1,230.921,Box Culvert,LRP233a,GLAXO BOX CULVERT,8.3,A,100620,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.921,12.8,1990.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3764166666666,91.7704166666666,bcs1,GLAXO BOX CULVERT,,True,True
N1,231.966,Box Culvert,LRP234a,CORNAIL HAT BOX CULVERT,3.0,A,100621,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,231.966,31.0,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3694722222222,91.7772777777777,bcs1,CORNAIL HAT BOX CULVERT,,True,True
N1,244.975,RCC Girder Bridge,LRP240c,RAJAKHALI RCC GIDER BRIDGE,48.5,A,100632,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.975,9.2,1985.0,3.0,Chittagong,Chittagong,Chittagong,Chittagong,22.3374166666666,91.8542222222222,bcs1,RAJAKHALI RCC GIDER BRIDGE,,True,True
N1,249.04,Box Culvert,LRP244a,SOUTH MITTACHORI,3.0,A,112537,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.04,12.2,1968.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3042222222222,91.8621111111111,bcs1,SOUTH MITTACHORI,,True,True
N1,249.674,Box Culvert,LRP244c,KADUMTOLI CULVERT,3.0,A,112542,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.674,12.2,1972.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2997777777777,91.8655833333333,bcs1,KADUMTOLI CULVERT,,True,True
N1,250.215,Slab Culvert,LRP245a,ISLAMPUR CULVERT,1.5,A,112541,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.215,12.1,1993.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2950555555555,91.8673055555555,bcs1,ISLAMPUR CULVERT,,True,True
N1,250.519,Box Culvert,LRP245b,NOLBILA CULVERT,3.0,A,112538,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.519,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2925555555555,91.8686388888888,bcs1,NOLBILA CULVERT,,True,True
N1,250.841,Box Culvert,LRP246a,SHIKALBAHA MORE,3.0,A,100638,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.841,13.4,1985.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.29175,91.8711944444444,bcs1,SHIKALBAHA MORE,,True,True
N1,251.281,Box Culvert,LRP246b,SHIKALBAHA BOX CULVERT,3.0,A,100639,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.281,13.4,1995.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2937777777777,91.8748055555555,bcs1,SHIKALBAHA BOX CULVERT,,True,True
N1,251.538,PC Girder Bridge,LRP247a,Sikolbaha Bridge-1,116.13,A,121085,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.538,10.0,1996.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.3427219,91.8531389,road_precise,SIKOLBAHA BRIDGE-,L,True,True
N1,254.333,Box Culvert,LRP250a,KUSUMPUR BOX CULVERT,3.0,A,100643,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,254.333,12.15,1987.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3031111111111,91.9026666666666,bcs1,KUSUMPUR BOX CULVERT,,True,True
N1,255.505,Box Culvert,LRP251a,tassi bazer(R),3.0,A,112540,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,255.505,10.2,2000.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3070833333333,91.9126111111111,bcs1,TASSI BAZER,R,True,True
N1,256.378,Box Culvert,LRP252a,MONSHA CULVERT,3.0,A,100647,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.378,12.2,1983.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3126111111111,91.9188333333333,bcs1,MONSHA CULVERT,,True,True
N1,256.89,Box Culvert,LRP252c,UTTOR SONAPUR,3.0,A,112539,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.89,10.3,1999.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3159722222222,91.9225555555555,bcs1,UTTOR SONAPUR,,True,True
N1,257.94,Steel Beam & RCC Slab,LRP253a,Pirol,5.3,A,100728,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,257.94,7.0,1966.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3136388888888,91.9321944444444,bcs1,PIROL,,True,True
N1,259.795,Box Culvert,LRP255a,UZIRPUR HIGH SCHOOL,3.0,A,100685,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,259.795,10.3,1974.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3099166666666,91.94775,bcs1,UZIRPUR HIGH SCHOOL,,True,True
N1,267.818,Box Culvert,LRP263b,KHORNA CULVERT,3.0,A,100650,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,267.818,12.2,1985.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2725277777777,92.0056944444444,bcs1,KHORNA CULVERT,,True,True
N1,269.721,Box Culvert,LRP265a,MOJAFFARABAD,9.2,A,100672,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.721,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.2558055555555,92.0094166666666,bcs1,MOJAFFARABAD,,True,True
N1,269.99,Box Culvert,LRP265b,MOJAFFORABAD BOX CULVERT,6.0,A,100653,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.99,12.2,1978.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2536111111111,92.0115277777777,bcs1,MOJAFFORABAD BOX CULVERT,,True,True
N1,270.642,Box Culvert,LRP267a,MOJAFFORABAD,9.4,A,100652,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,270.642,12.2,1986.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2494722222222,92.0152222222222,bcs1,MOJAFFORABAD,,True,True
N1,271.89,Box Culvert,LRP268a,ROWSONAT CUL,14.0,A,100674,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,271.89,12.6,1991.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2410555555555,92.0215555555555,bcs1,ROWSONAT CUL,,True,True
N1,272.356,Box Culvert,LRP268b,KANCHANAGAR CUL,14.0,A,100676,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,272.356,10.3,1978.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.23725,92.0230277777777,bcs1,KANCHANAGAR CUL,,True,True
N1,273.878,Box Culvert,LRP270a,GASBAREA BOX CULVERT,14.0,A,100654,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,273.878,12.1,1991.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2240833333333,92.0271666666666,bcs1,GASBAREA BOX CULVERT,,True,True
N1,274.66,Box Culvert,LRP271a,GASBAREA COLLEGE BOX CULVERT,9.2,A,100655,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,274.66,9.7,1985.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.2171388888888,92.0282222222222,bcs1,GASBAREA COLLEGE BOX CULVERT,,True,True
N1,284.134,Box Culvert,LRP280a,KATGOR CULVERT,9.2,A,100696,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,284.134,11.6,1993.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1509444444444,92.0695277777777,bcs1,KATGOR CULVERT,,True,True
N1,285.58,Box Culvert,LRP282a,MOULOVER DOKAN,12.4,A,100725,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,285.58,11.6,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1379722222222,92.0697222222222,bcs1,MOULOVER DOKAN,,True,True
N1,286.08,Box Culvert,LRP282c,PATATR PULL CULVERT,15.4,A,100700,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.08,11.6,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1334722222222,92.0700277777777,bcs1,PATATR PULL CULVERT,,True,True
N1,286.378,PC Girder Bridge,LRP282e,Pathanerpul Bridge,33.65,A,121104,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.378,11.4,1980.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1299160285714,92.0706024714285,road_interpolate,PATHANERPUL BRIDGE,,True,True
N1,286.631,RCC Girder Bridge,LRP283a,Noyakhalar Muk Bridge,27.9,A,121105,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.631,9.6,1982.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1750827,92.0528611,road_precise,NOYAKHALAR MUK BRIDGE,,True,True
N1,286.631,RCC Girder Bridge,LRP283a,NOYAKHALAR MUK,28.0,A,100714,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.631,11.6,1978.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1277222222222,92.0711111111111,bcs1,NOYAKHALAR MUK,,True,True
N1,287.144,Box Culvert,LRP283c,NOYAKHALARMUK,15.4,A,100721,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,287.144,10.3,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1238611111111,92.0717222222222,bcs1,NOYAKHALARMUK,,True,True
N1,287.487,Box Culvert,LRP283d,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,20.4,A,100718,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,287.487,12.6,1994.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1206388888888,92.072,bcs1,NOYA KHALAR MUK BOX CULVERT,,True,True
N1,288.329,Box Culvert,LRP284a,KARANERHAT CULVERT,5.0,A,100711,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,288.329,12.3,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1131944444444,92.0727222222222,bcs1,KARANERHAT CULVERT,,True,True
N1,289.889,Box Culvert,LRP286b,KARANERHAT CULVERT,7.2,A,100709,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,289.889,12.2,1994.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0996388888888,92.0744444444444,bcs1,KARANERHAT CULVERT,,True,True
N1,290.719,Box Culvert,LRP287a,KOACHIA(MADARBHI),11.2,A,100707,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,290.719,11.6,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0939166666666,92.0795833333333,bcs1,KOACHIA,,True,True
N1,292.426,Box Culvert,LRP288a,MITADIGI ACADEMY,2.0,A,100706,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,292.426,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0845,92.0925555555555,bcs1,MITADIGI ACADEMY,,True,True
N1,293.134,Box Culvert,LRP289a,MITADIGI,12.6,A,100703,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,293.134,11.6,1993.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0811388888888,92.0985277777777,bcs1,MITADIGI,,True,True
N1,294.534,PC Girder Bridge,LRP291a,RAJGHATA BRIDGE,30.3,A,100701,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,294.534,11.6,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.07,92.1039166666666,bcs1,RAJGHATA BRIDGE,,True,True
N1,294.77,Box Culvert,LRP291c,THAKUR DIGI BOX CULVERT,2.0,A,100702,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,294.77,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0685277777777,92.1056388888888,bcs1,THAKUR DIGI BOX CULVERT,,True,True
N1,295.295,RCC Girder Bridge,LRP291d,Khoria Nagar Bridge,38.5,A,121109,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.295,11.6,1993.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0637567157894,92.1071061094736,road_interpolate,KHORIA NAGAR BRIDGE,,True,True
N1,295.625,Box Culvert,LRP292a,NOYA PARA BOX CULVERT,2.5,A,100705,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.625,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.06125,92.1077777777777,bcs1,NOYA PARA BOX CULVERT,,True,True
N1,296.135,Box Culvert,LRP292b,PODUA NOYA PARA BOX CULVERT,8.2,A,100717,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,296.135,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0569722222222,92.1092222222222,bcs1,PODUA NOYA PARA BOX CULVERT,,True,True
N1,296.647,Box Culvert,LRP293a,PODUA BAZAR BOX CULVERT,12.6,A,100708,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,296.647,11.6,1992.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.05225,92.1092777777777,bcs1,PODUA BAZAR BOX CULVERT,,True,True
N1,297.034,Box Culvert,LRP293c,PODUA BAZAR BOX CULVERT,6.0,A,100710,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,297.034,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0486944444444,92.1083611111111,bcs1,PODUA BAZAR BOX CULVERT,,True,True
N1,297.569,Box Culvert,LRP294a,BARO AWLIA(R),13.64,A,100724,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,297.569,11.6,1992.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0442222222222,92.1074444444444,bcs1,BARO AWLIA,R,True,True
N1,298.405,Box Culvert,LRP294c,TALOCKDAR PARA,2.5,A,114227,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,298.405,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0376388888888,92.1038888888888,bcs1,TALOCKDAR PARA,,True,True
N1,299.057,Box Culvert,LRP295a,AMIRABAD BOX CULVERT,2.5,A,100659,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.057,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0317222222222,92.1040277777777,bcs1,AMIRABAD BOX CULVERT,,True,True
N1,299.434,PC Girder Bridge,LRP295b,Amirabad Bridge,68.8,A,121123,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.434,11.6,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0287013636363,92.1034293272727,road_interpolate,AMIRABAD BRIDGE,,True,True
N1,300.406,Box Culvert,LRP296b,AMIRABAD LOHAGORA BOX CULVERT,10.0,A,100664,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,300.406,11.8,1994.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0204166666666,92.1015277777777,bcs1,AMIRABAD LOHAGORA BOX CULVERT,,True,True
N1,302.237,Box Culvert,LRP298a,LOHAGORA L.S BOX CULVERT,3.0,A,100665,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,302.237,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0076111111111,92.0926666666666,bcs1,LOHAGORA S BOX CULVERT,L,True,True
N1,302.729,Box Culvert,LRP299a,DIGIRPARK BOX CULVERT,12.6,A,100667,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,302.729,11.6,1993.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.00375,92.09025,bcs1,DIGIRPARK BOX CULVERT,,True,True
N1,303.237,Box Culvert,LRP299c,DIGIRPAR BOX CULVERT,6.2,A,100669,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,303.237,12.2,1993.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9998888888888,92.0881666666666,bcs1,DIGIRPAR BOX CULVERT,,True,True
N1,303.782,Box Culvert,LRP300a,ZADUNAGOR FILLING BOX CULVERT,3.0,A,100670,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,303.782,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9950833333333,92.0873611111111,bcs1,ZADUNAGOR FILLING BOX CULVERT,R,True,True
N1,304.217,PC Girder Bridge,LRP300d,Khasmahal Bridge,58.5,A,121125,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.217,11.6,1987.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9922334387096,92.0863582073732,road_interpolate,KHASMAHAL BRIDGE,,True,True
N1,304.449,Box Culvert,LRP301a,ZADUNAGOR BUS STATION BOX CULVERT,14.2,A,100677,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.449,12.5,1986.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9889722222222,92.0853333333333,bcs1,ZADUNAGOR BUS STATION BOX CULVERT,,True,True
N1,304.857,PC Girder Bridge,LRP301b,Aadunagor bridge,24.2,A,100679,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.857,10.0,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9861944444444,92.0836666666666,bcs1,AADUNAGOR BRIDGE,,True,True
