Bridge_ID,Avg_Delay_Time
1000008,11096.702407759703
1000009,11097.211958352296
1000011,6233.72587887478
1000012,2167.565589410745
1000017,3359.6479195454317
1000018,163.6005784688006
1000022,0.0
1000023,0.0
1000030,0.0
1000031,0.0
1000036,2918.9810498265774
1000037,0.0
1000046,14032.6276928661
1000047,0.0
1000049,152.71801310814482
1000050,1144.9195220957772
1000052,5512.657271082602
1000053,0.0
1000054,17349.345579249763
1000055,0.0
1000058,1673.8064704661524
1000060,0.0
1000062,0.0
1000063,15108.376842309106
1000064,6323.100175900453
1000067,0.0
1000068,0.0
1000069,7613.056609133188
1000070,0.0
1000071,9955.578961436782
1000072,0.0
1000073,0.0
1000076,4674.552371893058
1000077,0.0
1000080,0.0
1000081,0.0
1000084,4974.7332767314365
1000085,0.0
1000087,0.0
1000088,0.0
1000090,0.0
1000094,8287.435111767541
1000095,0.0
1000098,12443.998908007488
1000100,0.0
1000101,9762.259618376056
1000104,0.0
1000105,0.0
1000106,11174.842165136894
1000107,11242.147828940582
1000108,0.0
1000112,3186.7647771376746
1000113,14359.838748071019
1000115,1249.8511672773118
1000116,11230.772140517865
1000118,0.0
1000120,0.0
1000122,2876.470543270585
1000123,6288.191683168657
1000124,0.0
1000129,0.0
1000130,2394.3872232712242
1000132,0.0
1000133,4152.2279077911435
1000134,13523.118616363712
1000136,0.0
1000137,0.0
1000138,0.0
1000139,0.0
1000140,0.0
1000141,3209.753084269731
1000143,4142.203591437312
1000144,0.0
1000146,0.0
1000147,0.0
1000148,0.0
1000149,0.0
1000152,8920.096595507039
1000153,1677.482978771476
1000154,3753.6715342859798
1000156,15866.657599567023
1000157,14835.507126877661
1000160,301.83513191937
1000161,5034.9360756834385
1000163,3831.21675985453
1000164,79.19902126321341
1000165,3659.327037283576
1000167,0.0
1000168,1016.3066787083939
1000170,0.0
1000172,0.0
1000173,0.0
1000175,12847.687247906291
1000176,1256.2272179078868
1000178,0.0
1000179,3875.835585874378
1000180,3907.0719646837592
1000183,23021.321333394524
1000186,5037.732909104164
1000190,4166.807632192824
1000191,195.90099469341885
1000192,12258.4817343752
1000193,5381.495077735342
1000194,2051.4437703258086
1000196,5744.667040451165
1000199,7668.000360874469
1000200,4147.559908862972
1000203,2378.395334599637
1000206,0.0
1000207,9775.203389368264
1000208,86.2672724830621
1000210,0.0
1000212,3499.5530623899444
1000214,698.2430609824694
1000216,3332.4182421978053
1000217,257.96901026177767
1000218,0.0
1000220,1245.4499405775048
1000222,11637.799248758285
1000223,16832.51190119913
1000224,0.0
1000225,0.0
1000226,0.0
1000229,3368.4722366503825
1000231,0.0
1000234,0.0
1000235,2397.052555792523
1000237,2466.731308822596
1000239,1933.8633376980633
1000241,18332.761298169637
1000242,0.0
1000243,5836.651509990207
1000246,0.0
1000248,7364.046085308687
1000249,0.0
1000250,0.0
1000251,0.0
1000252,1257.514502769282
1000254,14153.765771072078
1000255,0.0
1000259,0.0
1000260,0.0
1000263,24523.85083323005
1000264,0.0
1000266,2321.2221569267886
1000267,14405.109427124273
1000268,4549.02430613489
1000270,0.0
1000272,3489.030052991403
1000273,444.68592500486136
1000275,0.0
1000276,1967.4709242422637
1000277,0.0
1000278,2847.11763327652
1000279,0.0
1000280,1992.237762548637
1000281,0.0
1000284,0.0
1000285,2978.479829639512
1000286,0.0
1000288,13103.116719718342
1000289,2237.269840158846
1000291,4906.096552420892
1000292,10967.85077695976
1000293,2502.111513529077
1000294,15649.408595371777
1000296,0.0
1000297,0.0
1000298,0.0
1000299,3134.4544343594334
1000300,3965.8686649786273
1000301,180.01884374107732
1000304,20589.14540294629
1000305,0.0
1000306,8782.997661265745
1000307,0.0
1000309,1796.8246527388087
1000310,0.0
1000312,263.1060423946086
1000314,5376.941602061268
1000316,1779.669020316373
1000317,3464.6837614710375
1000318,0.0
1000320,0.0
1000321,4781.97702737279
