Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic,source_file
,,LRP,Offset,Chainage,LRP,Offset,Chainage,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),R881.traffic.htm
R881-1,Amtali (int.with R880)-Kuakata,LRPS,0,0,LRPE,0,40.646,40.646,0.0,79.0,20.0,80.0,17.0,54.0,25.0,17.0,1096.0,1203.0,26.0,21.0,0.0,2591.0,47.0,2638.0,2638.0,R881.traffic.htm
,,,,,,,,,,,,,,,,,,,,,,,,,,R881.traffic.htm
*  Traffic survey was not done on the link. It was assumed that the traffic will be equivalent to that of another link. Please click on the AADT figure to view the referenced link.  Traffic survey is done once in a year. This information was last updated in the year,,,,,,,,,,,,,,,,,,,,,,,,,,R881.traffic.htm
