,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of Road at Rupatoli more (Gole Chokkor) Infront of hotel Metropolition and Intersection at N8 & R870 Barisal.,22.678666,90.347083,,R870.lrps.htm
,LRP001,0.73,Km Post,Jhalokati 16 km,22.6748327,90.341333,,R870.lrps.htm
,LRP001a,0.922,Culvert,Box Culvert,22.6736382,90.3398608,,R870.lrps.htm
,LRP002,1.677,Km Post,Jhalokati 15 km,22.6702216,90.3341941,,R870.lrps.htm
,LRP002a,2.163,Culvert,Box Culvert,22.6697493,90.3295549,,R870.lrps.htm
,LRP003,2.629,Km Post,Jhalokati 14 km,22.6694993,90.3250271,,R870.lrps.htm
,LRP003a,3.054,Bridge,P.C Girder Bridge start,22.6698604,90.3209993,,R870.lrps.htm
,LRP003b,3.193,Bridge,P.C Girder Bridge end,22.6703604,90.3197493,,R870.lrps.htm
,LRP003c,3.471,Others,Start of Jhalokati RHD,22.6708604,90.3171382,,R870.lrps.htm
,LRP003c,3.471,Others,Start of Jhalokati RHD,22.6708604,90.3171382,,R870.lrps.htm
,LRP004,3.759,Km Post,Jhalokati 13 km,22.671166,90.3143333,,R870.lrps.htm
,LRP005,4.759,Km Post,Km post missing,22.6726382,90.3045833,,R870.lrps.htm
,LRP005a,4.937,Culvert,Box Culvert,22.672916,90.3029167,,R870.lrps.htm
,LRP006,5.759,Km Post,Km post missing,22.6730549,90.2949441,,R870.lrps.htm
,LRP007,6.719,Km Post,Jhalokati 10 km,22.673416,90.2856941,,R870.lrps.htm
,LRP007a,6.891,Culvert,Box Culvert,22.6733882,90.2839719,,R870.lrps.htm
,LRP007b,7.679,Bridge,R.C.C Bridge start,22.6716938,90.2766104,,R870.lrps.htm
,LRP007c,7.694,Bridge,R.C.C Bridge end,22.671666,90.2764993,,R870.lrps.htm
,LRP008,7.719,Km Post,Km post missing,22.6715827,90.2762493,,R870.lrps.htm
,LRP008a,8.181,Culvert,Box Culvert,22.669916,90.2719993,,R870.lrps.htm
,LRP009,8.707,Km Post,Jhalokati 8 km,22.6671104,90.2681104,,R870.lrps.htm
,LRP009a,8.769,Culvert,Box Culvert,22.666666,90.2675549,,R870.lrps.htm
,LRP009b,9.658,Culvert,Box Culvert,22.6615,90.2610833,,R870.lrps.htm
,LRP009c,9.671,"Side Road, Left",Z 8709 Nalchity road,22.6614167,90.2609167,,R870.lrps.htm
,LRP010,9.707,Km Post,Km post missing,22.66125,90.26075,,R870.lrps.htm
,LRP010a,10.253,Culvert,Box Culvert,22.6582222,90.2563056,,R870.lrps.htm
,LRP011,10.707,Km Post,Km post missing,22.6564722,90.2524444,,R870.lrps.htm
,LRP011a,10.769,Culvert,Box Culvert,22.6562222,90.2518056,,R870.lrps.htm
,LRP011b,11.319,Culvert,Box Culvert,22.6540556,90.2470274,,R870.lrps.htm
,LRP012,11.692,Km Post,Info not clear,22.6526944,90.2436108,,R870.lrps.htm
,LRP012a,12.236,Culvert,Box Culvert,22.6507778,90.2379719,,R870.lrps.htm
,LRP013,12.692,Km Post,Jhalokati 4 km,22.6498608,90.2344441,,R870.lrps.htm
,LRP013a,12.798,Culvert,R.C.C Culvert,22.649583,90.2333886,,R870.lrps.htm
,LRP013b,13.682,Culvert,Box Culvert,22.6470552,90.2254438,,R870.lrps.htm
,LRP014,13.692,Km Post,Km post missing,22.6470552,90.2254438,,R870.lrps.htm
,LRP014a,13.722,Bridge,Sutalory Bridge start,22.6429719,90.2198327,,R870.lrps.htm
,LRP014b,13.777,Bridge,Sutalory Bridge end,22.6429719,90.2193327,,R870.lrps.htm
,LRP015,14.672,Km Post,Jhalokati 2 km,22.6429163,90.2173882,,R870.lrps.htm
,LRP015a,15.053,"Turn off, Right",Left to Jhalokati town,22.6427774,90.2137222,,R870.lrps.htm
,LRP016,15.658,Km Post,Km post broken,22.6479997,90.2140278,,R870.lrps.htm
