Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic,source_file
,,LRP,Offset,Chainage,LRP,Offset,Chainage,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),N309.traffic.htm
N309-1,Kewat Khali By pass more(Int.with Z3033)-Digarkandi Bus Stand (Int.with N3),LRPS,0,0,LRP004,42,3.16,3.160,7.0,1332.0,447.0,1254.0,0.0,311.0,192.0,247.0,985.0,618.0,297.0,688.0,5.0,5393.0,990.0,6383.0,6383.0,N309.traffic.htm
N309-2,Digarkandi Bus Stand (Int.with N3)-Int.with Z3035,LRP004,42,3.16,LRP007,871,7.074,3.914,7.0,1332.0,447.0,1254.0,0.0,311.0,192.0,247.0,985.0,618.0,297.0,688.0,5.0,5393.0,990.0,6383.0,6383.0,N309.traffic.htm
N309-3,Int.with Z3035-Mymensingh engineering College(Int.with N401),LRP007,871,7.074,LRP014,10,13.303,6.229,7.0,1332.0,447.0,1254.0,0.0,311.0,192.0,247.0,985.0,618.0,297.0,688.0,5.0,5393.0,990.0,6383.0,6383.0,N309.traffic.htm
,,,,,,,,,,,,,,,,,,,,,,,,,,N309.traffic.htm
*  Traffic survey was not done on the link. It was assumed that the traffic will be equivalent to that of another link. Please click on the AADT figure to view the referenced link.  Traffic survey is done once in a year. This information was last updated in the year,,,,,,,,,,,,,,,,,,,,,,,,,,N309.traffic.htm
