Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic,source_file
,,LRP,Offset,Chainage,LRP,Offset,Chainage,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),R371.traffic.htm
R371-1,"Raghurampur (road start, int with R370) - Phulpur (int with Z3711)",LRPS,0,0,LRP024,1016,24.276,24.276,0.0,583.0,259.0,571.0,93.0,279.0,89.0,195.0,2029.0,1376.0,290.0,541.0,0.0,5474.0,831.0,6305.0,6305.0,R371.traffic.htm
R371-2,Phulpur (int with Z3711)-Nakla(int with Z4609),LRP024,1016,24.276,LRP045,560,44.33,20.054,0.0,583.0,259.0,571.0,93.0,279.0,89.0,195.0,2029.0,1376.0,290.0,541.0,0.0,5474.0,831.0,6305.0,6305.0,R371.traffic.htm
R371-3,Nakla(int with Z4609)-Ashtamitala(int.with Z4617),LRP045,560,44.33,LRP060,340,59.12,14.790,0.0,337.0,121.0,284.0,0.0,95.0,65.0,72.0,1741.0,685.0,454.0,374.0,0.0,3400.0,828.0,4228.0,4228.0,R371.traffic.htm
R371-4,Ashtamitala(int.with Z4617)-Sherpur(Khararpar) Int.with R460,LRP060,340,59.12,LRPE,0,65.17,6.050,0.0,337.0,121.0,284.0,0.0,95.0,65.0,72.0,1741.0,685.0,454.0,374.0,0.0,3400.0,828.0,4228.0,4228.0,R371.traffic.htm
,,,,,,,,,,,,,,,,,,,,,,,,,,R371.traffic.htm
*  Traffic survey was not done on the link. It was assumed that the traffic will be equivalent to that of another link. Please click on the AADT figure to view the referenced link.  Traffic survey is done once in a year. This information was last updated in the year,,,,,,,,,,,,,,,,,,,,,,,,,,R371.traffic.htm
