,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from N 104 at old college road Maijdi,22.883333,91.0971386,,R143.lrps.htm
,LRP001,1.06,Km Post,Choyani 9 km,22.8864163,91.0888052,,R143.lrps.htm
,LRP001a,1.61,Culvert,Box Culvert,22.8867497,91.083583,,R143.lrps.htm
,LRP001b,1.8,Culvert,Box Culvert,22.8870552,91.0818882,,R143.lrps.htm
,LRP002,2.025,Km Post,Info missing,22.8869997,91.0796938,,R143.lrps.htm
,LRP002a,3.035,Culvert,Box Culvert,22.8876108,91.0698604,,R143.lrps.htm
,LRP003,3.06,Km Post,Chayani 7 km,22.8876108,91.0696104,,R143.lrps.htm
,LRP003a,3.558,Culvert,Box Culvert,22.8882219,91.0648889,,R143.lrps.htm
,LRP004,4.06,Km Post,Km post missing,22.8887219,91.0604167,,R143.lrps.htm
,LRP004a,4.2,Culvert,Box Culvert,22.888083,91.0594167,,R143.lrps.htm
,LRP004b,4.398,Culvert,Box Culvert,22.887333,91.0579722,,R143.lrps.htm
,LRP005,4.635,Km Post,Chayani 5 km,22.8869997,91.05575,,R143.lrps.htm
,LRP005a,4.712,Culvert,Box Culvert,22.8869997,91.0550833,,R143.lrps.htm
,LRP006,5.935,Km Post,Chayani 4 km,22.8939719,91.0471941,,R143.lrps.htm
,LRP006a,6.03,Culvert,Box Culvert,22.8939997,91.0463052,,R143.lrps.htm
,LRP006b,6.403,Culvert,Box Culvert,22.8941108,91.0426941,,R143.lrps.htm
,LRP007,6.935,Km Post,Km post missing,22.8954163,91.0376941,,R143.lrps.htm
,LRP007a,7.68,Culvert,Box Culvert,22.8958886,91.0305271,,R143.lrps.htm
,LRP008,7.925,Km Post,Choyani 2 km,22.8962774,91.028166,,R143.lrps.htm
,LRP008a,8.275,Culvert,Box Culvert,22.8969163,91.0248049,,R143.lrps.htm
,LRP009,8.955,Km Post,Choyani 1 km,22.8983886,91.0185271,,R143.lrps.htm
,LRP009a,9.42,Culvert,Box Culvert,22.8977774,91.0143056,,R143.lrps.htm
,LRP010,9.9,Km Post,Info missing,22.8977774,91.0096944,,R143.lrps.htm
,LRP010a,10.14,Culvert,Box Culvert,22.8977497,91.0073611,,R143.lrps.htm
,LRP011,10.86,Km Post,Bosur 5 km,22.897583,91.0005,,R143.lrps.htm
,LRP011a,11.515,Bridge,Bridge start,22.8969163,90.9944441,,R143.lrps.htm
,LRP011b,11.548,Bridge,Bridge end,22.8968052,90.9941386,,R143.lrps.htm
,LRP012,11.76,Km Post,Info missing,22.8963886,90.9921941,,R143.lrps.htm
,LRP012a,12.853,Others,Laxmipur RHD Start (East Bashurhat More),0,0,,R143.lrps.htm
,LRP012a,12.853,Others,Laxmipur RHD Start (East Bashurhat More),0,0,,R143.lrps.htm
,LRP013,12.86,Km Post,Chandraganj 8 km,22.8974997,90.9815271,,R143.lrps.htm
,LRP013a,12.924,Culvert,Box Culvert,22.8976663,90.9809716,,R143.lrps.htm
,LRP013b,13.644,Culvert,Box Culvert,22.8979163,90.9740271,,R143.lrps.htm
,LRP014,13.835,Km Post,Km post broken,22.8981941,90.9722771,,R143.lrps.htm
,LRP014a,14.04,Culvert,Box Culvert,22.8984163,90.9703049,,R143.lrps.htm
,LRP015,14.835,Km Post,Chandraganj 6 km,22.9018889,90.9650833,,R143.lrps.htm
,LRP015a,15.315,Culvert,Box Culvert,22.9061667,90.9648333,,R143.lrps.htm
,LRP016,15.445,Km Post,Chandraganj 5 km,22.9072778,90.9646389,,R143.lrps.htm
,LRP016a,15.62,Bridge,Bridge start,22.9083889,90.9640833,,R143.lrps.htm
,LRP016b,15.65,Bridge,Bridge end,22.9086389,90.9639722,,R143.lrps.htm
,LRP016c,16.235,Culvert,Box Culvert,22.9123889,90.966916,,R143.lrps.htm
,LRP017,16.445,Km Post,Chandraganj 4 km,22.9140833,90.9674716,,R143.lrps.htm
,LRP017a,16.465,Culvert,Box Culvert,22.9142222,90.9675271,,R143.lrps.htm
,LRP018,17.445,Km Post,Info missing,22.9220827,90.9715271,,R143.lrps.htm
,LRP018a,17.535,Culvert,Box Culvert,22.9226938,90.9720549,,R143.lrps.htm
,LRP019,18.445,Km Post,Info missing,22.926416,90.9778327,,R143.lrps.htm
,LRP019a,19.155,Culvert,Box Culvert,22.9325549,90.9791382,,R143.lrps.htm
,LRP020,19.445,Km Post,Chandraganj 1 km,22.9351663,90.9794716,,R143.lrps.htm
,LRP020a,20.15,Bridge,Bridge start,22.9736104,90.9805549,,R143.lrps.htm
,LRP020b,20.166,Bridge,Bridge end,22.940583,90.9806104,,R143.lrps.htm
,LRPE,20.26,Others,Road end with R 140 at Chandraganj,22.9413886,90.9805827,,R143.lrps.htm
,,,,,,,,R143.lrps.htm
,,,,,,,,R143.lrps.htm
