,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of Road from N405 at Mulibari Rail gate Saidabad more Sirajganj.,24.3926941,89.7063889,,R450.lrps.htm
,LRPSa,0.02,Rail Road Crossing,Rail road crossing,24.3928886,89.7063333,,R450.lrps.htm
,LRP001,0.03,Km Post,Sirajganj 7 km,24.3929441,89.7063333,,R450.lrps.htm
,LRP002,0.884,Km Post,Bogra 80 km,24.4003889,89.7070278,,R450.lrps.htm
,LRP002a,0.93,Bridge,Start of Bridge,24.4007778,89.7071944,,R450.lrps.htm
,LRP002b,0.942,Culvert,End of Bridge,24.4008889,89.70725,,R450.lrps.htm
,LRP002c,1.592,Culvert,Box Culvert,24.4062222,89.7093611,,R450.lrps.htm
,LRP003,1.94,Km Post,Sirajganj 5 km,24.409,89.7103333,,R450.lrps.htm
,LRP004,2.94,Km Post,Km post missing,24.4171104,89.7143056,,R450.lrps.htm
,LRP005,3.94,Km Post,Km post missing,24.4255549,89.7138889,,R450.lrps.htm
,LRP006,5.12,Km Post,Info missing,24.4346941,89.71175,,R450.lrps.htm
,LRP007,6.12,Km Post,Bogra 75 km,24.4433052,89.7130833,,R450.lrps.htm
,LRP007a,6.89,"Side Road, Left",R450 Link,24.4494719,89.7143333,,R450.lrps.htm
,LRP008,7.12,Km Post,Km post missing,24.4518333,89.7157222,,R450.lrps.htm
,LRP009,8.12,Km Post,Km post missing,24.4599722,89.7192493,,R450.lrps.htm
,LRP009a,8.19,"Side Road, Left",R451,24.4580556,89.718166,,R450.lrps.htm
,LRPE,8.99,Others,End at Old Zail Khana more Sirajganj,24.4491663,89.7196104,,R450.lrps.htm
,,,,,,,,R450.lrps.htm
,,,,,,,,R450.lrps.htm
