,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start at R-680 Bijoynagar Rajshahi infornt of B.G.B. Sign Board.,24.3976663,88.4453052,,R681.lrps.htm
,LRPSa,0.302,Culvert,R.C.C. Culvert,24.3964719,88.4429163,,R681.lrps.htm
,LRP001,0.53,Km Post,Infor.missing,24.3954997,88.4409163,,R681.lrps.htm
,LRP002,1.202,Km Post,Km post broken,24.3934997,88.4318327,,R681.lrps.htm
,LRP002a,1.53,Culvert,Box Culvert,24.3943886,88.4181938,,R681.lrps.htm
,LRP003,2.55,Km Post,Infor.missing,24.393833,88.4218604,,R681.lrps.htm
,LRP003a,2.828,Culvert,Sluice gate,24.3932219,88.4191382,,R681.lrps.htm
,LRP004,3.525,Km Post,Km post missing,24.3921386,88.4127222,,R681.lrps.htm
,LRP005,4.525,Km Post,Km post Broken,24.3951941,88.4044167,,R681.lrps.htm
,LRP005a,5.345,Culvert,Cross Drain,24.3988608,88.3973052,,R681.lrps.htm
,LRP006,5.525,Km Post,Km post missing,24.3998052,88.3953608,,R681.lrps.htm
,LRP006a,5.773,Culvert,Sluice gate,24.4035556,88.3891386,,R681.lrps.htm
,LRP006b,6.33,Culvert,Sluice gate,24.4033333,88.3895552,,R681.lrps.htm
,LRP007,6.525,Km Post,Km post missing,24.4047778,88.3872219,,R681.lrps.htm
,LRP008,7.585,Km Post,Km post Broken,24.4097222,88.3788882,,R681.lrps.htm
,LRP009,8.585,Km Post,Km post missing,24.4159722,88.3719993,,R681.lrps.htm
,LRP010,9.585,Km Post,Km post missing,24.4213327,88.3649167,,R681.lrps.htm
,LRP010a,9.98,Bridge,Baily Bridge start,24.423666,88.3619722,,R681.lrps.htm
,LRP010b,10.03,Bridge,Baily Bridge end,24.4239716,88.3616667,,R681.lrps.htm
,LRP011,10.585,Km Post,Km post missing,24.4267216,88.3583056,,R681.lrps.htm
,LRP012,11.585,Km Post,Km post missing,24.4337219,88.3534444,,R681.lrps.htm
,LRP012a,12.335,Culvert,Sluice gate,24.4391108,88.3504167,,R681.lrps.htm
,LRP013,12.585,Km Post,Infor.missing,24.440833,88.3489163,,R681.lrps.htm
,LRPE,13.23,Others,Road end at Ujanpara Matikata &Meet with R-680,24.4461108,88.3475274,,R681.lrps.htm
,,,,,,,,R681.lrps.htm
,,,,,,,,R681.lrps.htm
