,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road Start from N3,23.8805827,90.4011389,,N302.lrps.htm
,LRP001,1,Km Post,Km post missing,23.8803049,90.3920274,,N302.lrps.htm
,LRP002,2,Km Post,Km post missing,23.8889719,90.3892219,,N302.lrps.htm
,LRP002a,2.375,"Side Road, Right","R301, Tongi bypass road",23.891583,90.3884441,,N302.lrps.htm
,LRP003,2.913,Km Post,Info.Missing,23.896083,90.3851663,,N302.lrps.htm
,LRP004,3.913,Km Post,Km post missing,23.8951663,90.3767771,,N302.lrps.htm
,LRP005,4.913,Km Post,Info.Missing,23.8920552,90.3675549,,N302.lrps.htm
,LRP005a,5.514,"Side Road, Left","N501,Mirpur Bridge Dhour road",23.8921663,90.3620556,,N302.lrps.htm
,LRP005b,5.72,Bridge,Bridge start,23.8924997,90.3600833,,N302.lrps.htm
,LRP005c,5.782,Bridge,Bridge end,23.8924997,90.3595556,,N302.lrps.htm
,LRP006,5.913,Km Post,Km post missing,23.8928052,90.3581667,,N302.lrps.htm
,LRP006a,6.865,Bridge,Bridge start,23.8944163,90.3490274,,N302.lrps.htm
,LRP007,6.923,Km Post,Bridge end,23.8944719,90.3485274,,N302.lrps.htm
,LRP008,7.973,Km Post,Info.Missing,23.8962774,90.3383886,,N302.lrps.htm
,LRP008a,8.331,Bridge,Bridge start,23.8968886,90.3349997,,N302.lrps.htm
,LRP008b,8.542,Bridge,Bridge end,23.8971941,90.3332216,,N302.lrps.htm
,LRP008c,8.73,"Side Road, Left","N511, Mirpur (Birulia)-Ashulia (Yearpur) Road",23.8975274,90.3314438,,N302.lrps.htm
,LRP009,8.973,Km Post,Km post missing,23.8986108,90.3294438,,N302.lrps.htm
,LRP010,9.973,Km Post,Km post missing,23.9054722,90.3232493,,N302.lrps.htm
,LRP010a,10.148,Bridge,Bridge start,23.9064722,90.3219438,,N302.lrps.htm
,LRP010b,10.161,Bridge,Bridge end,23.9065278,90.3216104,,N302.lrps.htm
,LRP011,10.973,Km Post,Km post missing,23.9156944,90.3181938,,N302.lrps.htm
,LRP011a,11.37,"Side Road, Right","Z 3007, Zerabo -Diakhali Madrasha road",23.9139722,90.3180827,,N302.lrps.htm
,LRP012,11.973,Km Post,Km post missing,23.9192771,90.3121667,,N302.lrps.htm
,LRP013,12.973,Km Post,Km post missing,23.9276104,90.3088056,,N302.lrps.htm
,LRP014,13.973,Km Post,Km post missing,23.9343886,90.3034167,,N302.lrps.htm
,LRP015,14.257,Km Post,Info.Missing,23.935833,90.3011667,,N302.lrps.htm
,LRP016,15.257,Km Post,Km post missing,23.9367497,90.2916663,,N302.lrps.htm
,LRP017,16.257,Km Post,Km post missing,23.936833,90.2821382,,N302.lrps.htm
,LRP018,17.257,Km Post,Km post missing,23.936833,90.2724993,,N302.lrps.htm
,LRPE,17.555,Others,Road end Intersecting N540 at Bipail more,23.9379441,90.2698327,,N302.lrps.htm
,,,,,,,,N302.lrps.htm
,,,,,,,,N302.lrps.htm
