,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from approach of Babu Bazar Bridge.,23.7129167,90.4036389,,N802.lrps.htm
,LRPSa,0.241,Bridge,Bridge start,23.7098056,90.4021944,,N802.lrps.htm
,LRPSb,0.457,Bridge,Bridge end,23.7080833,90.4010833,,N802.lrps.htm
,LRP001,1,Km Post,Km post missing,23.7048889,90.3992219,,N802.lrps.htm
,LRP001a,1.48,"Side Road, Right",R820,23.7012222,90.3975274,,N802.lrps.htm
,LRP001b,1.864,Bridge,Bridge start,23.6980274,90.3981108,,N802.lrps.htm
,LRP001c,1.905,Bridge,Bridge end,23.6976941,90.3982219,,N802.lrps.htm
,LRP002,2,Km Post,Km post missing,23.6956663,90.3986386,,N802.lrps.htm
,LRP003,3,Km Post,Km post missing,23.6877219,90.4019167,,N802.lrps.htm
,LRP003a,3.343,Bridge,Bridge start,23.6839719,90.4025833,,N802.lrps.htm
,LRP003b,3.362,Bridge,Bridge end,23.6838886,90.4026111,,N802.lrps.htm
,LRP004,4,Km Post,Km post missing,23.6793882,90.4035278,,N802.lrps.htm
,LRP004a,4.494,Culvert,Box Culvert,23.6753049,90.4050833,,N802.lrps.htm
,LRPE,4.552,Others,Road end with N8,23.6749993,90.4052222,,N802.lrps.htm
,,,,,,,,N802.lrps.htm
,,,,,,,,N802.lrps.htm
