,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,The road starts from N408 at Karatia Bazar,24.2223049,89.9781104,,N407.lrps.htm
,LRPSa,0.716,Bridge,Baily Bridge start,24.2273604,89.9801104,,N407.lrps.htm
,LRPSb,0.738,Bridge,Baily Bridge end,24.2274716,89.9803049,,N407.lrps.htm
,LRP001,1,Km Post,Km post missing,24.2293327,89.9829993,,N407.lrps.htm
,LRP001a,1.442,Rail Road Crossing,Rail road crossing,24.2303604,89.986083,,N407.lrps.htm
,LRP001b,1.811,Bridge,Start of RCC bridge,24.2295549,89.9896386,,N407.lrps.htm
,LRP001c,1.842,Bridge,End of bridge,24.2295827,89.989833,,N407.lrps.htm
,LRP002,2,Km Post,Km post missing,24.229916,89.9910552,,N407.lrps.htm
,LRPE,2.206,Others,The road ends Intersecting Z4012 at Bangra,24.2307493,89.9929719,,N407.lrps.htm
,,,,,,,,N407.lrps.htm
,,,,,,,,N407.lrps.htm
