,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start of road from N706 at Anser Camp, Benapole, Jessore",23.0399163,88.8886663,,N711.lrps.htm
,LRPSa,0.075,Rail Road Crossing,Rail road crossing,23.0393052,88.8888608,,N711.lrps.htm
,LRP001,0.95,Km Post,By- pass 2.8 km,23.0411941,88.8968886,,N711.lrps.htm
,LRP001a,1,"Side Road, Left",Link of N711,23.0413886,88.8975274,,N711.lrps.htm
,LRP001b,1.59,Culvert,Box Culvert,23.0404997,88.903,,N711.lrps.htm
,LRP002,1.9,Km Post,By- pass 1.80 km,23.0405274,88.9058611,,N711.lrps.htm
,LRP002a,1.91,Culvert,Box Culvert,23.0405274,88.9059444,,N711.lrps.htm
,LRP002b,2.5,Culvert,Box Culvert,23.0405274,88.9118333,,N711.lrps.htm
,LRP002c,2.7,Culvert,Box Culvert,23.040583,88.9136667,,N711.lrps.htm
,LRP003,2.85,Km Post,By- pass 1.81 km,23.0414163,88.9150278,,N711.lrps.htm
,LRP003a,3.16,Culvert,Box Culvert,23.0439441,88.9157778,,N711.lrps.htm
,LRP003b,3.45,Culvert,Box Culvert,23.0465274,88.91625,,N711.lrps.htm
,LRP003c,3.48,Rail Road Crossing,Rail road crossing,23.0468886,88.9162778,,N711.lrps.htm
,LRPE,3.58,Others,"End of road at Post office more, Benapole and intersect with N706",23.0476941,88.9162222,,N711.lrps.htm
,,,,,,,,N711.lrps.htm
,,,,,,,,N711.lrps.htm
