,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start from N7 at Goalanda More,Ahaladipur.",23.6841386,89.6986941,,R710.lrps.htm
,LRPSa,0.498,Culvert,Box culvert,23.6876941,89.6959163,,R710.lrps.htm
,LRP001,1.155,Km Post,"Rajbari 09 km,Kushtia 72 km,Pangsha 34 km",23.691833,89.6912774,,R710.lrps.htm
,LRP001a,1.613,Culvert,Box culvert,23.6946663,89.6880552,,R710.lrps.htm
,LRP002,2.14,Km Post,"Rajbari 8 km,Kushtia 71 km,Pangsha 33 km",23.6978886,89.684333,,R710.lrps.htm
,LRP002a,2.732,Culvert,Box culvert,23.702,89.6808604,,R710.lrps.htm
,LRP003,3.17,Km Post,"Rajbari 7 km,Kushtia 70 km,Pangsha 32 km",23.7043056,89.6776382,,R710.lrps.htm
,LRP004,4.04,Km Post,"Rajbari 6 km,Kushtia 69 km,Pangsha 31 km",23.7085,89.6704716,,R710.lrps.htm
,LRP004a,4.222,Culvert,Box culvert,23.7093889,89.6688882,,R710.lrps.htm
,LRP004b,4.834,Culvert,Box culvert,23.7124722,89.6640278,,R710.lrps.htm
,LRP005,5.04,Km Post,"Rajbari 05 km,Kushtia 68 km,Pangsha 30 km",23.7135278,89.6626111,,R710.lrps.htm
,LRP006,5.95,Km Post,"Rajbari 4 km,Kushtia 67 km,Pangsha 29 km",23.7196104,89.6576944,,R710.lrps.htm
,LRP006a,6.955,Culvert,Box culvert,23.7285827,89.6574722,,R710.lrps.htm
,LRP007,6.96,Km Post,"Rajbari 3 km,Kushtia 66 km,Pangsha 28 km",23.7285827,89.6574722,,R710.lrps.htm
,LRP008,7.962,Km Post,Km post broken,23.7369163,89.6548611,,R710.lrps.htm
,LRP009,8.92,Km Post,"Rajbari 1 km,Kushtia 64 km,Pangsha 26 km",23.7431941,89.648583,,R710.lrps.htm
,LRP010,9.89,Km Post,"Rajbari 0 km,Kushtia 63 km,Pangsha 25 km",23.7509444,89.6449441,,R710.lrps.htm
,LRP010a,10.06,"Turn off, Left",Right-Rajbari Town,23.7524722,89.6444997,,R710.lrps.htm
,LRP011,10.89,Km Post,"Kushtia 62 km,Pangsha 24 km",23.7491941,89.6379719,,R710.lrps.htm
