,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start of Road From N707 at Daratana Traffic Island , Jessore.",23.1665278,89.2095278,,N706.lrps.htm
,LRPSa,0.014,Culvert,Cross drain,23.1664722,89.2094444,,N706.lrps.htm
,LRP001,1.01,Km Post,"Benapole 37 km,Satkhira 67 km",23.1584167,89.2059722,,N706.lrps.htm
,LRP001a,1.32,Rail Road Crossing,Khulna -Jessore Rail line,23.15575,89.20525,,N706.lrps.htm
,LRP002,2.01,Km Post,"Benapole 36 km,Jikargachha 12 km",23.1497774,89.2030556,,N706.lrps.htm
,LRP002a,2.47,Culvert,Box culvert,23.1466663,89.2003889,,N706.lrps.htm
,LRP002b,2.83,"Side Road, Left",N-7 Towaeds Khulna,23.1448052,89.1979997,,N706.lrps.htm
,LRP002c,2.95,"Side Road, Right","N-7,Towards Jhenaidah",23.1442497,89.1966663,,N706.lrps.htm
,LRP002d,2.974,Culvert,Box culvert,23.1442219,89.1965274,,N706.lrps.htm
,LRP003,3.04,Km Post,Kolkata 118 km,23.1439719,89.1958886,,N706.lrps.htm
,LRP003a,3.552,Culvert,Box Culvert,23.1430552,89.1910552,,N706.lrps.htm
,LRP004,4.03,Km Post,"Benapole 34 km,Satkhira 64 km",23.141583,89.1866663,,N706.lrps.htm
,LRP005,5.03,Km Post,"Benapole 33 km,Navaron 21 km",23.1399441,89.1770827,,N706.lrps.htm
,LRP005a,6,Culvert,Box culvert,23.1350552,89.169416,,N706.lrps.htm
,LRP006,6.003,Km Post,"Benapole 32 km,Jikorgachha 8 km",23.1349163,89.1693327,,N706.lrps.htm
,LRP007,7.03,Km Post,"Benapole 31 km,Kolkata 115 km",23.1302216,89.1610556,,N706.lrps.htm
,LRP007a,7.24,Culvert,Box culvert,23.1289438,89.1553056,,N706.lrps.htm
,LRP008,8.004,Km Post,Benapole30 km,23.1284993,89.1514722,,N706.lrps.htm
,LRP008a,8.169,Culvert,Box culvert,23.1282493,89.1500556,,N706.lrps.htm
,LRP009,9.03,Km Post,"Benapole 29 km,Satkhira 59 km",23.1265549,89.1419719,,N706.lrps.htm
,LRP010,10.03,Km Post,"Benapole 28 km,Navaroh 16 km",23.1229993,89.133166,,N706.lrps.htm
,LRP010a,10.916,Rail Road Crossing,Benapole -Jessore Rail,23.1193327,89.125416,,N706.lrps.htm
,LRP011,11.02,Km Post,"Benapole 27 km,Jikorgachha 3 km",23.1190549,89.1244716,,N706.lrps.htm
,LRP011a,11.303,Culvert,Box culvert,23.1179438,89.1219993,,N706.lrps.htm
