,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from N1 (Dhaka Teknaf) road at Patiya bazar.,22.291833,91.9823327,,R170.lrps.htm
,LRPSa,0.637,Culvert,Box Culvert,22.2892497,91.9783327,,R170.lrps.htm
,LRPSb,0.853,Culvert,Box Culvert,22.287333,91.9782771,,R170.lrps.htm
,LRP001,1,Km Post,Km post missing,22.286083,91.9787771,,R170.lrps.htm
,LRP001a,1.064,Culvert,Box Culvert,22.2855274,91.9787771,,R170.lrps.htm
,LRP001b,1.212,Culvert,Pipe Culvert,22.2842497,91.9787216,,R170.lrps.htm
,LRP001c,1.425,Culvert,Box Culvert,22.2830271,91.9774438,,R170.lrps.htm
,LRP002,2,Km Post,Km post missing,22.2795549,91.9747216,,R170.lrps.htm
,LRP002a,2.093,Culvert,Box Culvert,22.2793604,91.973916,,R170.lrps.htm
,LRP002b,2.331,Culvert,Box Culvert,22.2777493,91.9730827,,R170.lrps.htm
,LRP002c,2.504,Bridge,Bridge start,22.2762771,91.9725827,,R170.lrps.htm
,LRP002d,2.525,Bridge,Bridge end,22.2761104,91.9724993,,R170.lrps.htm
,LRP002e,2.783,Culvert,Box Culvert,22.2738327,91.9725827,,R170.lrps.htm
,LRP002f,2.98,Culvert,Box Culvert,22.272166,91.9728882,,R170.lrps.htm
,LRP003,3,Km Post,Km post missing,22.2719993,91.9730549,,R170.lrps.htm
,LRP003a,3.165,Culvert,Box Culvert,22.2705549,91.9733882,,R170.lrps.htm
,LRP003b,3.342,Culvert,Box Culvert,22.2690271,91.9734993,,R170.lrps.htm
,LRP004,4,Km Post,Km post missing,22.2635278,91.9735271,,R170.lrps.htm
,LRP004a,4.243,Culvert,Box Culvert,22.2622778,91.9719993,,R170.lrps.htm
,LRP004b,4.762,Culvert,Box Culvert,22.2584444,91.9700271,,R170.lrps.htm
,LRP005,5,Km Post,Km post missing,22.2565,91.9689438,,R170.lrps.htm
,LRP005a,5.2,Culvert,Box Culvert,22.255,91.9679993,,R170.lrps.htm
,LRP005b,5.868,Culvert,Box Culvert,22.2496941,91.9654444,,R170.lrps.htm
,LRP006,6,Km Post,Km post missing,22.2486108,91.9646111,,R170.lrps.htm
,LRP006a,6.403,Bridge,Bridge start,22.2468886,91.9619722,,R170.lrps.htm
,LRP006b,6.51,Bridge,Bridge end,22.246333,91.9613056,,R170.lrps.htm
,LRP007,7,Km Post,Km post missing,22.2449163,91.9570556,,R170.lrps.htm
,LRP007a,7.18,Culvert,Box Culvert,22.2439163,91.9557222,,R170.lrps.htm
,LRP007b,7.695,Culvert,Box Culvert,22.2418886,91.9517778,,R170.lrps.htm
,LRP008,8,Km Post,Km post missing,22.2414719,91.9488608,,R170.lrps.htm
,LRP008a,8.162,Culvert,Pipe Culvert,22.2414719,91.9477774,,R170.lrps.htm
,LRP008b,8.405,Culvert,Box Culvert,22.2416108,91.9449441,,R170.lrps.htm
,LRP008c,8.527,Bridge,Bridge start,22.2410552,91.9439441,,R170.lrps.htm
,LRP008d,8.54,Bridge,Bridge end,22.2411108,91.9438886,,R170.lrps.htm
,LRP009,9,Km Post,Km post missing,22.2419441,91.9401663,,R170.lrps.htm
,LRP009a,9.295,Culvert,Box Culvert,22.2414719,91.9374163,,R170.lrps.htm
,LRP010,10,Km Post,Km post missing,22.2401108,91.9312493,,R170.lrps.htm
,LRP010a,10.265,Culvert,Box Culvert,22.2388052,91.9291938,,R170.lrps.htm
,LRP010b,10.46,"Side Road, Right","Z1070, Patiya(Manaswertek)-Anwara road",22.2384719,91.9285827,,R170.lrps.htm
,LRP011,11,Km Post,Km post missing,22.2337219,91.9270271,,R170.lrps.htm
,LRP011a,11.228,Culvert,Box Culvert,22.2332493,91.9250827,,R170.lrps.htm
,LRP011b,11.426,Bridge,Baily Bridge start,22.2330271,91.9231938,,R170.lrps.htm
,LRP011c,11.445,Bridge,Baily Bridge end,22.2329716,91.9230549,,R170.lrps.htm
,LRP011d,11.685,Culvert,Box Culvert,22.2318882,91.9214993,,R170.lrps.htm
,LRP011e,11.912,Culvert,Box Culvert,22.2303049,91.9195549,,R170.lrps.htm
,LRP012,12,Km Post,Km post missing,22.2297493,91.9188882,,R170.lrps.htm
,LRP013,13,Km Post,Km post missing,22.222916,91.9145833,,R170.lrps.htm
,LRP013a,13.795,"Side Road, Left","Z 1040 , Gasbaria Anwara road",22.220666,91.9090556,,R170.lrps.htm
