,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from N2 at Jagannathganj.,24.1479163,91.3466108,,N204.lrps.htm
,LRPSa,0.545,Culvert,Box culvert,24.1483608,91.3513889,,N204.lrps.htm
,LRP001,0.63,Km Post,Hobiganj 31 km,24.1475552,91.3513611,,N204.lrps.htm
,LRP001a,0.806,Bridge,Bridge start,24.1460274,91.3513056,,N204.lrps.htm
,LRP001b,0.848,Bridge,Bridge end,24.1457219,91.3513056,,N204.lrps.htm
,LRP001c,1.036,Culvert,Box culvert,24.1439997,91.3511667,,N204.lrps.htm
,LRP001d,1.508,Culvert,Box culvert,24.1397774,91.3513333,,N204.lrps.htm
,LRP002,1.63,Km Post,Km post missing,24.1386663,91.3514444,,N204.lrps.htm
,LRP002a,1.865,Culvert,Box culvert,24.1369163,91.3516111,,N204.lrps.htm
,LRP003,2.325,Km Post,Hobiganj 30 km,24.1328327,91.352,,N204.lrps.htm
,LRP003a,2.365,Culvert,Box culvert,24.1324993,91.3520556,,N204.lrps.htm
,LRP004,3.325,Km Post,Km post missing,24.1310549,91.3608056,,N204.lrps.htm
,LRP004a,3.897,Rail Road Crossing,Rail road crossing,24.1305271,91.3663611,,N204.lrps.htm
,LRP005,4.325,Km Post,Km post missing,24.1293327,91.3712771,,N204.lrps.htm
,LRP006,5.325,Km Post,Km post missing,24.129416,91.3809993,,N204.lrps.htm
,LRP007,6.325,Km Post,Km post missing,24.1296938,91.3894163,,N204.lrps.htm
,LRP008,7.18,Km Post,Hobiganj 27 km,24.1272493,91.3971386,,N204.lrps.htm
,LRP009,8.18,Km Post,Km post missing,24.1252216,91.4061944,,N204.lrps.htm
,LRP009a,8.491,Culvert,Box culvert,24.125166,91.4091944,,N204.lrps.htm
,LRP009b,8.859,Bridge,Bridge start,24.1241104,91.4125278,,N204.lrps.htm
,LRP009c,8.875,Bridge,Bridge end,24.1241104,91.4126944,,N204.lrps.htm
,LRP010,9.18,Km Post,Km post missing,24.1235271,91.4156111,,N204.lrps.htm
,LRP011,10.18,Km Post,Km post missing,24.1265271,91.4244716,,N204.lrps.htm
,LRP011a,10.853,Culvert,Box culvert,24.1285549,91.4302771,,N204.lrps.htm
,LRP012,11.18,Km Post,Km post missing,24.1283604,91.4334997,,N204.lrps.htm
,LRP012a,11.348,Culvert,Box culvert,24.1281382,91.435083,,N204.lrps.htm
,LRP012b,11.737,Culvert,Box culvert,24.1271382,91.4384719,,N204.lrps.htm
,LRP013,12.18,Km Post,Km post missing,24.1269716,91.4427774,,N204.lrps.htm
,LRP013a,12.195,Culvert,Box culvert,24.1269438,91.4428886,,N204.lrps.htm
,LRP013b,12.64,Culvert,Box Culvert,24.1275549,91.4466941,,N204.lrps.htm
,LRP014,13.18,Km Post,Km post missing,24.1272493,91.4514444,,N204.lrps.htm
,LRP014a,13.252,Culvert,Box culvert,24.1274438,91.4520556,,N204.lrps.htm
,LRP014b,13.39,Culvert,Box Culvert,24.1274716,91.4523333,,N204.lrps.htm
,LRP015,13.53,Km Post,Information missing,24.1281104,91.4545556,,N204.lrps.htm
,LRP016,14.53,Km Post,Km post missing,24.1281938,91.4633889,,N204.lrps.htm
,LRP016a,14.602,Culvert,Box culvert,24.1279438,91.4640278,,N204.lrps.htm
,LRP016b,14.808,Culvert,Pipe Culvert,24.1281104,91.4664167,,N204.lrps.htm
,LRP016c,15.166,Culvert,Box Culvert,24.1295549,91.4682493,,N204.lrps.htm
,LRP016d,15.47,Culvert,Box Culvert,24.131916,91.4701382,,N204.lrps.htm
,LRP017,15.53,Km Post,Km post missing,24.1322216,91.4705827,,N204.lrps.htm
,LRP017a,15.728,Culvert,Box culvert,24.1326938,91.4723882,,N204.lrps.htm
,LRP017b,16.291,Bridge,Bridge start,24.0013333,91.4771938,,N204.lrps.htm
,LRP017c,16.333,Bridge,Bridge end,24.1349441,91.4773882,,N204.lrps.htm
,LRP017d,16.553,Culvert,Pipe Culvert,24.1371663,91.4791382,,N204.lrps.htm
,LRP018,16.72,Km Post,Information missing,24.137833,91.4795549,,N204.lrps.htm
,LRP018a,16.866,Culvert,Box culvert,24.1387774,91.4803604,,N204.lrps.htm
,LRP018b,17.313,Bridge,Bridge start,24.1420274,91.4829438,,N204.lrps.htm
,LRP018c,17.322,Bridge,Bridge end,24.142083,91.4829716,,N204.lrps.htm
,LRP018d,17.573,Bridge,Bridge start,24.1441941,91.4833886,,N204.lrps.htm
,LRP018e,17.626,Bridge,Bridge end,24.1446108,91.4833886,,N204.lrps.htm
,LRP019,17.72,Km Post,Km post missing,24.1453608,91.4838886,,N204.lrps.htm
,LRP020,18.34,Km Post,Hobiganj 21 km,24.0004167,91.4861108,,N204.lrps.htm
,LRP021,19.34,Km Post,Km post missing,24.1588889,91.488583,,N204.lrps.htm
,LRP021a,19.845,Culvert,Box culvert,24.162,91.4921663,,N204.lrps.htm
,LRP022,20.01,Km Post,Hobiganj 20 km,24.1629722,91.4932219,,N204.lrps.htm
,LRP022a,20.812,Culvert,Box Culvert,24.1629722,91.4973886,,N204.lrps.htm
,LRP023,21.01,Km Post,Km post missing,24.1703882,91.4986941,,N204.lrps.htm
,LRP023a,21.253,Culvert,Box culvert,24.1721382,91.5000833,,N204.lrps.htm
,LRP023b,21.281,Culvert,Box culvert,24.1722493,91.5003056,,N204.lrps.htm
,LRP023c,21.475,Bridge,Bridge start,24.1730827,91.5019444,,N204.lrps.htm
,LRP023d,21.512,Bridge,Bridge end,24.1732493,91.5022222,,N204.lrps.htm
,LRP024,22.01,Km Post,Km post missing,24.1727771,91.5067222,,N204.lrps.htm
,LRP025,23.01,Km Post,Km post missing,24.1784716,91.5126389,,N204.lrps.htm
,LRP025a,23.07,Culvert,Box culvert,24.1789438,91.5126667,,N204.lrps.htm
,LRP025b,23.412,Culvert,Pipe Culvert,24.1814438,91.5127778,,N204.lrps.htm
,LRP025c,23.906,Culvert,Pipe Culvert,24.1859997,91.5135,,N204.lrps.htm
