,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of road from N1,22.8941386,91.5344719,,N123.lrps.htm
,LRPSa,0.666,Culvert,Box Culvert,22.888833,91.5320827,,N123.lrps.htm
,LRP001,1,Km Post,Km post missing,22.8846663,91.532166,,N123.lrps.htm
,LRP002,1.52,Km Post,Infor.missing,22.8806938,91.5319438,,N123.lrps.htm
,LRP002a,1.59,Culvert,Box Culvert,22.8812493,91.5318604,,N123.lrps.htm
,LRP003,2.52,Km Post,Km post missing,22.8762493,91.5236382,,N123.lrps.htm
,LRP003a,2.56,Culvert,Box Culvert,22.8765271,91.523916,,N123.lrps.htm
,LRP004,3.33,Km Post,Infor.missing,22.8712493,91.5255827,,N123.lrps.htm
,LRP004a,4.27,Culvert,Box Culvert,22.8627778,91.5294438,,N123.lrps.htm
,LRP005,4.33,Km Post,Km post missing,22.8613889,91.5296938,,N123.lrps.htm
,LRP005a,4.65,"Side Road, Left",Z 1084 (Muhuriganj-Chittagong Beribandh Road),22.8595,91.5298604,,N123.lrps.htm
,LRP005b,5.497,Culvert,Box Culvert,22.8531111,91.5339441,,N123.lrps.htm
,LRP006,5.649,Km Post,Infor.missing,22.8522778,91.5347497,,N123.lrps.htm
,LRP006a,6.48,Culvert,Box Culvert,22.8467219,91.5397774,,N123.lrps.htm
,LRP007,6.75,Km Post,Infor.missing,22.845083,91.5418608,,N123.lrps.htm
,LRP007a,6.81,Culvert,Box Culvert,22.8447774,91.542083,,N123.lrps.htm
,LRP007b,7.43,Culvert,Box Culvert,22.8402774,91.5455552,,N123.lrps.htm
,LRP008,7.75,Km Post,Km post missing,22.8387219,91.5472219,,N123.lrps.htm
,LRPE,8.06,Others,"End of road Intersecting N1, Near filling station",22.8357497,91.5488886,,N123.lrps.htm
,,,,,,,,N123.lrps.htm
,,,,,,,,N123.lrps.htm
