,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of road from Kashinathpur more.Left -Nazirganj.,23.9578056,89.6068889,,N6.lrps.htm
,LRPSa,0.17,Bridge,P.C .Girder Bridge start,23.9585833,89.6056111,,N6.lrps.htm
,LRPSb,0.24,Bridge,P.C.Girder Bridge end,23.9588889,89.6049722,,N6.lrps.htm
,LRP001,0.993,Km Post,Pabna 44 km,23.9604167,89.5981663,,N6.lrps.htm
,LRP002,2.01,Km Post,Rajshahi 150 km,23.9611389,89.5883886,,N6.lrps.htm
,LRP003,2.999,Km Post,Natore 100 km,23.9621111,89.5786104,,N6.lrps.htm
,LRP004,3.996,Km Post,Rajshahi 148 km,23.9642778,89.5691104,,N6.lrps.htm
,LRP005,4.994,Km Post,Pabna 40 km,23.9661389,89.5588889,,N6.lrps.htm
,LRP006,5.99,Km Post,Natore 97 km,23.9664444,89.549583,,N6.lrps.htm
,LRP006a,6.79,"Side Road, Right",Z6028,23.9642778,89.5433608,,N6.lrps.htm
,LRP007,6.985,Km Post,Pabna 38 km,23.9629722,89.5407219,,N6.lrps.htm
,LRP008,7.982,Km Post,Natore 95 km,23.9581111,89.5323327,,N6.lrps.htm
,LRP009,8.982,Km Post,Km post missing,23.9546389,89.5234993,,N6.lrps.htm
,LRP009a,9.74,Culvert,Box culvert,23.9578889,89.5170827,,N6.lrps.htm
,LRP010,9.977,Km Post,Iswardi 53 km,23.959,89.5153056,,N6.lrps.htm
,LRP011,10.975,Km Post,Pabna 34 km,23.9606944,89.5059167,,N6.lrps.htm
,LRP012,11.97,Km Post,Ishwardi 51 km,23.9615278,89.4962497,,N6.lrps.htm
,LRP012a,12.06,"Side Road, Right",Z6017,23.9616944,89.4958886,,N6.lrps.htm
,LRP012b,12.16,"Side Road, Left",Z 6024,23.9620833,89.4944997,,N6.lrps.htm
,LRP013,12.967,Km Post,Pabna 32 km,23.9687493,89.4911941,,N6.lrps.htm
,LRP013a,13.468,Culvert,Box Culvert,23.9730549,89.4894441,,N6.lrps.htm
,LRP014,13.963,Km Post,Rajshahi 138 km,23.977166,89.4878052,,N6.lrps.htm
,LRP014a,14.049,Culvert,Box Culvert,23.9780549,89.4874997,,N6.lrps.htm
,LRP015,14.961,Km Post,Pabna 30 km,23.9853608,89.4837497,,N6.lrps.htm
,LRP016,15.956,Km Post,Rajshahi 136 km,23.992833,89.4783327,,N6.lrps.htm
,LRP017,16.949,Km Post,Natore 86 km,23.9996386,89.4731938,,N6.lrps.htm
,LRP018,17.947,Km Post,Pabna 27 km,24.0084722,89.4723049,,N6.lrps.htm
,LRP019,18.944,Km Post,Natore 84 km,24.016916,89.4690271,,N6.lrps.htm
,LRP019a,19.334,Culvert,Box culvert,24.0192216,89.466,,N6.lrps.htm
,LRP019b,19.824,Culvert,Box Culvert,24.0218604,89.4623056,,N6.lrps.htm
,LRP020,19.942,Km Post,Pabna 25 km,24.022416,89.4613333,,N6.lrps.htm
,LRP021,20.982,Km Post,Natore 82 km,24.0280549,89.4531389,,N6.lrps.htm
,LRP021a,21.178,Bridge,Start of Bridge,24.0292771,89.4521944,,N6.lrps.htm
,LRP021b,21.202,Bridge,End of Bridge,24.0294438,89.452,,N6.lrps.htm
,LRP022,21.982,Km Post,Km post missing,24.0334441,89.4454163,,N6.lrps.htm
,LRP022a,22.609,"Turn off, Right",Z 6026 (Madhupur-Sathia-Bera road),24.0337497,89.4414997,,N6.lrps.htm
,LRP023,22.978,Km Post,Pabna 22 km,24.0338886,89.4359719,,N6.lrps.htm
,LRP023a,23.278,Culvert,Box Culvert,24.0330549,89.4330549,,N6.lrps.htm
,LRP024,23.976,Km Post,Natore 79 km,24.0333049,89.426166,,N6.lrps.htm
,LRP024a,24.193,Culvert,Box culvert,24.0333608,89.424166,,N6.lrps.htm
,LRP025,24.976,Km Post,Km post missing,24.0331938,89.4164444,,N6.lrps.htm
,LRP025a,25.524,"Side Road, Left",Z 6030 (To Sujanagar),24.0317216,89.4113611,,N6.lrps.htm
,LRP026,25.972,Km Post,Pabna 19 km,24.0328604,89.4071667,,N6.lrps.htm
,LRP027,26.971,Km Post,Ishwardi 36 km,24.033333,89.397083,,N6.lrps.htm
,LRP027a,27.421,Culvert,Box Culvert,24.0336108,89.3927774,,N6.lrps.htm
,LRP028,27.971,Km Post,Km post missing,24.0346108,89.3869997,,N6.lrps.htm
,LRP029,28.967,Km Post,Chapainawabganj 172 km,24.035333,89.377916,,N6.lrps.htm
,LRP029a,29.402,Culvert,Box culvert,24.0359997,89.373666,,N6.lrps.htm
,LRP030,29.962,Km Post,Pabna 15 km,24.0364163,89.3681938,,N6.lrps.htm
,LRP030a,30.957,Culvert,Box culvert,24.036833,89.3584167,,N6.lrps.htm
,LRP031,30.96,Km Post,Rajshahi 121 km,24.036833,89.3583889,,N6.lrps.htm
,LRP032,31.96,Km Post,Km post missing,24.0364719,89.3476941,,N6.lrps.htm
,LRP032a,31.97,Culvert,Box culvert,24.0364997,89.3477497,,N6.lrps.htm
