,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Road start from R151 (Baraiyerhat, Haidchokia Road Heako Bazar, Vugpur.",22.8924997,91.6744993,,R152.lrps.htm
,LRPsa,0.13,Bridge,Bridge Start,22.8929441,91.6756382,,R152.lrps.htm
,LRPSb,0.144,Bridge,Bridge End,22.8929997,91.6757216,,R152.lrps.htm
,LRP001,0.55,Km Post,Ramgarh 17 km,22.8958052,91.6773882,,R152.lrps.htm
,LRP002,1.55,Km Post,Km post missing,22.9046389,91.6770827,,R152.lrps.htm
,LRP003,2.55,Km Post,Km post missing,22.9134722,91.6784438,,R152.lrps.htm
,LRP003a,3.165,Culvert,Box Culvert,22.9185827,91.6766938,,R152.lrps.htm
,LRP004,3.55,Km Post,Km post missing,22.9218604,91.6756104,,R152.lrps.htm
,LRP005,4.55,Km Post,Km post missing,22.9300549,91.6720827,,R152.lrps.htm
,LRP006,5.55,Km Post,Km post missing,22.9387774,91.6717771,,R152.lrps.htm
,LRP006a,5.915,Culvert,Box culvert,22.9418608,91.6720549,,R152.lrps.htm
,LRP007,6.55,Km Post,Km post missing,22.9457219,91.6743049,,R152.lrps.htm
,LRP007a,7.177,Culvert,Box Culvert,22.9462774,91.679916,,R152.lrps.htm
,LRP007b,7.203,Bridge,Bridge end,22.9464163,91.6800271,,R152.lrps.htm
,LRP008,7.55,Km Post,Km post missing,22.948083,91.6821382,,R152.lrps.htm
,LRP008a,7.692,Bridge,Bridge Start,22.9492497,91.6823882,,R152.lrps.htm
,LRP008b,7.707,Bridge,Bridge End,22.949333,91.6823604,,R152.lrps.htm
,LRP008c,8.375,Bridge,Bridge start,22.9546111,91.6834441,,R152.lrps.htm
,LRP008d,8.389,Bridge,Bridge end,22.9546389,91.6834719,,R152.lrps.htm
,LRP009,8.55,Km Post,Km post missing,22.9559722,91.6843608,,R152.lrps.htm
,LRP010,9.55,Km Post,Km post missing,22.9618056,91.6901108,,R152.lrps.htm
,LRP010a,9.92,Bridge,Bridge Start,22.9645833,91.6918886,,R152.lrps.htm
,LRP010b,9.945,Bridge,Bridge End,22.9646667,91.692083,,R152.lrps.htm
,LRP010c,10.327,Bridge,Bridge Start,22.9645278,91.6956386,,R152.lrps.htm
,LRP010d,10.343,Bridge,Bridge End,22.9645833,91.6957774,,R152.lrps.htm
,LRP011,10.53,Km Post,Info missing,22.9649722,91.697583,,R152.lrps.htm
,LRP011a,11.34,Culvert,Box Culvert,22.96575,91.7028056,,R152.lrps.htm
,LRP012,11.53,Km Post,Km post missing,22.9670549,91.7043333,,R152.lrps.htm
,LRP012a,12.32,Culvert,Box Culvert,22.9724716,91.7070556,,R152.lrps.htm
,LRP013,12.53,Km Post,Km post missing,22.9743882,91.7076111,,R152.lrps.htm
,LRP013a,12.59,Bridge,Bridge Start,22.974916,91.7076667,,R152.lrps.htm
,LRP013b,12.606,Bridge,Bridge End,22.9750549,91.7076944,,R152.lrps.htm
,LRP014,13.53,Km Post,Km post missing,22.9809716,91.7084722,,R152.lrps.htm
,LRP014a,13.546,Bridge,Bridge Start,22.9809993,91.7086389,,R152.lrps.htm
,LRP014b,13.581,Bridge,Bridge End,22.9811104,91.7089167,,R152.lrps.htm
,LRP014c,14.243,Culvert,Box Culvert,22.9827771,91.7149167,,R152.lrps.htm
,LRP015,14.604,Km Post,Ramgarh 3 km,22.9821382,91.7177771,,R152.lrps.htm
,LRP015a,14.73,Bridge,Bridge Start/Start of Khagrachari Division,22.9823049,91.7194438,,R152.lrps.htm
,LRP015a,14.73,Bridge,Bridge Start/Start of Khagrachari Division,22.9823049,91.7194438,,R152.lrps.htm
,LRP015b,14.769,Bridge,Bridge End,22.9826104,91.719666,,R152.lrps.htm
,LRP015c,15.124,Culvert,Box Culvert,22.9857219,91.7214716,,R152.lrps.htm
,LRP015d,15.482,Culvert,Slab Culvert,22.987833,91.7228049,,R152.lrps.htm
