,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start at Kashinathpur Round About and Intersection at N6,N5 and N504,Bera,Pabna.",23.9580556,89.6071944,,N504.lrps.htm
,LRP001,0.675,Km Post,Nagarbari 4 km,23.9546389,89.6127778,,N504.lrps.htm
,LRP001a,1.092,Culvert,2 Vent Box culvert,23.9530556,89.6165556,,N504.lrps.htm
,LRP002,1.665,Km Post,Dhaka 107 km,23.9528333,89.6219716,,N504.lrps.htm
,LRP002a,1.77,Culvert,Box culvert,23.9530556,89.6230549,,N504.lrps.htm
,LRP003,2.665,Km Post,Nagarbari 2 km,23.9533056,89.6486941,,N504.lrps.htm
,LRP003a,2.87,Culvert,Box culvert,23.9530556,89.6336386,,N504.lrps.htm
,LRP003b,3.307,Bridge,Start of bridge,23.9521389,89.6378052,,N504.lrps.htm
,LRP003c,3.355,Bridge,End of bridge,23.9521389,89.6382219,,N504.lrps.htm
,LRP004,3.667,Km Post,Nagarbari 1 km,23.9526944,89.641083,,N504.lrps.htm
,LRP005,4.667,Km Post,Km post missing,23.947333,89.6507778,,N504.lrps.htm
,LRP005a,5.587,Others,Road was Broken by River Wave,23.9427497,89.6521389,,N504.lrps.htm
,LRPE,6.653,Others,Survey not done,0,0,,N504.lrps.htm
,,,,,,,,N504.lrps.htm
,,,,,,,,N504.lrps.htm
