,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start of road N1 at Alaker Chor, Comilla.",23.4772771,91.1361108,,N120.lrps.htm
,LRPSa,0.281,Culvert,Box Culvert,23.4758049,91.1381663,,N120.lrps.htm
,LRP001,1,Km Post,Km post missing,23.4724716,91.1434441,,N120.lrps.htm
,LRP001a,1.84,Culvert,Box Culvert,23.4691104,91.1503333,,N120.lrps.htm
,LRP002,2,Km Post,Km post missing,23.4687216,91.1520556,,N120.lrps.htm
,LRP003,3,Km Post,Km post missing,23.4672493,91.1615,,N120.lrps.htm
,LRP003a,3.11,Bridge,Railway over pass start (Under construction),23.4671104,91.1625278,,N120.lrps.htm
,LRP003b,3.47,Rail Road Crossing,Rail road crossing,23.4666389,91.1658611,,N120.lrps.htm
,LRP003c,3.712,Bridge,Railway over pass end (Under construction),23.4664167,91.1682771,,N120.lrps.htm
,LRP004,4,Km Post,Km post missing,23.4661944,91.1708604,,N120.lrps.htm
,LRP004a,4.42,Culvert,Box Culvert,23.466916,91.1747493,,N120.lrps.htm
,LRP004b,4.67,Culvert,Pipe Culvert,23.4682493,91.1767216,,N120.lrps.htm
,LRP005,5,Km Post,Km post missing,23.4691104,91.1796938,,N120.lrps.htm
,LRP005a,5.07,Culvert,Box Culvert,23.4691382,91.180416,,N120.lrps.htm
,LRP005b,5.39,Culvert,Box Culvert,23.467166,91.1823049,,N120.lrps.htm
,LRP006,6,Km Post,Km post missing,23.4641667,91.1867774,,N120.lrps.htm
,LRP006a,6.68,Culvert,Box Culvert,23.4626389,91.1929441,,N120.lrps.htm
,LRP007,7,Km Post,Km post missing,23.4624444,91.195833,,N120.lrps.htm
,LRP007a,7.26,Culvert,Box Culvert,23.4613889,91.1982774,,N120.lrps.htm
,LRP007b,7.82,Culvert,Box Culvert,23.45925,91.2031111,,N120.lrps.htm
,LRP008,8,Km Post,Km post missing,23.4583611,91.20475,,N120.lrps.htm
,LRP008a,8.2,Culvert,Pipe Culvert,23.4575,91.2063889,,N120.lrps.htm
,LRP008b,8.76,Culvert,Box Culvert,23.4554722,91.2113889,,N120.lrps.htm
,LRP009,9,Km Post,Km post missing,23.4541667,91.2129167,,N120.lrps.htm
,LRP009a,9.34,"Side Road, Right",Z1052 to Tomson Bridge,23.4510278,91.2127778,,N120.lrps.htm
,LRP010,10,Km Post,Km post missing,23.445083,91.2126111,,N120.lrps.htm
,LRP011,11,Km Post,Km post missing,23.4363608,91.2125833,,N120.lrps.htm
,LRP011a,11.63,Culvert,Box Culvert,23.4312771,91.2155556,,N120.lrps.htm
,LRP012,12,Km Post,Km post missing,23.428166,91.2165833,,N120.lrps.htm
,LRP012a,12.26,Culvert,Box Culvert,23.425916,91.2174993,,N120.lrps.htm
,LRP013,13,Km Post,Km post missing,23.4198882,91.2198604,,N120.lrps.htm
,LRP013a,13.4,Culvert,Box Culvert,23.4164167,91.2213604,,N120.lrps.htm
,LRP013b,13.99,Culvert,Box Culvert,23.4113611,91.222666,,N120.lrps.htm
,LRP014,14,Km Post,Km post missing,23.41125,91.2226938,,N120.lrps.htm
,LRP015,15,Km Post,Km post missing,23.4033611,91.2273604,,N120.lrps.htm
,LRP015a,15.29,Culvert,Box Culvert,23.4013611,91.2289993,,N120.lrps.htm
,LRP016,16,Km Post,Km post missing,23.398083,91.2311938,,N120.lrps.htm
,LRP017,17,Km Post,Km post missing,23.3874997,91.2353886,,N120.lrps.htm
,LRP017a,17.09,Culvert,Box Culvert,23.3867219,91.2358052,,N120.lrps.htm
,LRP017b,17.79,Cross Road,N1,23.3808049,91.2382219,,N120.lrps.htm
,LRP018,18,Km Post,Km post missing,23.3789438,91.2386941,,N120.lrps.htm
,LRP018a,18.32,Culvert,Box Culvert,23.3765271,91.240083,,N120.lrps.htm
,LRP019,19,Km Post,Km post missing,23.371666,91.2437774,,N120.lrps.htm
,LRP019a,19.46,Culvert,Masonry Culvert,23.3680827,91.2458052,,N120.lrps.htm
,LRP020,20,Km Post,Km post missing,23.364,91.2487219,,N120.lrps.htm
,LRP020a,20.136,"Turn off, Right",Turn of right,23.36375,91.25,,N120.lrps.htm
,LRP020b,20.87,Culvert,Box Culvert,23.3584167,91.2530278,,N120.lrps.htm
,LRPE,20.94,Others,End of road at Lalbag mor and meet with N1,23.3581667,91.2534722,,N120.lrps.htm
,,,,,,,,N120.lrps.htm
,,,,,,,,N120.lrps.htm
