,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road Start from old intersection of N 1 & N 8 at Jatrabari.,23.7103056,90.4342497,,R110.lrps.htm
,LRPSa,0.472,Others,Start of Flyover ramp,23.7110556,90.4387497,,R110.lrps.htm
,LRP001,1,Km Post,Km post missing,23.7105278,90.4434441,,R110.lrps.htm
,LRP001a,1.915,"Side Road, Right","Z1101, Matuail Mirdabari Shampur Dhaka Narayanganj Road",23.7132222,90.4527222,,R110.lrps.htm
,LRP001b,1.983,Bridge,Bridge start,23.7134444,90.4534722,,R110.lrps.htm
,LRP001c,1.995,Bridge,Bridge end,23.7135278,90.4535278,,R110.lrps.htm
,LRP002,2,Km Post,Km post missing,23.7135,90.4535556,,R110.lrps.htm
,LRP002a,2.624,Culvert,Slab Culvert,23.7152778,90.4591111,,R110.lrps.htm
,LRP003,3,Km Post,Km post missing,23.71625,90.4626667,,R110.lrps.htm
,LRP004,3.47,Km Post,Info missing,23.7167493,90.466916,,R110.lrps.htm
,LRP004a,3.51,Bridge,Bridge start,23.7168049,90.4673604,,R110.lrps.htm
,LRP004b,3.525,Bridge,Bridge end,23.7167771,90.4674716,,R110.lrps.htm
,LRP004c,4.342,Culvert,Slab Culvert,23.7176938,90.4754993,,R110.lrps.htm
,LRP005,4.48,Km Post,Info missing,23.7177771,90.4767493,,R110.lrps.htm
,LRP005a,4.765,Bridge,Bridge start,23.7179993,90.4796104,,R110.lrps.htm
,LRP005b,4.779,Bridge,Bridge end,23.7180271,90.4797493,,R110.lrps.htm
,LRP005c,4.94,Culvert,Slab Culvert,23.7183882,90.4826104,,R110.lrps.htm
,LRP005d,5.277,Culvert,Slab Culvert,23.718666,90.4846108,,R110.lrps.htm
,LRP006,5.48,Km Post,Chittagong 255 km,23.718916,90.4864719,,R110.lrps.htm
,LRP006a,6.175,"Side Road, Left","Z1102, Matual-New Town- Konapara- Manikandi- Shakerjaiga Road.",23.7198049,90.4903886,,R110.lrps.htm
,LRP006b,6.3,"Side Road, Left","R201 ,Tarabo- Demraghat Road",23.7203327,90.4929997,,R110.lrps.htm
,LRP007,6.48,Km Post,Km post missing,23.7196938,90.4936108,,R110.lrps.htm
,LRP008,7.48,Km Post,Km post missing,23.732916,90.4936941,,R110.lrps.htm
,LRP008a,7.86,Culvert,Slab Culvert,23.7121944,90.4991386,,R110.lrps.htm
,LRP009,8.48,Km Post,Km post missing,23.7075833,90.5023333,,R110.lrps.htm
,LRP010,9.48,Km Post,Km post missing,23.6981941,90.5091111,,R110.lrps.htm
,LRP010a,9.524,Cross Road,Intersection with N1 Dhaka Ctg Road,23.6978608,90.5093611,,R110.lrps.htm
,LRP010a,9.524,Cross Road,Intersection with N1 Dhaka Ctg Road,23.6978608,90.5093611,,R110.lrps.htm
,LRP011,10.48,Km Post,Km post missing,23.6894997,90.514,,R110.lrps.htm
,LRP012,11.48,Km Post,Km post missing,23.6805271,90.5165,,R110.lrps.htm
,LRP012a,12.355,Bridge,Bridge start,23.6729438,90.5182771,,R110.lrps.htm
,LRP012b,12.375,Bridge,Bridge end,23.672666,90.5181382,,R110.lrps.htm
,LRP013,12.48,Km Post,Km post missing,23.6717771,90.5178327,,R110.lrps.htm
,LRP014,13.48,Km Post,Km post missing,23.6633889,90.5138889,,R110.lrps.htm
,LRP015,14.48,Km Post,Km post missing,23.6545556,90.5115,,R110.lrps.htm
,LRP016,15.48,Km Post,Km post missing,23.6458608,90.5137778,,R110.lrps.htm
,LRP017,16.48,Km Post,Km post missing,23.6373608,90.5106389,,R110.lrps.htm
,LRP017a,16.58,Rail Road Crossing,Rail Road Crossing,23.6364441,90.5114722,,R110.lrps.htm
,LRP018,17.48,Km Post,Km post missing,23.6320271,90.5125,,R110.lrps.htm
,LRP018a,18.35,Culvert,Box Culvert,23.6256382,90.5062222,,R110.lrps.htm
,LRP019,18.48,Km Post,Km post missing,23.6255827,90.5064167,,R110.lrps.htm
,LRPE,18.926,Others,Road end at Round about at Chasara intersecting R111 and R810.,23.6238327,90.5000556,,R110.lrps.htm
,,,,,,,,R110.lrps.htm
,,,,,,,,R110.lrps.htm
