,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of Road from N1and R105at Madanpur Intersection,23.6904441,90.5466108,,R113.lrps.htm
,LRP001,1.032,Km Post,Sayedpur 12 km,23.6822493,90.5421108,,R113.lrps.htm
,LRP002,2.12,Km Post,Sayedpur 11 km,23.6742493,90.5376108,,R113.lrps.htm
,LRP002a,2.226,Culvert,Box culvert,23.6734438,90.5371663,,R113.lrps.htm
,LRP003,3.12,Km Post,Km post missing,23.6655278,90.532916,,R113.lrps.htm
,LRP004,4.12,Km Post,Km post missing,23.6576111,90.5313049,,R113.lrps.htm
,LRP004a,4.576,Bridge,Bridge start,23.65375,90.5305549,,R113.lrps.htm
,LRP004b,4.59,Bridge,Bridge end,23.6536389,90.5305271,,R113.lrps.htm
,LRP005,5.239,Km Post,Sayedpur 8 km,23.6481663,90.529416,,R113.lrps.htm
,LRP006,6.251,Km Post,Sayedpur 7 km,23.6393052,90.5273604,,R113.lrps.htm
,LRP006a,6.875,"Side Road, Right",Nabiganj bazar,23.6366941,90.5266382,,R113.lrps.htm
,LRP006b,6.883,Bridge,Bridge end,23.6337774,90.5258882,,R113.lrps.htm
,LRP006c,6.953,Cross Road,Right to Madanganj Left to Sonargaon College,23.633166,90.5257493,,R113.lrps.htm
,LRP007,7.367,Km Post,Information missing,23.6303049,90.5250827,,R113.lrps.htm
,LRP007a,8.171,Culvert,Box culvert,23.6226104,90.5229438,,R113.lrps.htm
,LRP008,8.267,Km Post,Km post missing,23.6215827,90.522666,,R113.lrps.htm
,LRP009,9.267,Km Post,Km post missing,23.6129444,90.5203882,,R113.lrps.htm
,LRP009a,9.629,Bridge,Bridge start,23.6098056,90.5195827,,R113.lrps.htm
,LRP009b,9.65,Bridge,Bridge end,23.6096389,90.5195271,,R113.lrps.htm
,LRP010,10.267,Km Post,Km post missing,23.6043333,90.5187216,,R113.lrps.htm
,LRP010a,10.627,Culvert,Box culvert,23.6011667,90.519416,,R113.lrps.htm
,LRP010b,11.267,Cross Road,Right to Fenaziganda Left to Kalagachhi,23.5967219,90.5164444,,R113.lrps.htm
,LRP011,11.358,Km Post,Sayedpur 2 km,23.5964163,90.51575,,R113.lrps.htm
,LRP011a,11.623,Cross Road,Right to Mahmudnagar Left to Madanganj,23.5952219,90.5135,,R113.lrps.htm
,LRPE,12.119,Others,End of Road at the Bank of Shitolokkha River.,23.5923886,90.51025,,R113.lrps.htm
,,,,,,,,R113.lrps.htm
,,,,,,,,R113.lrps.htm
