,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start from N 5 Betgari more Shajahanpur, Bogra.",24.8057778,89.3836941,,N515.lrps.htm
,LRP001,0.95,Km Post,Rangpur 111 km,24.8058333,89.3930274,,N515.lrps.htm
,LRP001a,1.45,Cross Road,Z 5040,24.8063056,89.3881663,,N515.lrps.htm
,LRP002,1.91,Km Post,Rangpur 110 km,24.8061944,89.4023889,,N515.lrps.htm
,LRP002a,2.227,Bridge,Star of Bridge,24.8065833,89.4057778,,N515.lrps.htm
,LRP002b,2.29,Bridge,Bridge end,24.8066944,89.4063889,,N515.lrps.htm
,LRP002c,2.339,Others,Start over pass,24.80675,89.4066944,,N515.lrps.htm
,LRP002d,2.345,Others,End Over pass,24.8067778,89.40675,,N515.lrps.htm
,LRP003,2.88,Km Post,Rangpur 109 km,24.8101944,89.4070556,,N515.lrps.htm
,LRP004,3.83,Km Post,Rangpur 108 km,24.8175827,89.4038611,,N515.lrps.htm
,LRP004a,4.24,Culvert,Box culvert,24.8210271,89.4042222,,N515.lrps.htm
,LRP005,4.855,Km Post,Rangpur 107 km,24.8264716,89.4054722,,N515.lrps.htm
,LRP005a,5.056,Culvert,Box Culvert,24.8285827,89.4041389,,N515.lrps.htm
,LRP005b,5.195,Culvert,Box Culvert,24.8298049,89.404,,N515.lrps.htm
,LRP006,5.88,Km Post,Rangpur 106 km,24.8351941,89.4036111,,N515.lrps.htm
,LRP006a,6.23,Culvert,Box Culvert,24.8374719,89.4034444,,N515.lrps.htm
,LRP006b,6.5,Culvert,Box Culvert,24.8407497,89.4124444,,N515.lrps.htm
,LRP006c,6.71,Culvert,Box Culvert,24.8424719,89.40275,,N515.lrps.htm
,LRP007,6.88,Km Post,Rangpur 105 km,24.8441108,89.4018611,,N515.lrps.htm
,LRP007a,7.17,Culvert,Box Culvert,24.8461941,89.4006667,,N515.lrps.htm
,LRP007b,7.45,Culvert,Box Culvert,24.8486108,89.4004167,,N515.lrps.htm
,LRP007c,7.84,Culvert,Box Culvert,24.8525278,89.4004722,,N515.lrps.htm
,LRP008,7.89,Km Post,Rangpur 104 km,24.8526667,89.4005278,,N515.lrps.htm
,LRP008a,8.04,Culvert,Box Culvert,24.8539722,89.4005556,,N515.lrps.htm
,LRP008b,8.36,Culvert,Box Culvert,24.8571389,89.4006111,,N515.lrps.htm
,LRP008c,8.705,Cross Road,Z 5032,24.8596944,89.4005556,,N515.lrps.htm
,LRP008d,8.875,Rail Road Crossing,Rali Road Crossing,24.861,89.3998052,,N515.lrps.htm
,LRP009,8.93,Km Post,Rangpur 103 km,24.8614722,89.3994997,,N515.lrps.htm
,LRP009a,9.47,Culvert,Box Culvert,24.8662222,89.3991663,,N515.lrps.htm
,LRP009b,9.72,Culvert,Box Culvert,24.8677216,89.3993052,,N515.lrps.htm
,LRP010,9.94,Km Post,Rangpur 102 km,24.8702216,89.398583,,N515.lrps.htm
,LRP010a,10.605,Culvert,Box culvert,24.8759716,89.3982497,,N515.lrps.htm
,LRP011,10.93,Km Post,Rangpur 101 km,24.8787771,89.3979997,,N515.lrps.htm
,LRP011a,11.045,Culvert,Box culvert,24.879666,89.3979441,,N515.lrps.htm
,LRP011b,11.145,Culvert,Box culvert,24.8805549,89.3981108,,N515.lrps.htm
,LRP011c,11.244,Culvert,Box Culvert,24.8814993,89.3982774,,N515.lrps.htm
,LRP011d,11.395,Culvert,Box Culvert,24.8831938,89.3988886,,N515.lrps.htm
,LRP011e,11.645,Culvert,Box Culvert,24.8848608,89.3995552,,N515.lrps.htm
,LRP011f,11.865,Culvert,Box Culvert,24.8867497,89.3993886,,N515.lrps.htm
,LRP012,11.93,Km Post,Rangpur 100 km,24.8874163,89.3993052,,N515.lrps.htm
,LRP012a,12.18,Culvert,Box culvert,24.8886108,89.3977774,,N515.lrps.htm
,LRP012b,12.675,Culvert,Box culvert,24.8886663,89.3926663,,N515.lrps.htm
,LRP013,12.935,Km Post,Rangpur 99 km,24.8884163,89.3900274,,N515.lrps.htm
,LRP013a,13.215,Culvert,Box Culvert,24.8881663,89.3871663,,N515.lrps.htm
,LRP014,13.955,Km Post,Rangpur 98 km,24.887833,89.3801938,,N515.lrps.htm
,LRP014a,14.035,Culvert,Box Culvert,24.8878886,89.3797493,,N515.lrps.htm
,LRP015,14.945,Km Post,Rangpur 97 km,24.8892774,89.3705271,,N515.lrps.htm
,LRP015a,15.345,Cross Road,Z5073,24.8891386,89.3677216,,N515.lrps.htm
,LRP015b,15.768,Bridge,Start of bridge,24.888833,89.3625278,,N515.lrps.htm
,LRP015c,15.836,Bridge,End of bridge,24.888833,89.3618333,,N515.lrps.htm
,LRPE,16,Others,End at Matidali and meet with N 5 Bogra,24.8888052,89.36025,,N515.lrps.htm
,,,,,,,,N515.lrps.htm
,,,,,,,,N515.lrps.htm
