,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start at Chowraster More and Intersection at R549&R547,Badalgachhi,Naogaon.",24.9651111,88.9039167,,R549.lrps.htm
,LRPSa,0.453,Bridge,Baily bridge start,24.9681104,88.9053056,,R549.lrps.htm
,LRPSb,0.53,Bridge,Baily bridge end,24.9684716,88.9059444,,R549.lrps.htm
,LRPSc,0.88,"Side Road, Right",Road to Akkelpur (Z5452),24.9672771,88.9085556,,R549.lrps.htm
,LRP001,0.9,Km Post,Paharpur 11 km,24.967416,88.90875,,R549.lrps.htm
,LRP001a,1.616,Culvert,Box culvert,24.9723604,88.9132222,,R549.lrps.htm
,LRP002,1.875,Km Post,Paharpur 10 km,24.9739438,88.9151111,,R549.lrps.htm
,LRP002a,2.16,Culvert,Slab culvert start,24.9754438,88.9173327,,R549.lrps.htm
,LRP002b,2.17,Culvert,Slab Culvert,24.9754716,88.9174716,,R549.lrps.htm
,LRP003,2.895,Km Post,Durgadho GC 14 km,24.978916,88.9233327,,R549.lrps.htm
,LRP003a,3.06,Culvert,Masonry culvert,24.9797493,88.9249438,,R549.lrps.htm
,LRP003b,3.868,Culvert,Box culvert,24.9852497,88.9302493,,R549.lrps.htm
,LRP004,3.875,Km Post,Paharpur 8 km,24.9853052,88.9300827,,R549.lrps.htm
,LRP004a,4.27,Culvert,Masonry Culvert,24.9876663,88.932916,,R549.lrps.htm
,LRP004b,4.53,Culvert,Box Culvert,24.9886108,88.9352497,,R549.lrps.htm
,LRP005,4.875,Km Post,Info missing,24.9909719,88.9371941,,R549.lrps.htm
,LRP005a,5.34,Culvert,Box culvert,24.9940274,88.9409719,,R549.lrps.htm
,LRP005b,5.838,Culvert,Box Culvert,24.998333,88.9409719,,R549.lrps.htm
,LRP006,5.875,Km Post,Information missing,24.9986386,88.941083,,R549.lrps.htm
,LRP006a,6.13,Culvert,Box culvert broken,25.0008333,88.9418052,,R549.lrps.htm
,LRP007,6.895,Km Post,Information missing,25.0072222,88.9434163,,R549.lrps.htm
,LRP007a,7.03,Culvert,Box culvert,25.0085,88.9434997,,R549.lrps.htm
,LRP007b,7.23,Bridge,R.C.C Bridge start,25.0099444,88.9442774,,R549.lrps.htm
,LRP007c,7.257,Bridge,R.C.C Bridge end,25.0099444,88.9444997,,R549.lrps.htm
,LRP007d,7.286,"Turn off, Left",Left off turn,25.01025,88.9448052,,R549.lrps.htm
,LRP007e,7.345,Culvert,Slab culvert,25.0105278,88.9448886,,R549.lrps.htm
,LRP008,7.855,Km Post,Paharpur 4 km,25.0142778,88.9474163,,R549.lrps.htm
,LRP008a,7.968,Culvert,Box culvert,25.0150278,88.9481663,,R549.lrps.htm
,LRP008b,8.431,Culvert,Box culvert,25.0186382,88.9502778,,R549.lrps.htm
,LRP009,8.855,Km Post,Durgadho 8 km,25.0219716,88.9520278,,R549.lrps.htm
,LRP009a,8.86,Culvert,Pipe Culvert,25.0220271,88.9521389,,R549.lrps.htm
,LRP009b,9.271,Culvert,Box Culvert,25.0216938,88.9565278,,R549.lrps.htm
,LRP010,9.815,Km Post,Paharpur 2 km,25.0236938,88.9608889,,R549.lrps.htm
,LRP010a,9.865,Culvert,Slab culvert,25.0240549,88.9612222,,R549.lrps.htm
,LRP011,10.817,Km Post,Paharpur 6 km,25.0284716,88.9678882,,R549.lrps.htm
,LRP012,11.815,Km Post,Durgadho 5 km,25.0374997,88.9724716,,R549.lrps.htm
,LRP012a,12,Culvert,Slab Culvert,25.0384163,88.9734438,,R549.lrps.htm
,LRP012b,12.163,Culvert,Box culvert,25.0395552,88.9748327,,R549.lrps.htm
,LRP012c,12.619,Culvert,Box Culvert,25.0429163,88.9773049,,R549.lrps.htm
,LRP013,12.815,Km Post,Durgadho 4 km,25.044333,88.978416,,R549.lrps.htm
,LRP013a,13.42,Culvert,Pipe Culvert,25.0485274,88.9814716,,R549.lrps.htm
,LRP013b,13.55,Culvert,Pipe Culvert,25.0495552,88.981416,,R549.lrps.htm
,LRP014,13.815,Km Post,Durgadho 3 km,25.0520833,88.9816938,,R549.lrps.htm
,LRP014a,13.845,Culvert,Box culvert,25.0524722,88.981916,,R549.lrps.htm
,LRP014b,13.98,Culvert,Box culvert,25.0533056,88.981916,,R549.lrps.htm
,LRP014c,14.12,Culvert,Masonry Culvert,25.0548333,88.9816382,,R549.lrps.htm
,LRP014d,14.18,Others,Start RHD Joypurhat,25.0550556,88.9822493,,R549.lrps.htm
,LRP014d,14.18,Others,Start RHD Joypurhat,25.0550556,88.9822493,,R549.lrps.htm
,LRP014e,14.48,Culvert,Box Culvert,25.0579167,88.9814993,,R549.lrps.htm
,LRP015,15.215,Km Post,Khanjanpur 5 km,25.0641389,88.9821938,,R549.lrps.htm
,LRP015a,15.35,Culvert,Box culvert,25.0653889,88.9808604,,R549.lrps.htm
,LRP015b,16.028,Culvert,Box Culvert,25.0707493,88.9849719,,R549.lrps.htm
,LRP016,16.215,Km Post,Khanjanpur 4 km,25.0723049,88.9854719,,R549.lrps.htm
,LRP017,17.215,Km Post,Information missing,25.0811382,88.9891386,,R549.lrps.htm
,LRP017a,17.34,Culvert,Box culvert,25.0816938,88.9892219,,R549.lrps.htm
,LRP017b,17.47,Culvert,Slab Culvert,25.0828049,88.9892219,,R549.lrps.htm
,LRP017c,17.758,Culvert,Box Culvert,25.0856386,88.9906108,,R549.lrps.htm
,LRP018,18.215,Km Post,Information missing,25.0894163,88.992583,,R549.lrps.htm
,LRP018a,18.722,Culvert,Box culvert,25.0936386,88.994583,,R549.lrps.htm
,LRP019,19.225,Km Post,Information missing,25.0967774,88.9969163,,R549.lrps.htm
,LRP019a,19.231,Culvert,Box culvert start,25.0968886,88.9971108,,R549.lrps.htm
,LRP019b,19.243,Culvert,Box Culvert end,25.0969719,88.9971108,,R549.lrps.htm
,LRP020,20.225,Km Post,Km post missing,25.1056389,89.00025,,R549.lrps.htm
,LRPE,20.29,Others,"End at Paharpur Baddhist Bihar Sign Board Intersection and meet with R 545 Khanjanpur More,Joypurhat.",25.1057222,89.0002778,,R549.lrps.htm
,,,,,,,,R549.lrps.htm
,,,,,,,,R549.lrps.htm
