Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic,source_file
,,LRP,Offset,Chainage,LRP,Offset,Chainage,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),R312.traffic.htm
R312-1,"Rajendrapur Chourasta (road start, int with N3) - Kapasia (Int.with R313)",LRPS,0,0,LRP017,180,17.281,17.281,31.0,672.0,518.0,525.0,388.0,838.0,240.0,394.0,1087.0,582.0,115.0,84.0,5.0,5275.0,204.0,5479.0,5479.0,R312.traffic.htm
R312-2,Kapasia (Int.with R313 - Int.with Z3025),LRP017,180,17.281,LRP017,328,17.429,0.148,31.0,672.0,518.0,525.0,388.0,838.0,240.0,394.0,1087.0,582.0,115.0,84.0,5.0,5275.0,204.0,5479.0,5479.0,R312.traffic.htm
R312-3,Kapasia (Int.with Z3025 - Int.with R313),LRP017,328,17.429,LRP018,398,18.515,1.086,31.0,672.0,518.0,525.0,388.0,838.0,240.0,394.0,1087.0,582.0,115.0,84.0,5.0,5275.0,204.0,5479.0,5479.0,R312.traffic.htm
R312-4,Kapasia (Int.with R313) - Motkhola (Int.with Z3616),LRP018,398,18.515,LRP035,5962,41.228,22.713,5.0,150.0,151.0,260.0,252.0,206.0,99.0,149.0,412.0,516.0,502.0,356.0,0.0,2200.0,858.0,3058.0,3058.0,R312.traffic.htm
R312-5,"Motkhola (int with Z3616 - Int.with R211, road end)",LRP035,5962,41.228,LRP042,983,43.028,1.800,5.0,150.0,151.0,260.0,252.0,206.0,99.0,149.0,412.0,516.0,502.0,356.0,0.0,2200.0,858.0,3058.0,3058.0,R312.traffic.htm
,,,,,,,,,,,,,,,,,,,,,,,,,,R312.traffic.htm
*  Traffic survey was not done on the link. It was assumed that the traffic will be equivalent to that of another link. Please click on the AADT figure to view the referenced link.  Traffic survey is done once in a year. This information was last updated in the year,,,,,,,,,,,,,,,,,,,,,,,,,,R312.traffic.htm
