,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start from N 7 Afilgat Fultala Khulna,22.935583,89.4879719,,N709.lrps.htm
,LRPSa,0.05,Rail Road Crossing,Jessore -Khulna Rail,22.9352497,89.4876108,,N709.lrps.htm
,LRPSb,0.43,Culvert,Box culvert,22.931916,89.4868052,,N709.lrps.htm
,LRP001,1,Km Post,Km post missing,22.9267493,89.4857219,,N709.lrps.htm
,LRP001a,1.13,Culvert,Box culvert,22.9261104,89.4855274,,N709.lrps.htm
,LRP001b,1.88,Culvert,Box Culvert,22.9191382,89.4844163,,N709.lrps.htm
,LRP002,2.03,Km Post,"Mongla 61 km,Dhaka 209 km",22.9178604,89.4841941,,N709.lrps.htm
,LRP002a,2.882,Culvert,Box culvert,22.9102778,89.483333,,N709.lrps.htm
,LRP003,3.03,Km Post,Km post missing,22.9089444,89.4832771,,N709.lrps.htm
,LRP003a,3.194,Culvert,Box culvert,22.9074444,89.4831382,,N709.lrps.htm
,LRP003b,3.852,Culvert,Box culvert,22.9016111,89.4827216,,N709.lrps.htm
,LRP004,4.03,Km Post,"Mongla 59 km,Bagerhat 48 km",22.8998608,89.4824993,,N709.lrps.htm
,LRP004a,4.155,Culvert,Box culvert,22.8992497,89.4825827,,N709.lrps.htm
,LRP004b,4.44,Culvert,Box culvert,22.8961386,89.4823604,,N709.lrps.htm
,LRP004c,4.725,Culvert,Box Culvert,22.8936941,89.482916,,N709.lrps.htm
,LRP005,5.03,Km Post,"Mongla 58 km,Barishal 135 km",22.8913608,89.484333,,N709.lrps.htm
,LRP005a,5.102,Culvert,Box culvert,22.8908608,89.484583,,N709.lrps.htm
,LRP005b,5.518,Culvert,Box culvert,22.8875274,89.4866386,,N709.lrps.htm
,LRP005c,5.954,Culvert,Box culvert,22.8841386,89.4888052,,N709.lrps.htm
,LRP006,6.05,Km Post,"Mongla 57 km,Barishal 134 km",22.8834441,89.4892497,,N709.lrps.htm
,LRP006a,6.44,Culvert,Box culvert,22.8801104,89.4902774,,N709.lrps.htm
,LRP006b,6.95,Culvert,Box culvert,22.8755549,89.491083,,N709.lrps.htm
,LRP007,7.046,Km Post,"Mongla 56 km,Dhaka 204 km",22.8747216,89.4912219,,N709.lrps.htm
,LRP007a,7.528,Culvert,Box culvert,22.8706104,89.4926108,,N709.lrps.htm
,LRP007b,7.959,Culvert,Box culvert,22.8679993,89.495583,,N709.lrps.htm
,LRP008,8.046,Km Post,"Mongla 55 km,Dhaka 203 km",22.8674438,89.4961941,,N709.lrps.htm
,LRP008a,8.238,Culvert,Box culvert,22.86625,89.4975274,,N709.lrps.htm
,LRP008b,8.84,Bridge,R.C.C Bridge start,22.8620556,89.5011111,,N709.lrps.htm
,LRP008c,8.87,Bridge,R.C.C Bridge end,22.8618056,89.5011667,,N709.lrps.htm
,LRP009,9.046,Km Post,"Mongla 54 km,Bagerhat 43 km",22.8603333,89.5015278,,N709.lrps.htm
,LRP009a,9.446,Culvert,Box culvert,22.8568333,89.5023333,,N709.lrps.htm
,LRP009b,9.886,Culvert,Box culvert,22.8529444,89.5032778,,N709.lrps.htm
,LRP010,10.046,Km Post,Km post missing,22.8512778,89.5035278,,N709.lrps.htm
,LRP010a,10.396,Culvert,Box culvert,22.8482219,89.5044444,,N709.lrps.htm
,LRP010b,10.67,Culvert,Box culvert,22.8459719,89.5049722,,N709.lrps.htm
,LRP011,11.046,Km Post,"Mongla 52 km,Barishal 129 km",22.8429441,89.5063889,,N709.lrps.htm
,LRP011a,11.396,Culvert,Box culvert,22.8401386,89.5080278,,N709.lrps.htm
,LRP012,12.042,Km Post,"Mongla 51 km,Barishal 128 km",22.8350552,89.5110556,,N709.lrps.htm
,LRP012a,12.072,Culvert,R.C.C Culvert,22.8348608,89.5111944,,N709.lrps.htm
,LRP012b,12.484,Culvert,Box Culvert,22.8315271,89.5131389,,N709.lrps.htm
,LRP012c,12.604,Culvert,Box culvert,22.8304993,89.5137222,,N709.lrps.htm
,LRP012d,13.047,Culvert,Box culvert,22.8268882,89.5153611,,N709.lrps.htm
,LRP013,13.052,Km Post,Mongla 50 km,22.8268604,89.5154167,,N709.lrps.htm
,LRP013a,13.558,Culvert,Box culvert,22.8226382,89.5172493,,N709.lrps.htm
,LRP014,14.052,Km Post,Mongla 49 km,22.8185549,89.5190827,,N709.lrps.htm
,LRP014a,14.71,Culvert,Box culvert,22.8129722,89.5216382,,N709.lrps.htm
,LRP015,15.052,Km Post,"Mongla 48 km,Bagerhat 37 km",22.8102778,89.522916,,N709.lrps.htm
,LRP015a,15.466,Culvert,Box culvert,22.8068889,89.5245271,,N709.lrps.htm
,LRP015b,15.914,Culvert,Box culvert,22.8032222,89.5262771,,N709.lrps.htm
