,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start Thakurgaon old bus stand Traffic more infornt of sigh board Sayedpur 65 km, Dinajpur 57 km, Dhaka 437 Km, RHD signboard & intersection at N5 & R587",26.0286382,88.4784438,,R587.lrps.htm
,LRPSa,0.864,Culvert,Slab Culvert,26.030416,88.4699993,,R587.lrps.htm
,LRP001,1,Km Post,KM post missing,26.0306938,88.4686938,,R587.lrps.htm
,LRP001a,1.18,Culvert,Box Culvert,26.0311104,88.4670549,,R587.lrps.htm
,LRP001b,1.7,Round About,Chowraster more,26.0323327,88.4625833,,R587.lrps.htm
,LRP001c,1.71,Culvert,Cross drain,26.0323049,88.4621389,,R587.lrps.htm
,LRP002,2,Km Post,Baliadanghi 20 km,26.0324993,88.4590556,,R587.lrps.htm
,LRP002a,2.15,Culvert,Culvert,26.0492219,88.4578889,,R587.lrps.htm
,LRP002b,2.306,Monument,Operajoy 71,26.0341941,88.4568611,,R587.lrps.htm
,LRP002c,2.391,Bridge,P.C Girder Bridge start,26.0343052,88.4565,,R587.lrps.htm
,LRP002d,2.48,Bridge,P.C girder bridge end,26.0346108,88.4553611,,R587.lrps.htm
,LRP003,3,Km Post,Dormogasha 43 Km,26.0377219,88.4518333,,R587.lrps.htm
,LRP003a,3.48,Culvert,Box Culvert,26.0385552,88.4473052,,R587.lrps.htm
,LRP003b,3.65,"Side Road, Right",Z 5059 Ruhea 16 km,26.038833,88.4452497,,R587.lrps.htm
,LRP003c,3.95,Culvert,Mashonry Culvert,26.0393052,88.4428052,,R587.lrps.htm
,LRP004,4,Km Post,Horipur 55Km,26.0394997,88.4421663,,R587.lrps.htm
,LRP004a,4.958,Bridge,R.C.C. Bridge start,26.0417774,88.4331104,,R587.lrps.htm
,LRP004b,5.02,Bridge,R.C.C. Bridge end,26.0417774,88.4325827,,R587.lrps.htm
,LRP005,5.025,Km Post,Rani Sonkoil 35Km,26.0417774,88.432416,,R587.lrps.htm
,LRP005a,5.2,Culvert,Box Culvert,26.0418608,88.430916,,R587.lrps.htm
,LRP005b,5.27,Culvert,Box Culvert,26.0418052,88.4303049,,R587.lrps.htm
,LRP005c,5.38,Culvert,Box Culvert,26.0417774,88.4291938,,R587.lrps.htm
,LRP005d,5.545,Culvert,Box Culvert,26.0424441,88.4274716,,R587.lrps.htm
,LRP005e,5.71,Culvert,Cross drain,26.043333,88.4264993,,R587.lrps.htm
,LRP005f,5.79,Rail Road Crossing,Rail road crossing,26.0437774,88.4256104,,R587.lrps.htm
,LRP006,6.005,Km Post,Pirgonj 22Km,26.0425274,88.4240549,,R587.lrps.htm
,LRPE,6.14,Others,"End at Baliadanghi more infornt of RHD signboard end of R587 Starting at Z5002, Thakurgaon",26.0419441,88.4224716,,R587.lrps.htm
,,,,,,,,R587.lrps.htm
,,,,,,,,R587.lrps.htm
