Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic,source_file
,,LRP,Offset,Chainage,LRP,Offset,Chainage,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),N518.traffic.htm
N518-1,Sutkir More-Sonapukur,LRPS,0,0,LRP004,510,4.16,4.160,4.0,313.0,451.0,6.0,12.0,315.0,153.0,274.0,1576.0,1676.0,2500.0,3344.0,0.0,4780.0,5844.0,10624.0,10624.0,N518.traffic.htm
,,,,,,,,,,,,,,,,,,,,,,,,,,N518.traffic.htm
*  Traffic survey was not done on the link. It was assumed that the traffic will be equivalent to that of another link. Please click on the AADT figure to view the referenced link.  Traffic survey is done once in a year. This information was last updated in the year,,,,,,,,,,,,,,,,,,,,,,,,,,N518.traffic.htm
