,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from N2 at Chandipool.,24.8677771,91.8571111,,N205.lrps.htm
,LRPSa,0.023,Culvert,Box Culvert,24.867916,91.8571944,,N205.lrps.htm
,LRP001,1,Km Post,Km post missing,24.8759993,91.8608333,,N205.lrps.htm
,LRP001a,1.712,Culvert,Box Culvert,24.8817493,91.8639167,,N205.lrps.htm
,LRP001b,1.838,Rail Road Crossing,Rail Road Crossing,24.882916,91.8640556,,N205.lrps.htm
,LRP001c,1.85,"Side Road, Right",Sylhet Rail station Bypass Road (N 209),24.8830271,91.8642222,,N205.lrps.htm
,LRP002,2,Km Post,Km post missing,24.884333,91.8642778,,N205.lrps.htm
,LRPE,2.478,Others,The road end Intersecting N208 Near the Bridge,24.886083,91.8680827,,N205.lrps.htm
,,,,,,,,N205.lrps.htm
,,,,,,,,N205.lrps.htm
