,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road Start from N207 infront of RHD,24.4713604,91.7655556,,N208.lrps.htm
,LRP001,1,Km Post,Km post missing,24.4757216,91.7727771,,N208.lrps.htm
,LRP001a,1.305,Culvert,Box culvert,24.4756382,91.7758049,,N208.lrps.htm
,LRP001b,1.82,Culvert,Box Culvert,24.4757216,91.7757216,,N208.lrps.htm
,LRP002,2,Km Post,Km post missing,24.4809716,91.7777216,,N208.lrps.htm
,LRP002a,2.509,Bridge,Bridge start,24.4852497,91.7766382,,N208.lrps.htm
,LRP002b,2.526,Bridge,Bridge end,24.4854163,91.7766104,,N208.lrps.htm
,LRP003,3,Km Post,Km post missing,24.489333,91.7751104,,N208.lrps.htm
,LRP003a,3.19,"Side Road, Right","Z2002,Moulavibazar-Chatla Cheek post road",24.4909719,91.7744993,,N208.lrps.htm
,LRP003b,3.5,Bridge,Bridge start,24.4936941,91.7742216,,N208.lrps.htm
,LRP003c,3.65,Bridge,Bridge end,24.4948608,91.7734438,,N208.lrps.htm
,LRP004,4,Km Post,Km post missing,24.4978886,91.7734993,,N208.lrps.htm
,LRP004a,4.613,Culvert,Box culvert,24.5006389,91.7786382,,N208.lrps.htm
,LRP005,5,Km Post,Km post missing,24.5017778,91.7823327,,N208.lrps.htm
,LRP005a,5.383,Culvert,Box culvert,24.5028056,91.7859441,,N208.lrps.htm
,LRP005b,5.856,Culvert,Box culvert,24.5036111,91.7904719,,N208.lrps.htm
,LRP006,5.885,Km Post,Information missing,24.5036389,91.7907774,,N208.lrps.htm
,LRP006a,6.529,Culvert,Box culvert,24.5031944,91.7970274,,N208.lrps.htm
,LRP007,6.885,Km Post,Km post missing,24.5028056,91.8006111,,N208.lrps.htm
,LRP007a,6.944,Culvert,Box culvert,24.5027222,91.8011667,,N208.lrps.htm
,LRP007b,7,Culvert,Box culvert,24.5026944,91.8017222,,N208.lrps.htm
,LRP008,7.885,Km Post,Km post missing,24.5015556,91.8103611,,N208.lrps.htm
,LRP008a,8.585,Culvert,Box culvert,24.5007778,91.8167216,,N208.lrps.htm
,LRP009,8.885,Km Post,Km post missing,24.5018333,91.8195271,,N208.lrps.htm
,LRP009a,9.423,Bridge,Bridge start,24.50375,91.8243327,,N208.lrps.htm
,LRP009b,9.462,Bridge,Bridge end,24.5038889,91.8246382,,N208.lrps.htm
,LRP010,9.835,Km Post,Information missing,24.50525,91.8280271,,N208.lrps.htm
,LRP010a,9.934,Culvert,Box culvert,24.5055278,91.828916,,N208.lrps.htm
,LRP010b,10.273,Culvert,Box culvert,24.5066389,91.8320827,,N208.lrps.htm
,LRP011,10.835,Km Post,Km post missing,24.5093333,91.836833,,N208.lrps.htm
,LRP011a,11.469,Culvert,Box culvert,24.5126667,91.841833,,N208.lrps.htm
,LRP011b,11.638,Culvert,Box culvert,24.5134722,91.8431941,,N208.lrps.htm
,LRP012,11.8,Km Post,Information missing,24.51425,91.8444719,,N208.lrps.htm
