,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"The road starts from Kacharir more connecting N401, Madhupur- Mymensingh road",24.7636944,90.40625,,R370.lrps.htm
,LRP001,0.986,Km Post,"Netrokona 39 km, Kishoreganj 66 km,Sherpur 71 km,",24.7573611,90.4128611,,R370.lrps.htm
,LRP001a,1.335,Culvert,Box Culvert,24.755,90.4149167,,R370.lrps.htm
,LRP002,2.105,Km Post,"Netrokona 38 km, Kishoreganj 65 km,Sherpur 70 km,",24.7491941,90.418916,,R370.lrps.htm
,LRP002a,2.461,Bridge,Bridge start,24.748083,90.4221382,,R370.lrps.htm
,LRP002b,2.925,Bridge,Bridge end,24.7500556,90.426166,,R370.lrps.htm
,LRP003,3,Km Post,Km post missing,24.7503611,90.4267493,,R370.lrps.htm
,LRP004,3.324,Km Post,"Mymensingh 3 km, Dhaka 122 km",24.7516944,90.4296104,,R370.lrps.htm
,LRP005,4.324,Km Post,Km post missing,24.7588056,90.4354997,,R370.lrps.htm
,LRP005a,4.495,Culvert,Box Culvert,24.7600556,90.4363886,,R370.lrps.htm
,LRP005b,4.99,Bridge,Bridge start,24.7605833,90.4405274,,R370.lrps.htm
,LRP005c,5.044,Bridge,Bridge end,24.7605,90.4409997,,R370.lrps.htm
,LRP006,5.069,Km Post,"Netrokona 35 km, Kishoreganj 62 km,Sherpur 67 km,",24.7605,90.4411386,,R370.lrps.htm
,LRP007,6.069,Km Post,Km post missing,24.7624722,90.4503056,,R370.lrps.htm
,LRP007a,6.102,"Side Road, Right","R360, Mymensingh (Raghurampur)-Bhairab (Bazar) Road",24.7626111,90.4506111,,R370.lrps.htm
,LRP007b,6.453,"Side Road, Left","R371, Sherpur- Mymensingh (Raghurampur) Road",24.7655278,90.4515833,,R370.lrps.htm
,LRP008,7.154,Km Post,Netrokona 33 km,24.7697493,90.4558889,,R370.lrps.htm
,LRP009,8.157,Km Post,Netrokona 32 km,24.7737771,90.4634167,,R370.lrps.htm
,LRP010,9.171,Km Post,Netrokona 31 km,24.7783604,90.4718604,,R370.lrps.htm
,LRP010a,9.374,Culvert,Pipe Culvert,24.7793049,90.473666,,R370.lrps.htm
,LRP011,10.177,Km Post,Netrokona 30 km,24.7834719,90.4799993,,R370.lrps.htm
,LRP012,11.192,Km Post,Netrokona 29 km,24.7882497,90.4883608,,R370.lrps.htm
,LRP012a,11.37,Culvert,Box Culvert,24.7888886,90.4898886,,R370.lrps.htm
,LRP013,12.187,Km Post,Netrokona 28 km,24.7949163,90.4944163,,R370.lrps.htm
,LRP014,13.196,Km Post,Netrokona 27 km,24.8018056,90.5008333,,R370.lrps.htm
,LRP015,14.115,Km Post,Netrokona 26 km,24.8061667,90.5083889,,R370.lrps.htm
,LRP015a,14.426,Bridge,Bridge Start,24.8074167,90.5110278,,R370.lrps.htm
,LRP015b,14.446,Bridge,Bridge end,24.8075278,90.5111389,,R370.lrps.htm
,LRP016,15.213,Km Post,Netrokona 25 km,24.8123056,90.5165833,,R370.lrps.htm
,LRP016a,16.003,Bridge,Bridge start,24.8162222,90.5229438,,R370.lrps.htm
,LRP016b,16.015,Bridge,Bridge end,24.81625,90.5230827,,R370.lrps.htm
,LRP017,16.21,Km Post,Netrokona 24 km,24.8165278,90.5249993,,R370.lrps.htm
,LRP017a,16.545,Culvert,Pipe Culvert,24.8172771,90.5280271,,R370.lrps.htm
,LRP018,17.216,Km Post,Netrokona 23 km,24.8212216,90.5330271,,R370.lrps.htm
,LRP018a,17.74,Culvert,Box Culvert,24.8243604,90.5361663,,R370.lrps.htm
,LRP019,18.218,Km Post,Netrokona 22 km,24.8277216,90.5398608,,R370.lrps.htm
,LRP019a,18.99,Culvert,Pipe Culvert,24.8315271,90.5454997,,R370.lrps.htm
,LRP020,19.221,Km Post,Netrokona 21 km,24.8328882,90.5479441,,R370.lrps.htm
,LRP020a,19.66,Culvert,Pipe Culvert,24.8351941,90.5514722,,R370.lrps.htm
,LRP021,20.229,Km Post,Netrokona 20 km,24.8381386,90.5559722,,R370.lrps.htm
,LRP022,21.232,Km Post,Netrokona 19 km /Start of Netrokona Road Division,24.8431386,90.5640556,,R370.lrps.htm
,LRP022,21.232,Km Post,Netrokona 19 km /Start of Netrokona Road Division,24.8431386,90.5640556,,R370.lrps.htm
,LRP022a,21.35,Culvert,Pipe Culvert,24.8434163,90.5643889,,R370.lrps.htm
,LRP022b,22.15,Culvert,Box Culvert,24.8448608,90.5717771,,R370.lrps.htm
,LRP023,22.23,Km Post,Netrokona 18 km,24.8449441,90.5736104,,R370.lrps.htm
,LRP023a,22.371,"Side Road, Left","Z3704, Susang Durgapur- Shamganj Road",24.8449997,90.5749993,,R370.lrps.htm
,LRP023b,22.974,Culvert,Box Culvert,24.8437219,90.5794993,,R370.lrps.htm
,LRP023c,23.155,Rail Road Crossing,Rail Road Crossing,24.8435274,90.5822493,,R370.lrps.htm
,LRP024,23.255,Km Post,Netrokona 17 km,24.8440552,90.5830271,,R370.lrps.htm
,LRP025,24.236,Km Post,Netrokona 16 km,24.846333,90.5913886,,R370.lrps.htm
,LRP025a,24.311,Culvert,Pipe Culvert,24.8466386,90.5920274,,R370.lrps.htm
,LRP025b,24.702,Culvert,Box Culvert,24.8475552,90.5944441,,R370.lrps.htm
,LRP026,25.242,Km Post,Netrokona 15 km,24.849333,90.6004167,,R370.lrps.htm
,LRP027,26.258,Km Post,Info Unclear Broken post,24.8531667,90.6079722,,R370.lrps.htm
,LRP027a,26.509,Culvert,Pipe Culvert,24.8530833,90.6104722,,R370.lrps.htm
,LRP027b,27.124,Culvert,Pipe Culvert,24.8524167,90.6163333,,R370.lrps.htm
,LRP028,27.281,Km Post,Netrokona 13 km,24.8523056,90.6178049,,R370.lrps.htm
,LRP028a,27.64,Culvert,Pipe Culvert,24.85175,90.6212216,,R370.lrps.htm
,LRP029,28.286,Km Post,Netrokona 12 km,24.8509722,90.6275827,,R370.lrps.htm
,LRP029a,28.661,Culvert,Pipe Culvert,24.8508056,90.6312493,,R370.lrps.htm
,LRP030,29.287,Km Post,Netrokona 11 km,24.8501944,90.6373886,,R370.lrps.htm
,LRP031,30.294,Km Post,Netrokona 10 km,24.8506389,90.6468052,,R370.lrps.htm
,LRP031a,30.69,Culvert,Box Culvert,24.8520278,90.6491386,,R370.lrps.htm
,LRP031b,30.913,Culvert,Pipe Culvert,24.8524722,90.6525556,,R370.lrps.htm
,LRP031c,31.265,Culvert,Pipe Culvert,24.8525,90.6558056,,R370.lrps.htm
,LRP032,31.295,Km Post,Info missing,24.8525833,90.6559722,,R370.lrps.htm
,LRP032a,32.204,Bridge,Bridge start,24.8561667,90.6640556,,R370.lrps.htm
,LRP032b,32.218,Bridge,Bridge end,24.8562222,90.6641667,,R370.lrps.htm
,LRP033,32.317,Km Post,Netrokona 8 km,24.8567778,90.6649722,,R370.lrps.htm
,LRP033a,32.889,Culvert,Box Culvert,24.8608333,90.6683327,,R370.lrps.htm
,LRP034,33.317,Km Post,Km post missing,24.86375,90.6709993,,R370.lrps.htm
,LRP034a,34.089,Culvert,Box Culvert,24.8667493,90.6777216,,R370.lrps.htm
,LRP035,34.325,Km Post,Netrokona 6 km,24.8680271,90.6794438,,R370.lrps.htm
,LRP035a,34.935,Rail Road Crossing,Rail Road Crossing,24.8697493,90.6849719,,R370.lrps.htm
,LRP036,35.356,Km Post,Netrokona 5 km,24.8690827,90.6890274,,R370.lrps.htm
,LRP036a,35.642,Culvert,Box Culvert,24.8684716,90.6917497,,R370.lrps.htm
,LRP037,36.36,Km Post,Netrokona 4 km,24.8676938,90.6986941,,R370.lrps.htm
,LRP038,37.368,Km Post,Netrokona 3 km,24.8693049,90.7076667,,R370.lrps.htm
,LRP039,38.372,Km Post,Netrokona 2 km,24.8720549,90.7169993,,R370.lrps.htm
,LRP039a,38.825,Culvert,Box Culvert,24.8749438,90.7201382,,R370.lrps.htm
,LRP040,39.372,Km Post,Km post missing,24.8744993,90.7254993,,R370.lrps.htm
,LRP040a,39.741,"Side Road, Right","Z3701, Netrokona - Khaliajuri road",24.8734438,90.7290271,,R370.lrps.htm
,LRP040b,39.749,Bridge,Bridge start,24.8738604,90.7290549,,R370.lrps.htm
,LRP040c,39.826,Bridge,Bridge end,24.8744993,90.7293327,,R370.lrps.htm
,LRP041,40.372,Km Post,Km post missing,24.8857497,90.7351386,,R370.lrps.htm
,LRP041a,41.04,"Side Road, Left","Z3707, Netrokona- Dhubaura road",24.8848886,90.7323882,,R370.lrps.htm
,LRP042,41.342,Km Post,Km post missing,24.8857497,90.7351386,,R370.lrps.htm
,LRP042a,41.365,Culvert,Slab Culvert,24.8848886,90.7335274,,R370.lrps.htm
,LRP042b,41.512,Culvert,Box Culvert,24.8859163,90.7354719,,R370.lrps.htm
,LRP042c,42.294,Bridge,Bridge start,24.8926386,90.7388886,,R370.lrps.htm
,LRP042d,42.334,Bridge,Bridge end,24.8929719,90.7389163,,R370.lrps.htm
,LRP042e,42.422,"Side Road, Left","Z3709, Netrokona - Birisiri road",24.8936941,90.7392219,,R370.lrps.htm
,LRP043,42.452,Km Post,Netrokona 3 km,24.893833,90.7394441,,R370.lrps.htm
,LRP044,43.41,Km Post,Netrokona 2 km,24.8976663,90.7477774,,R370.lrps.htm
,LRP044a,43.645,Culvert,Pipe Culvert,24.8986941,90.7498608,,R370.lrps.htm
,LRP044b,43.675,Culvert,Box Culvert,24.8988052,90.7500833,,R370.lrps.htm
,LRP044c,44.278,Bridge,Bridge start,24.9012778,90.7553889,,R370.lrps.htm
,LRP044d,44.298,Bridge,Bridge end,24.9013333,90.7555833,,R370.lrps.htm
,LRP045,44.437,Km Post,Km post broken,24.9016111,90.7569167,,R370.lrps.htm
