,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from R810 at Panchaboti,23.6323882,90.4762216,,R812.lrps.htm
,LRP001,0.031,Km Post,Muktarpur 8 km,23.6323604,90.4762216,,R812.lrps.htm
,LRP001a,0.032,Culvert,Box Culvert,23.6323604,90.476166,,R812.lrps.htm
,LRP002,0.995,Km Post,Mawa 42 km,23.6324438,90.4769438,,R812.lrps.htm
,LRP002a,1.201,Bridge,Baily Bridge start,23.6219716,90.4770549,,R812.lrps.htm
,LRP002b,1.226,Bridge,Baily Bridge End,23.6217771,90.4770549,,R812.lrps.htm
,LRP003,1.995,Km Post,Mawa 41 km,23.6151944,90.4802493,,R812.lrps.htm
,LRP003a,2.821,Bridge,Bridge start,23.6085556,90.4829716,,R812.lrps.htm
,LRP003b,2.868,Bridge,Bridge end,23.6081667,90.4831104,,R812.lrps.htm
,LRP004,2.995,Km Post,Mawa 40 km,23.607,90.483333,,R812.lrps.htm
,LRP005,3.995,Km Post,Mawa 39 km,23.6014722,90.4896941,,R812.lrps.htm
,LRP005a,4.399,Bridge,Bridge start,23.5996386,90.4924997,,R812.lrps.htm
,LRP005b,4.483,Bridge,Bridge end,23.5989163,90.4927497,,R812.lrps.htm
,LRP006,4.995,Km Post,Km post missing,23.594583,90.4940552,,R812.lrps.htm
,LRP007,5.995,Km Post,Mawa 37 km,23.5885274,90.5011944,,R812.lrps.htm
,LRP008,6.995,Km Post,Mawa 36 km,23.5807493,90.5036111,,R812.lrps.htm
,LRP009,7.995,Km Post,Mawa 35 km,23.5784993,90.5121667,,R812.lrps.htm
,LRP009a,8.329,Bridge,"Bridge start, Muktarpur Bridge",23.5759993,90.5139444,,R812.lrps.htm
,LRP009a,8.329,Bridge,"Bridge start, Muktarpur Bridge",23.5759993,90.5139444,,R812.lrps.htm
,LRP010,8.995,Km Post,Km post missing,23.5704993,90.5128056,,R812.lrps.htm
,LRP010a,9.849,Bridge,Bridge end,23.5631944,90.5102778,,R812.lrps.htm
,LRP011,9.995,Km Post,Km post missing,23.5620278,90.51025,,R812.lrps.htm
,LRP011a,10.159,"Side Road, Left",Road to Munshiganj Town,23.5602222,90.5101389,,R812.lrps.htm
,LRP011b,10.607,Culvert,Box Culvert,23.5568056,90.5075,,R812.lrps.htm
,LRP012,10.995,Km Post,Km post missing,23.5548611,90.5052222,,R812.lrps.htm
,LRP012a,11,Bridge,Bridge start,23.5548333,90.5051944,,R812.lrps.htm
,LRP012b,11.015,Bridge,Bridge end,23.5546944,90.5050278,,R812.lrps.htm
,LRP012c,11.206,Culvert,Box Culvert,23.5533889,90.5036389,,R812.lrps.htm
,LRP012d,11.55,Culvert,Box Culvert,23.5516667,90.5009167,,R812.lrps.htm
,LRP013,11.995,Km Post,Km post missing,23.5505278,90.496833,,R812.lrps.htm
,LRP013a,12,Cross Road,Z8121 Rekabi Bazar- Munshiganj Road,23.5503611,90.4929997,,R812.lrps.htm
,LRP013b,12.336,Culvert,Box Culvert,23.5496663,90.4893608,,R812.lrps.htm
,LRP014,12.375,Km Post,Mawa 30 km,23.5495274,90.4934997,,R812.lrps.htm
,LRP014a,13,Culvert,Box Culvert,23.5492774,90.4927219,,R812.lrps.htm
,LRP014b,13.22,"Side Road, Right",Z8004 at Hatimara ( Munshiganj- Srinagar Road),23.5466663,90.4858886,,R812.lrps.htm
,LRP015,13.375,Km Post,Km post missing,23.5454163,90.4859441,,R812.lrps.htm
,LRP016,14.375,Km Post,Mawa 28 km,23.537083,90.4874997,,R812.lrps.htm
,LRP016a,14.95,Bridge,Bridge Start,23.534083,90.4844997,,R812.lrps.htm
,LRP016b,14.981,Bridge,Bridge End,23.5341386,90.4843886,,R812.lrps.htm
,LRP017,15.315,Km Post,Mawa 27 km,23.5311938,90.4829993,,R812.lrps.htm
,LRP017a,15.815,Bridge,Bridge start,23.5292493,90.4787493,,R812.lrps.htm
,LRP017b,15.838,Bridge,Bridge end,23.5292216,90.4785549,,R812.lrps.htm
,LRP017c,16.305,Bridge,Bridge start,23.5272771,90.4749716,,R812.lrps.htm
,LRP017d,16.327,Bridge,Bridge end,23.5272216,90.4747771,,R812.lrps.htm
,LRP018,16.335,Km Post,Mawa 26 km,23.5271938,90.4746938,,R812.lrps.htm
,LRP019,17.335,Km Post,Mawa 25 km,23.5203327,90.4711104,,R812.lrps.htm
,LRP019a,17.51,Bridge,Bridge Start,23.518916,90.4709993,,R812.lrps.htm
,LRP019b,17.532,Bridge,Bridge End,23.5187216,90.4709993,,R812.lrps.htm
,LRP020,18.335,Km Post,Mawa 24 km,23.5118333,90.4683604,,R812.lrps.htm
,LRP020a,18.464,Bridge,Bridge start,23.5108056,90.4679716,,R812.lrps.htm
,LRP020b,18.503,Bridge,Bridge end,23.5107778,90.4675827,,R812.lrps.htm
,LRP021,19.385,Km Post,Mawa 23 km,23.5153056,90.4629167,,R812.lrps.htm
,LRP022,20.385,Km Post,Mawa 22 km,23.5152778,90.4541944,,R812.lrps.htm
,LRP023,21.385,Km Post,Mawa 21 km,23.5136111,90.4446108,,R812.lrps.htm
,LRP024,22.385,Km Post,Mawa 20 km,23.5103333,90.4357219,,R812.lrps.htm
,LRP024a,22.67,Bridge,Bridge Start,23.5091944,90.433333,,R812.lrps.htm
,LRP024b,22.71,Bridge,Bridge End,23.509,90.4329993,,R812.lrps.htm
,LRP025,23.385,Km Post,Mawa 19 km,23.5048056,90.427916,,R812.lrps.htm
,LRP025a,23.76,Bridge,Bridge start,23.5027222,90.4251382,,R812.lrps.htm
,LRP025b,23.81,Bridge,Bridge end,23.5024167,90.4247493,,R812.lrps.htm
,LRP025c,24.324,Bridge,Bridge start,23.499583,90.4208327,,R812.lrps.htm
,LRP025d,24.359,Bridge,Bridge end,23.4994163,90.4207493,,R812.lrps.htm
,LRP026,24.385,Km Post,Mawa 18 km,23.4991663,90.4201938,,R812.lrps.htm
,LRP027,25.385,Km Post,Mawa 17 km,23.495833,90.4113611,,R812.lrps.htm
,LRP027a,26.139,Bridge,Bridge Start,23.4914997,90.4070556,,R812.lrps.htm
,LRP027b,26.224,Bridge,Bridge End,23.491833,90.4060556,,R812.lrps.htm
,LRP028,26.385,Km Post,Km post missing,23.492333,90.4046111,,R812.lrps.htm
,LRP028a,27.315,Bridge,Bridge start,23.4882497,90.3970274,,R812.lrps.htm
,LRP028b,27.348,Bridge,Bridge end,23.488083,90.3967497,,R812.lrps.htm
,LRP029,27.385,Km Post,Mawa 15 km,23.4878052,90.3950274,,R812.lrps.htm
,LRP030,28.385,Km Post,Mawa 14 km,23.4830549,90.3878608,,R812.lrps.htm
,LRP030a,28.785,Bridge,Bridge Start,23.4821938,90.384083,,R812.lrps.htm
,LRP030b,28.843,Bridge,Bridge End,23.4820549,90.383583,,R812.lrps.htm
,LRP031,29.365,Km Post,Mawa 13 km,23.4809438,90.3785827,,R812.lrps.htm
,LRP031a,30.29,Bridge,Bridge start,23.4793604,90.3697216,,R812.lrps.htm
,LRP031b,30.36,Bridge,Bridge end,23.4790271,90.3691104,,R812.lrps.htm
,LRP032,30.365,Km Post,Km post missing,23.4790271,90.3691104,,R812.lrps.htm
,LRP033,31.415,Km Post,Mawa 11 km,23.4760549,90.3591944,,R812.lrps.htm
,LRP033a,31.781,Bridge,Bridge start,23.4751104,90.3557778,,R812.lrps.htm
,LRP033b,31.846,Bridge,Bridge end,23.474916,90.3551944,,R812.lrps.htm
,LRP034,32.465,Km Post,Mawa 10km,23.4737493,90.3493052,,R812.lrps.htm
,LRP034a,33.112,"Side Road, Right",Z8203 at Lohaganj,23.4716938,90.3433608,,R812.lrps.htm
,LRP034b,33.211,Bridge,Bridge start,23.4713604,90.3424719,,R812.lrps.htm
,LRP034c,33.243,Bridge,Bridge end,23.4715271,90.3421663,,R812.lrps.htm
,LRP035,33.445,Km Post,Mawa 9 km,23.4741382,90.3401941,,R812.lrps.htm
,LRP036,34.445,Km Post,Km post missing,23.4671938,90.3329993,,R812.lrps.htm
,LRP036a,34.915,Bridge,Bridge Start,23.4687771,90.3296104,,R812.lrps.htm
,LRP036b,34.954,Bridge,Bridge End,23.4682771,90.3295549,,R812.lrps.htm
,LRP037,35.305,Km Post,Mawa 7 km,23.4690271,90.3260827,,R812.lrps.htm
,LRP037a,35.317,Bridge,Bridge Start,23.4689993,90.3259716,,R812.lrps.htm
,LRP037b,35.339,Bridge,Bridge End,23.4688604,90.3258327,,R812.lrps.htm
,LRP038,36.305,Km Post,Mawa 6 km,23.4692771,90.3168882,,R812.lrps.htm
,LRP038a,36.491,Bridge,Bridge Start,23.4705271,90.3156111,,R812.lrps.htm
,LRP038b,36.523,Bridge,Bridge End,23.470416,90.3153333,,R812.lrps.htm
,LRP039,37.29,Km Post,Mawa 5 km,23.474166,90.3095833,,R812.lrps.htm
,LRP039a,37.39,Bridge,Bridge Start,23.4744716,90.3088333,,R812.lrps.htm
,LRP039b,37.425,Bridge,Bridge End,23.4745271,90.3083611,,R812.lrps.htm
,LRP040,38.29,Km Post,Mawa 4 km,23.4780271,90.3023611,,R812.lrps.htm
,LRP040a,38.444,Bridge,Bridge start,23.4780827,90.3009167,,R812.lrps.htm
