,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start of road at Bus stand ,Infront of Jama Mosque and Intersection of N706 & R765 Navaran,Jessore.",23.0581389,88.9994441,,R765.lrps.htm
,LRP001,0.01,Km Post,"Satkhira 43 km, Kolarowa 25 km",23.0580833,88.9994441,,R765.lrps.htm
,LRP001a,0.015,Culvert,Box culvert,23.0580278,88.9994441,,R765.lrps.htm
,LRP001b,0.27,Rail Road Crossing,Benapole Rail,23.0558889,88.9994441,,R765.lrps.htm
,LRP001c,0.89,Culvert,Box Culvert,23.0503333,88.9994719,,R765.lrps.htm
,LRP002,1.01,Km Post,Km post Broken,23.0491386,88.9994997,,R765.lrps.htm
,LRP002a,1.32,Culvert,Box Culvert,23.046333,88.9991941,,R765.lrps.htm
,LRP002b,1.537,Culvert,Box Culvert,23.0443608,88.9989163,,R765.lrps.htm
,LRP003,2.01,Km Post,"Satkhira 41 km, Kolarowa 23 km",23.0401108,88.9987219,,R765.lrps.htm
,LRP004,3,Km Post,"Satkhira 40 km, lIlishpur 13 km",23.0313327,88.9991941,,R765.lrps.htm
,LRP004a,3.064,Culvert,Box culvert,23.0308049,88.9993886,,R765.lrps.htm
,LRP004b,3.709,Culvert,Bx culvert,23.0259716,88.9974997,,R765.lrps.htm
,LRP005,4.01,Km Post,"Satkhira 39 km, Kolarowa 21 km",23.022916,88.9961386,,R765.lrps.htm
,LRP005a,4.662,Culvert,Box Culvert,23.0172771,88.994333,,R765.lrps.htm
,LRP006,5.02,Km Post,"Satkhira 38 km, lIlishpur 11 km",23.0141389,88.9934719,,R765.lrps.htm
,LRP006a,5.203,Culvert,Box culvert,23.0125556,88.9931386,,R765.lrps.htm
,LRP006b,5.21,Culvert,Box culvert,23.0123333,88.993083,,R765.lrps.htm
,LRP007,6.015,Km Post,"Satkhira 37 km, Kolarowa 19 km",23.0055833,88.990833,,R765.lrps.htm
,LRP007a,6.139,Culvert,Box culvert,23.00475,88.9899719,,R765.lrps.htm
