,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of Road from N2 at Shahepratap,23.9098056,90.6879163,,R210.lrps.htm
,LRPSa,0.554,Culvert,Box Culvert,23.9113889,90.6931108,,R210.lrps.htm
,LRPSb,0.963,Bridge,Bridge start,23.9121944,90.6968052,,R210.lrps.htm
,LRP001,1,Km Post,Km post missing,23.9123611,90.6972774,,R210.lrps.htm
,LRPSc,1,Bridge,Bridge end,23.9123611,90.6972774,,R210.lrps.htm
,LRP001a,1.334,Cross Road,R 114,23.9133056,90.7003333,,R210.lrps.htm
,LRP001b,1.815,Culvert,Box Culvert,23.9151111,90.7043611,,R210.lrps.htm
,LRP002,2,Km Post,Km post missing,23.9158333,90.7058611,,R210.lrps.htm
,LRP002a,2.8,Monument,Monument,23.9185549,90.7131389,,R210.lrps.htm
,LRP003,3,Km Post,Km post missing,23.9184438,90.7148889,,R210.lrps.htm
,LRP003a,3.295,Monument,Monument,23.9199438,90.7174716,,R210.lrps.htm
,LRP003b,3.57,Monument,Monument,23.9217216,90.7194993,,R210.lrps.htm
,LRP004,4,Km Post,Km post missing,23.9250549,90.7192771,,R210.lrps.htm
,LRP004a,4.205,Monument,Monument,23.9263882,90.7206104,,R210.lrps.htm
,LRP004b,4.965,Cross Road,R 114,23.9311104,90.7245827,,R210.lrps.htm
,LRPE,4.99,Others,End of road at Arsinagar Rail Crossing intersect with Z 2033,23.9313049,90.7245271,,R210.lrps.htm
,,,,,,,,R210.lrps.htm
,,,,,,,,R210.lrps.htm
