Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic,source_file
,,LRP,Offset,Chainage,LRP,Offset,Chainage,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),Z8003.traffic.htm
Z8003-1,Hashara-Kharsur,LRPS,0,0,LRPS,11105,11.105,11.105,0.0,32.0,70.0,0.0,25.0,23.0,11.0,16.0,599.0,170.0,153.0,1067.0,0.0,946.0,1220.0,2166.0,2166.0,Z8003.traffic.htm
,,,,,,,,,,,,,,,,,,,,,,,,,,Z8003.traffic.htm
*  Traffic survey was not done on the link. It was assumed that the traffic will be equivalent to that of another link. Please click on the AADT figure to view the referenced link.  Traffic survey is done once in a year. This information was last updated in the year,,,,,,,,,,,,,,,,,,,,,,,,,,Z8003.traffic.htm
