,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of Road from N8 in front of Barisal university,22.657,90.3617222,,N801.lrps.htm
,LRPSa,0.295,Culvert,Box Culvert,22.6579722,90.3643056,,N801.lrps.htm
,LRP001,0.3,Km Post,Bhola 32 km,22.6579722,90.3643056,,N801.lrps.htm
,LRP002,1.31,Km Post,Bhola 31 km,22.6579722,90.3643056,,N801.lrps.htm
,LRP002a,1.32,Culvert,Box Culvert,22.6625278,90.3726382,,N801.lrps.htm
,LRP002b,1.52,Culvert,Box Culvert,22.6639167,90.3738604,,N801.lrps.htm
,LRP002c,1.82,Culvert,Box Culvert,22.6660556,90.3755549,,N801.lrps.htm
,LRP002d,2.074,Culvert,Box Culvert start,22.6678882,90.3769993,,N801.lrps.htm
,LRP002e,2.109,Culvert,Box Culvert start,22.6681382,90.3771938,,N801.lrps.htm
,LRP003,2.32,Km Post,Bhola 30km,22.6696938,90.3783882,,N801.lrps.htm
,LRP003a,2.43,Culvert,Box Culvert,22.6704993,90.3789716,,N801.lrps.htm
,LRP003b,2.729,Culvert,Box Culvert,22.6729993,90.3801938,,N801.lrps.htm
,LRP003c,3.24,Culvert,Box Culvert,22.6771382,90.3821382,,N801.lrps.htm
,LRP004,3.37,Km Post,Bhola 29km,22.6781938,90.3826104,,N801.lrps.htm
,LRP004a,3.579,Culvert,Box Culvert,22.6799438,90.3834163,,N801.lrps.htm
,LRP004b,3.76,Culvert,Box Culvert,22.6814438,90.3840552,,N801.lrps.htm
,LRP005,4.37,Km Post,Bhola 28km,22.6861663,90.3869719,,N801.lrps.htm
,LRP005a,4.512,Culvert,Box Culvert,22.6870274,90.3879719,,N801.lrps.htm
,LRP006,4.806,Km Post,Bhola 27.5 km,22.688583,90.3904441,,N801.lrps.htm
,LRP006a,4.816,Culvert,Box Culvert,22.6886663,90.3903052,,N801.lrps.htm
,LRPE,4.825,Others,End of road and intersect with N809,22.6888052,90.390333,,N801.lrps.htm
,,,,,,,,N801.lrps.htm
,,,,,,,,N801.lrps.htm
