,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start at Traffic more Bus Stand Infront of Maa General Store and Intersection with N6,Pabna.",24.0073889,89.2587222,,N604.lrps.htm
,LRPSa,0.075,Others,Dual Carriageway start,24.0073056,89.2583056,,N604.lrps.htm
,LRPSb,0.64,Culvert,Slab Culvert,24.0067778,89.2528056,,N604.lrps.htm
,LRPSc,0.9,Culvert,Slab Culvert,24.0063889,89.25025,,N604.lrps.htm
,LRPSd,0.943,"Turn off, Left","Turn off,Left",24.0063611,89.2492497,,N604.lrps.htm
,LRP001,1,Km Post,Km Post Missing,24.0063333,89.2492774,,N604.lrps.htm
,LRP001a,1.113,Others,Dual Carriageway end,24.0058333,89.248333,,N604.lrps.htm
,LRP001b,1.582,Culvert,Slab Culvert,24.0019444,89.2469441,,N604.lrps.htm
,LRP001c,1.9,Others,Dual Carriageway start,23.9992219,89.2459163,,N604.lrps.htm
,LRP001d,1.98,"Side Road, Left",R-601 Road to Sujanogor,23.9991663,89.245583,,N604.lrps.htm
,LRP002,2,Km Post,Km post missing,23.9991663,89.2453886,,N604.lrps.htm
,LRP002a,2.43,Others,Dual Carriageway end,23.9986663,89.2405274,,N604.lrps.htm
,LRP002b,2.5,Culvert,Box Culvert,23.9986386,89.2403608,,N604.lrps.htm
,LRP002c,2.84,Culvert,Box Culvert,23.9990274,89.2352497,,N604.lrps.htm
,LRP003,3,Km Post,Km Post Missing,23.9990274,89.2357219,,N604.lrps.htm
,LRP003a,3.184,Monument,Central Shahid Minar,23.9993052,89.2337219,,N604.lrps.htm
,LRP003b,3.386,Round About,Police Line more (R603 on Left),24.0005,89.2486108,,N604.lrps.htm
,LRP003c,3.59,Culvert,Slab Culvert,24.00225,89.2326382,,N604.lrps.htm
,LRP003d,3.78,Culvert,Slab Culvert,24.0039167,89.2332771,,N604.lrps.htm
,LRP004,4,Km Post,Km Post Missing,24.0050278,89.2347774,,N604.lrps.htm
,LRP004a,4.44,Round About,Traffic more,24.0075556,89.2381663,,N604.lrps.htm
,LRP004b,4.59,Bridge,R.C.C Bridge start,24.0083333,89.2372774,,N604.lrps.htm
,LRP004c,4.63,Bridge,R.C.C Bridge end,24.0087222,89.2370274,,N604.lrps.htm
,LRP004d,4.93,Culvert,Slab Culvert,24.0123056,89.2379997,,N604.lrps.htm
,LRP005,5,Km Post,Km Post Missing,24.0115,89.2383608,,N604.lrps.htm
,LRP005a,5.04,Others,Edward College Mohr,24.0117778,89.2383608,,N604.lrps.htm
,LRP005b,5.1,Others,Dual Carriageway start,24.0123056,89.2379997,,N604.lrps.htm
,LRP005c,5.56,Others,Dual Carriageway end,24.0150833,89.2350552,,N604.lrps.htm
,LRP005d,5.77,Others,Dual Carriageway start,24.0168604,89.2346941,,N604.lrps.htm
,LRP006,6,Km Post,Km Post Missing,24.0186382,89.2351386,,N604.lrps.htm
,LRP007,6.41,Km Post,Km post Established,24.0218604,89.2329438,,N604.lrps.htm
,LRP007a,6.775,Culvert,Box Culvert,24.0246382,89.2310827,,N604.lrps.htm
,LRP007b,6.788,Culvert,Box Culvert,24.0247216,89.2309993,,N604.lrps.htm
,LRP008,7.41,Km Post,Km post missing,24.0296382,89.227666,,N604.lrps.htm
,LRP008a,7.53,Culvert,Box Culvert,24.0310827,89.226666,,N604.lrps.htm
,LRPE,7.83,Others,Road end Infront of NR CNG Filling Station at Gachpara more meet with N6.,24.0322493,89.2258882,,N604.lrps.htm
,,,,,,,,N604.lrps.htm
,,,,,,,,N604.lrps.htm
