,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start from N 5 at Hatikamrul Round about,24.4192216,89.5518056,,N507.lrps.htm
,LRP001,0.14,Km Post,Natore 68 km Rajshahi 116 km,24.4188604,89.5505,,N507.lrps.htm
,LRP002,1.035,Km Post,Natore 67km Rajshahi 115km,25.4164722,89.5420552,,N507.lrps.htm
,LRP002a,1.092,Culvert,Box Culvert,25.4163889,89.5417497,,N507.lrps.htm
,LRP002b,1.705,Culvert,Box Culvert,25.4146667,89.5358052,,N507.lrps.htm
,LRP002c,2.03,Culvert,Box Culvert,24.4136111,89.5325271,,N507.lrps.htm
,LRP003,2.04,Km Post,Natore 66km Pabna 92km,24.4136944,89.5327216,,N507.lrps.htm
,LRP003a,2.389,Bridge,Start of bridge,24.4126667,89.5296382,,N507.lrps.htm
,LRP003b,2.447,Bridge,End of bridge,24.4124722,89.5290271,,N507.lrps.htm
,LRP003c,2.915,Culvert,Box Culvert,24.4108333,89.5244438,,N507.lrps.htm
,LRP004,3.05,Km Post,Natore 65km Rajshahi 113km,24.4105278,89.5234716,,N507.lrps.htm
,LRP004a,3.212,Culvert,Box Culvert,24.4102778,89.5220271,,N507.lrps.htm
,LRP004b,3.513,Culvert,Box Culvert,24.4101667,89.5213882,,N507.lrps.htm
,LRP004c,3.766,Culvert,Box Culvert,24.4100556,89.5163889,,N507.lrps.htm
,LRP005,4.06,Km Post,Natore 64km Rajshahi 112km,24.4098056,89.5136667,,N507.lrps.htm
,LRP005a,4.28,Bridge,Start of bridge,24.4094167,89.5115556,,N507.lrps.htm
,LRP005b,4.376,Bridge,End of bridge,24.4093056,89.5106944,,N507.lrps.htm
,LRP005c,4.697,Culvert,Box Culvert,24.4095,89.5077778,,N507.lrps.htm
,LRP005d,4.803,Culvert,Box Culvert,24.4083333,89.5063889,,N507.lrps.htm
,LRP006,5.07,Km Post,Natore 63km Kustia 120km,24.4068333,89.5046667,,N507.lrps.htm
,LRP006a,5.566,Culvert,Box Culvert,24.4042778,89.5006944,,N507.lrps.htm
,LRP006b,5.907,Culvert,Box Culvert,24.4029722,89.4969441,,N507.lrps.htm
,LRP007,6.07,Km Post,Natore 62km Kustia 119km,24.4026111,89.4959997,,N507.lrps.htm
,LRP007a,6.274,Culvert,Box Culvert,24.4020278,89.4941663,,N507.lrps.htm
,LRP008,7.08,Km Post,Natore 61km Rajshahi 109 km,24.3994441,89.4868052,,N507.lrps.htm
,LRP008a,7.982,Culvert,Box Culvert,24.3969441,89.4783327,,N507.lrps.htm
,LRP009,8.08,Km Post,Natore 60 km Pabna 86 km,24.3966386,89.477416,,N507.lrps.htm
,LRP009a,8.107,Culvert,Box Culvert,24.3961386,89.4761104,,N507.lrps.htm
,LRP009b,8.483,Culvert,Box Culvert,24.3970274,89.473666,,N507.lrps.htm
,LRP010,9.08,Km Post,Natore 59km Rajshahi 107 km,24.3932497,89.4681938,,N507.lrps.htm
,LRP010a,9.678,Culvert,Box Culvert,24.3917774,89.4626111,,N507.lrps.htm
,LRP010b,9.977,Culvert,Box Culvert,24.3909719,89.4598056,,N507.lrps.htm
,LRP011,10.08,Km Post,Natore 58 km Rajshahi 106 km,24.3906663,89.4588889,,N507.lrps.htm
,LRP011a,10.109,Culvert,Box Culvert,24.3902774,89.4578333,,N507.lrps.htm
,LRP012,11.09,Km Post,Natore 57 km Pabna 83 km,24.3875274,89.4496386,,N507.lrps.htm
,LRP012a,11.575,Culvert,Box Culvert,24.3859719,89.4449997,,N507.lrps.htm
,LRP012b,11.782,Culvert,Box Culvert,24.3853608,89.4431663,,N507.lrps.htm
,LRP012c,11.98,Bridge,Start of Bridge,24.3847497,89.4413052,,N507.lrps.htm
,LRP012d,12.04,Bridge,End of Bridge,24.3845552,89.4407774,,N507.lrps.htm
,LRP013,12.21,Km Post,Natore 56 km Rajshahi 104 km,24.3894997,89.4392497,,N507.lrps.htm
,LRP013a,12.437,Culvert,Box Culvert,24.3829438,89.437333,,N507.lrps.htm
