,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road Start from Z2801at Ambarkhana,24.9051111,91.8700271,,R248.lrps.htm
,LRP001,1,Km Post,Km post missing,24.90675,91.8791382,,R248.lrps.htm
,LRP001a,1.341,"Side Road, Right",R247,24.9066389,91.8804993,,R248.lrps.htm
,LRP001b,1.56,Culvert,Box Culvert,24.9062778,91.8818049,,R248.lrps.htm
,LRP002,2,Km Post,Km post missing,24.9070278,91.8883608,,R248.lrps.htm
,LRP002a,2.295,Culvert,Box Culvert,24.9069444,91.8886386,,R248.lrps.htm
,LRP002b,2.639,Culvert,Box Culvert,24.9048889,91.8910552,,R248.lrps.htm
,LRP003,3,Km Post,Km post missing,24.9036111,91.8941941,,R248.lrps.htm
,LRP003a,3.395,Culvert,Box Culvert,24.9028889,91.8979163,,R248.lrps.htm
,LRP004,4,Km Post,Km post missing,24.8987497,91.9010833,,R248.lrps.htm
,LRPE,4.257,Others,Road end with N2 at Tilagar point.,24.896333,91.9002778,,R248.lrps.htm
,,,,,,,,R248.lrps.htm
,,,,,,,,R248.lrps.htm
