,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start from Monument of Bindur more.,24.3744438,88.6040278,,R685.lrps.htm
,LRPSa,0.035,Rail Road Crossing,Rajshahi Chapai line,24.3747216,88.6041667,,R685.lrps.htm
,LRPSb,0.472,Culvert,X Drain,24.3816938,88.6076111,,R685.lrps.htm
,LRP001,1,Km Post,Km post missing,24.3820549,88.6077778,,R685.lrps.htm
,LRP001a,1.802,Culvert,Box Culvert,24.3722771,88.6079722,,R685.lrps.htm
,LRP002,1.95,Km Post,Naogaon 76 km,24.3903052,88.6078889,,R685.lrps.htm
,LRP002a,1.963,Culvert,Box Culvert,24.3904163,88.6078611,,R685.lrps.htm
,LRP002b,2.474,Culvert,Box Culvert,24.3949163,88.6076389,,R685.lrps.htm
,LRP003,2.95,Km Post,Km post missing,24.399583,88.6072778,,R685.lrps.htm
,LRP004,3.95,Km Post,Km post missing,24.4082222,88.6085556,,R685.lrps.htm
,LRP004a,3.995,Cross Road,N603,24.4085556,88.60875,,R685.lrps.htm
,LRP004b,4.183,Culvert,Box Culvert,24.41,88.6090556,,R685.lrps.htm
,LRP005,4.96,Km Post,Naogaon 73 km,24.4169438,88.6106111,,R685.lrps.htm
,LRP005a,5.06,Culvert,Box Culvert,24.417666,88.6106111,,R685.lrps.htm
,LRP005b,5.331,Culvert,Box Culvert,24.4200271,88.6106111,,R685.lrps.htm
,LRP005c,5.962,Culvert,Box Culvert,24.4257216,88.6106111,,R685.lrps.htm
,LRP006,5.98,Km Post,Naogaon 72 km,24.4260271,88.6106111,,R685.lrps.htm
,LRP006a,6.853,Culvert,6 V-Box Culvert,24.4337219,88.6106944,,R685.lrps.htm
,LRP007,7,Km Post,Naogaon 71 km,24.4349997,88.6106944,,R685.lrps.htm
,LRP007a,7.843,Culvert,Box Culvert,24.4423886,88.6122222,,R685.lrps.htm
,LRP008,8,Km Post,Naogaon 70 km,24.4436941,88.6125,,R685.lrps.htm
,LRP009,9,Km Post,Naogoan 69 km,24.4524722,88.6138889,,R685.lrps.htm
,LRP009a,9.293,Culvert,Box Culvert,24.4543611,88.6135278,,R685.lrps.htm
,LRP009b,9.84,Bridge,Bridge start,24.4592778,88.6130556,,R685.lrps.htm
,LRP009c,9.92,Bridge,Bridge end,24.4599444,88.6131389,,R685.lrps.htm
,LRP010,9.99,Km Post,Km post missing,24.4608889,88.6133333,,R685.lrps.htm
,LRP011,10.99,Km Post,Km post missing,24.4690827,88.6120556,,R685.lrps.htm
,LRP011a,10.995,Culvert,Box Culvert,24.4690271,88.6120833,,R685.lrps.htm
,LRP011b,11.407,Culvert,Box Culvert,24.4725549,88.6106944,,R685.lrps.htm
,LRP012,12.04,Km Post,Naogoan 66 km,24.4783604,88.6099167,,R685.lrps.htm
,LRP012a,12.05,Culvert,Box Culvert,24.4812493,88.6097222,,R685.lrps.htm
,LRP013,12.153,Km Post,Naogaon 65 km,24.4871663,88.6106667,,R685.lrps.htm
,LRP013a,12.381,Culvert,Box Culvert,24.4881108,88.6105556,,R685.lrps.htm
