,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of road from Gobindaganj thana more infornt of mayamoni hotel and resturant & intersection at N-5 & R 585,25.136333,89.3871941,,R585.lrps.htm
,LRP001,0.01,Km Post,Information not clear,25.1363052,89.3871108,,R585.lrps.htm
,LRP001a,0.622,Culvert,Box Culvert,25.1385552,89.3815827,,R585.lrps.htm
,LRP002,0.91,Km Post,km post broken,25.1398886,89.3782216,,R585.lrps.htm
,LRP002a,1.155,Bridge,P.C girder Bridge start,25.1407219,89.3765271,,R585.lrps.htm
,LRP002b,1.175,Bridge,P.C girder bridge end,25.1407219,89.3765271,,R585.lrps.htm
,LRP002c,1.613,Bridge,R.C.C. Brige start,25.1422219,89.3725827,,R585.lrps.htm
,LRP002d,1.636,Bridge,R.C.C. Bridge end,25.1422219,89.3725827,,R585.lrps.htm
,LRP003,2,Km Post,Km post missing,25.1436663,89.3691382,,R585.lrps.htm
,LRP004,3,Km Post,Info missing,25.1468608,89.3601111,,R585.lrps.htm
,LRP004a,3.053,Culvert,Box Culvert,25.1470274,89.3596111,,R585.lrps.htm
,LRP004b,3.584,Culvert,Box Culvert,25.148583,89.3546667,,R585.lrps.htm
,LRP005,4,Km Post,Km post missing,25.1499163,89.3507222,,R585.lrps.htm
,LRP005a,4.292,Culvert,Box Culvert,25.1511944,89.3482774,,R585.lrps.htm
,LRP005b,4.675,"Side Road, Left",Z5855 kata mohr,25.1535556,89.3453886,,R585.lrps.htm
,LRP006,5,Km Post,Km post missing,25.1561944,89.343333,,R585.lrps.htm
,LRP007,5.92,Km Post,Dinajpur 90km,25.1623333,89.3383608,,R585.lrps.htm
,LRP008,6.89,Km Post,Information missing,25.1693327,89.3327216,,R585.lrps.htm
,LRP008a,6.95,Culvert,Box culvert,25.1696938,89.3323604,,R585.lrps.htm
,LRP009,7.89,Km Post,Information not clear,25.1762493,89.3263604,,R585.lrps.htm
,LRP010,8.89,Km Post,Km post Missing,25.1825271,89.3193049,,R585.lrps.htm
,LRP011,9.79,Km Post,Km post broken,25.1893608,89.3149444,,R585.lrps.htm
,LRP012,10.79,Km Post,Information not clear,25.197083,89.3098056,,R585.lrps.htm
,LRP012a,10.99,Culvert,Box culvert,25.197083,89.3089722,,R585.lrps.htm
