,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start from Bhonga Rastar more Goalcimot.,23.6001111,89.8273882,,N803.lrps.htm
,LRPSa,0.164,"Turn off, Left",Turn off left,23.6008889,89.8286104,,N803.lrps.htm
,LRPSb,0.38,Bridge,Bridge start,23.6027778,89.8289438,,N803.lrps.htm
,LRPSc,0.486,Bridge,Bridge end,23.6036667,89.8292493,,N803.lrps.htm
,LRP001,1,Km Post,Km post missing,23.60275,89.8328604,,N803.lrps.htm
,LRP002,2,Km Post,Km post missing,23.6067222,89.8404719,,N803.lrps.htm
,LRP002a,2.45,"Side Road, Right",Right Z 8402,23.6086389,89.8446663,,N803.lrps.htm
,LRP003,3,Km Post,Km post missing,23.61075,89.8488886,,N803.lrps.htm
,LRP003a,3.14,Rail Road Crossing,Rail Crossing,23.6113889,89.85025,,N803.lrps.htm
,LRP003b,3.165,Culvert,Box Culvert,23.6114444,89.8503056,,N803.lrps.htm
,LRP004,4,Km Post,Km post missing,23.6160556,89.8545278,,N803.lrps.htm
,LRP004a,4.55,Cross Road,N803 and Z7108,23.6208327,89.8555556,,N803.lrps.htm
,LRP004b,4.83,Bridge,Bridge start,23.622666,89.8556389,,N803.lrps.htm
,LRP004c,4.869,Bridge,Bridge end,23.6229716,89.8556111,,N803.lrps.htm
,LRP005,5,Km Post,Km post missing,23.6241382,89.8554167,,N803.lrps.htm
,LRPE,6.13,Others,End at Shahid Shrbhan ghat.,23.6322771,89.8548333,,N803.lrps.htm
,,,,,,,,N803.lrps.htm
,,,,,,,,N803.lrps.htm
