,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start at bypass more, Intersection at R-545 & N516 folimara Naogaon.",24.838833,88.9114167,,N516.lrps.htm
,LRPSa,0.14,Monument,"Mukti Jhuddho Sthomvo, Bijoy",24.8390552,88.9128056,,N516.lrps.htm
,LRPSb,0.31,Culvert,3 V- Box culvert,24.8390552,88.9144444,,N516.lrps.htm
,LRPSc,0.462,Culvert,3 V-Box culvert,24.8391386,88.9159444,,N516.lrps.htm
,LRPSd,0.54,Culvert,2 V-Box culvert,24.8391663,88.9166938,,N516.lrps.htm
,LRPSe,0.92,Culvert,Box Culvert,24.8392497,88.9202771,,N516.lrps.htm
,LRP001,1.1,Km Post,Rangpur 148 Km,24.839083,88.9221382,,N516.lrps.htm
,LRP001a,1.3,Cross Road,"R-547, Naogaon-Joypurhat Road",24.8389719,88.9240271,,N516.lrps.htm
,LRP001b,1.365,Culvert,Box culvert,24.8388886,88.9247216,,N516.lrps.htm
,LRP002,2,Km Post,Dhaka 270 Km,24.8376941,88.9305827,,N516.lrps.htm
,LRP002a,2.27,Bridge,P.C. Girder Bridge start/Choto Jamuna bridge,24.8381386,88.9332216,,N516.lrps.htm
,LRP002b,2.385,Bridge,P.C. Girder Bridge end,24.838333,88.9342774,,N516.lrps.htm
,LRP002c,2.82,Culvert,Box Culvert,24.8373886,88.9379441,,N516.lrps.htm
,LRP003,3.02,Km Post,Sirajgonj 107 Km/Broken,24.8362219,88.9391663,,N516.lrps.htm
,LRP003a,3.403,Culvert,Box Culvert,24.8337497,88.9418886,,N516.lrps.htm
,LRP004,3.96,Km Post,Bonghobondhu Bridge120 Km,24.8300827,88.945833,,N516.lrps.htm
,LRP004a,4.11,Culvert,Box Culvert,24.829166,88.946833,,N516.lrps.htm
,LRP004b,4.804,Culvert,Box Culvert,24.8254716,88.9522222,,N516.lrps.htm
,LRP005,4.94,Km Post,Bogra 42 Km,24.8248604,88.9535,,N516.lrps.htm
,LRP005a,5.11,Culvert,Box Culvert,24.8242493,88.9549722,,N516.lrps.htm
,LRP005b,5.772,Culvert,Box Culvert,24.821416,88.9608333,,N516.lrps.htm
,LRP006,5.92,Km Post,Jamalpur 225 km,24.8208327,88.9620833,,N516.lrps.htm
,LRP006a,6.046,Culvert,Box culvert,24.8204438,88.9632778,,N516.lrps.htm
,LRP006b,6.32,Bridge,Bridge start/Tulshi Ganga bridge,24.8193882,88.9658056,,N516.lrps.htm
,LRP006c,6.36,Bridge,Bridge end,24.8191938,88.9661111,,N516.lrps.htm
,LRP006d,6.632,Culvert,Box culvert,24.8177771,88.9681938,,N516.lrps.htm
,LRP007,6.91,Km Post,Rangpur 142 Km,24.8165278,88.970416,,N516.lrps.htm
,LRP007a,6.911,Culvert,Box Culvert,24.8163056,88.9707493,,N516.lrps.htm
,LRP007b,7.141,Culvert,Box Culvert,24.8153889,88.9724993,,N516.lrps.htm
,LRP007c,7.81,Culvert,Box Culvert,24.8148889,88.978916,,N516.lrps.htm
,LRP008,7.875,Km Post,Borguna 39 Km/Broken,24.8147778,88.9798882,,N516.lrps.htm
,LRPE,8,Others,"Road end at Shantahar bypass more, & Intersection with R-5454,Shantahar,Bogra.",24.8146111,88.9809993,,N516.lrps.htm
,,,,,,,,N516.lrps.htm
,,,,,,,,N516.lrps.htm
