,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start of road from Intersection of N604 &R601 infront of Ananta Cinema hall Traffic island,Pabna.",23.9991663,89.2452774,,R601.lrps.htm
,LRP001,0.01,Km Post,Sujanagar 19 km,23.999083,89.2454441,,R601.lrps.htm
,LRP001a,0.584,Culvert,Box Culvert,24.0007222,89.2504722,,R601.lrps.htm
,LRP002,1.035,Km Post,Najirgonj 36 km,24.0009167,89.2548611,,R601.lrps.htm
,LRP002a,1.438,Culvert,2 Vent Box Culvert,24.0000278,89.2585556,,R601.lrps.htm
,LRP003,2.065,Km Post,Baderhat 51 km,23.9999163,89.2645833,,R601.lrps.htm
,LRP004,3.07,Km Post,Kashinathpur 58 km,23.9962774,89.2731104,,R601.lrps.htm
,LRP004a,3.472,Culvert,1 Vent Box Culvert,23.9953608,89.2766104,,R601.lrps.htm
,LRP004b,3.89,Culvert,2 Vent Box Culvert,23.9954441,89.2805549,,R601.lrps.htm
,LRP005,4.065,Km Post,Infor.missing,23.9954441,89.2823882,,R601.lrps.htm
,LRP006,4.997,Km Post,Suzanagar 14 km,23.9929441,89.3074722,,R601.lrps.htm
,LRP006a,5.38,Culvert,Box. Culvert,23.9916941,89.294583,,R601.lrps.htm
,LRP007,5.982,Km Post,Najirgonj 31 km,23.989833,89.3,,R601.lrps.htm
,LRP007a,6.158,Culvert,Box Culvert,23.9893052,89.30175,,R601.lrps.htm
,LRP007b,6.734,Culvert,Box Culvert,23.9876386,89.3070278,,R601.lrps.htm
,LRP008,7.007,Km Post,Bader hat 46 km,23.9868608,89.3096111,,R601.lrps.htm
,LRP008a,7.373,Culvert,Box culvert,23.985833,89.329666,,R601.lrps.htm
,LRP009,7.967,Km Post,Kshinathpur 53 km,23.9841941,89.3185271,,R601.lrps.htm
,LRP009a,8.029,Culvert,Slab Culvert,23.9839997,89.3191104,,R601.lrps.htm
,LRP009b,8.934,Culvert,3 Vent Box Culvert,23.9799993,89.326666,,R601.lrps.htm
,LRP010,8.973,Km Post,Kazirhat 47 km,23.9797493,89.3270271,,R601.lrps.htm
