,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start at Dosmile more infront of RHD distance sign boart Sharing Saidpur and Dinajpur.,25.7565556,88.6736938,,N508.lrps.htm
,LRP001,0.155,Km Post,Km post broken,25.75525,88.6734716,,N508.lrps.htm
,LRP002,1.155,Km Post,Km post missing,25.7462774,88.6716938,,N508.lrps.htm
,LRP003,2.085,Km Post,Dinajpur 14km,25.7382219,88.6704716,,N508.lrps.htm
,LRP004,3.085,Km Post,Km post missing,25.7292493,88.6680271,,N508.lrps.htm
,LRP005,4.055,Km Post,Fulbari 52km,25.721166,88.6647222,,N508.lrps.htm
,LRP005a,4.605,"Turn off, Right",Turn off right,25.7160278,88.6631667,,N508.lrps.htm
,LRP006,5.055,Km Post,Km post missing,25.7130556,88.6605556,,N508.lrps.htm
,LRP007,6.055,Km Post,Dinajpur 10km,25.7045556,88.6573333,,N508.lrps.htm
,LRP007a,6.065,Culvert,Box Culvert,25.7045556,88.6573333,,N508.lrps.htm
,LRP008,7.055,Km Post,Km post missing,25.6956108,88.6561389,,N508.lrps.htm
,LRP009,8.055,Km Post,Fulbari 48km,25.6867774,88.6553611,,N508.lrps.htm
,LRP009a,8.164,Culvert,Box Culvert,25.6858052,88.6552222,,N508.lrps.htm
,LRP010,9.055,Km Post,Km post missing,25.677916,88.6530833,,N508.lrps.htm
,LRP011,10.055,Km Post,Dinajpur 6km,25.6692771,88.65025,,N508.lrps.htm
,LRP012,11.055,Km Post,Km post missing,25.66025,88.6484719,,N508.lrps.htm
,LRP013,12.055,Km Post,Fulbari 44km,25.6519167,88.6465552,,N508.lrps.htm
,LRP013a,12.145,"Side Road, Left",R586 Dinajpur by pass.,25.6509167,88.6464719,,N508.lrps.htm
,LRP013b,12.92,Culvert,Cross Drain,25.6456941,88.6436108,,N508.lrps.htm
,LRP014,13.055,Km Post,Km post missing,25.6437497,88.6422219,,N508.lrps.htm
,LRP014a,14,Culvert,Slab Culvert,25.6356663,88.6381941,,N508.lrps.htm
,LRP015,14.075,Km Post,Dinajpur 2km,25.6354441,88.6380274,,N508.lrps.htm
,LRP015a,14.08,Round About,Cross Drain,25.6344163,88.6372219,,N508.lrps.htm
,LRP015b,14.455,Round About,Gonesh tola more,25.6323882,88.6361386,,N508.lrps.htm
,LRP015c,15.045,Round About,Lili more,25.6276104,88.634083,,N508.lrps.htm
,LRP015d,15.05,Round About,Lili more,25.6276104,88.634083,,N508.lrps.htm
,LRP016,15.075,Km Post,Km post missing,25.6276104,88.634083,,N508.lrps.htm
,LRP016a,15.275,Culvert,Cross Drain Culvert,25.6271104,88.6361663,,N508.lrps.htm
,LRP016b,15.375,Monument,Shadinota Chattar,25.6263327,88.6367497,,N508.lrps.htm
,LRP016c,15.38,"Side Road, Left",R 585 to Gobindaganj,25.6259438,88.6366941,,N508.lrps.htm
,LRP016d,15.625,Rail Road Crossing,Dinajpur Rail,25.6241382,88.6359997,,N508.lrps.htm
,LRPE,15.975,Others,End of road at RHD km Sing board Dinajpur 0km infront of D.C.office Dinajpur.,25.6215827,88.6347497,,N508.lrps.htm
,,,,,,,,N508.lrps.htm
,,,,,,,,N508.lrps.htm
