,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Road start N-6 at New Bus Stand More, Harishpur,Natore.",24.4105833,89.0080278,,N602.lrps.htm
,LRPSa,0.064,Round About,Jakir Chattar,24.4106667,89.0075278,,N602.lrps.htm
,LRP001,1,Km Post,Km post missing,24.4119722,89.9986108,,N602.lrps.htm
,LRP001a,1.25,"Side Road, Right","Bogra,Natore Highway (N502)",24.4120278,89.9963052,,N602.lrps.htm
,LRP001b,1.683,Culvert,Cross Drain,24.412,89.9962774,,N602.lrps.htm
,LRP001c,1.922,Culvert,R.C.C Culvert,24.4126667,88.9898052,,N602.lrps.htm
,LRP002,2,Km Post,Km post missing,24.4129167,89.9891386,,N602.lrps.htm
,LRP002a,2.32,"Side Road, Left",Road to walia (Z6011),24.4140833,89.9862219,,N602.lrps.htm
,LRP003,3,Km Post,Km post missing,24.414,89.9800549,,N602.lrps.htm
,LRP003a,3.304,Culvert,R.C.C culvert,24.4129444,89.9774716,,N602.lrps.htm
,LRP003b,3.675,Culvert,Cross Drain,24.4119722,88.9738327,,N602.lrps.htm
,LRP003c,3.782,Culvert,Brick Machinary culvert,24.41175,88.9729438,,N602.lrps.htm
,LRP004,4,Km Post,Km post missing,24.4111667,89.9707493,,N602.lrps.htm
,LRP004a,4.42,Monument,Iman Chattar(Station Road),24.4101389,89.9667771,,N602.lrps.htm
,LRP004b,4.63,Rail Road Crossing,"Khulna ,Sayedpur Rail",24.4085,89.9661667,,N602.lrps.htm
,LRP004c,5,"Side Road, Right","Natore,Noagoan road (R548)",24.4086111,89.9625,,N602.lrps.htm
,LRP005,5.02,Km Post,Km post missing,24.4086667,89.9626944,,N602.lrps.htm
,LRPE,5.64,Others,"Road end & Connect with N6 at Belghoria Bypass more ,Natore.",24.4065833,89.9568056,,N602.lrps.htm
,,,,,,,,N602.lrps.htm
,,,,,,,,N602.lrps.htm
