,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of road from N1,22.5226382,91.7040833,,N129.lrps.htm
,LRPSa,0.492,Culvert,Box Culvert,22.5207493,91.7083056,,N129.lrps.htm
,LRP001,1,Km Post,Km post missing,22.5173604,91.7118889,,N129.lrps.htm
,LRP001a,1.302,Bridge,Bridge start,22.5141389,91.7113333,,N129.lrps.htm
,LRP001b,1.334,Bridge,Bridge end,22.5139167,91.7114167,,N129.lrps.htm
,LRP001c,1.85,"Side Road, Right",Z1025 (Kumira Sandwip Road),22.5093611,91.7125833,,N129.lrps.htm
,LRP002,2,Km Post,Km post missing,22.5081111,91.7124444,,N129.lrps.htm
,LRP002a,2.61,Culvert,Box Culvert,22.5031111,91.7131944,,N129.lrps.htm
,LRPE,2.79,Others,End of road Intersecting N1,22.5015833,91.7134722,,N129.lrps.htm
,,,,,,,,N129.lrps.htm
,,,,,,,,N129.lrps.htm
