,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from N-2 at Bhulta.,23.7856108,90.5705549,,R203.lrps.htm
,LRPSa,0.26,Culvert,Box Culvert,23.7845274,90.5728327,,R203.lrps.htm
,LRPSb,0.865,Culvert,Box Culvert,23.7841386,90.5787771,,R203.lrps.htm
,LRP001,1,Km Post,Km post missing,23.7840552,90.5798604,,R203.lrps.htm
,LRP001a,1.31,Culvert,Box Culvert,23.7838886,90.5830549,,R203.lrps.htm
,LRP002,2,Km Post,Km post missing,23.784583,90.5895274,,R203.lrps.htm
,LRP002a,2.01,Culvert,Box Culvert,23.7846663,90.5897497,,R203.lrps.htm
,LRP002b,2.89,Culvert,Box Culvert,23.7873608,90.5974997,,R203.lrps.htm
,LRP003,3,Km Post,Km post missing,23.7872774,90.5988886,,R203.lrps.htm
,LRP003a,3.87,Bridge,Bridge start,23.7913886,90.6071944,,R203.lrps.htm
,LRP003b,3.886,Bridge,Bridge end,23.7904441,90.6065278,,R203.lrps.htm
,LRP004,4,Km Post,Km post missing,23.7913886,90.6071111,,R203.lrps.htm
,LRP004a,4.392,Bridge,Bridge start,23.7921386,90.6096667,,R203.lrps.htm
,LRP004b,4.45,Bridge,Bridge end,23.7951108,90.6073056,,R203.lrps.htm
,LRP004c,4.46,Culvert,Box culvert,23.7919719,90.6111667,,R203.lrps.htm
,LRP005,5.04,Km Post,Infor. missing,23.7934441,90.6163056,,R203.lrps.htm
,LRP005a,5.124,Bridge,Bridge start,23.7936386,90.6170271,,R203.lrps.htm
,LRP005b,5.174,Bridge,Bridge end,23.7937219,90.6174716,,R203.lrps.htm
,LRP006,6.04,Km Post,Km post missing,23.7926663,90.6258327,,R203.lrps.htm
,LRP007,7.04,Km Post,Km post missing,23.7890552,90.634333,,R203.lrps.htm
,LRP007a,7.614,Culvert,Box Culvert,23.7893886,90.6394997,,R203.lrps.htm
,LRP008,8.04,Km Post,Km post missing,23.7886386,90.6439997,,R203.lrps.htm
,LRP008a,8.572,Culvert,Box Culvert,23.7892774,90.6486941,,R203.lrps.htm
,LRP009,9.04,Km Post,Km post missing,23.7894997,90.6538056,,R203.lrps.htm
,LRP009a,9.1,Cross Road,"To Bostail ,R-114",23.7893886,90.6542222,,R203.lrps.htm
,LRP009b,9.13,Culvert,Box Culvert,23.7893608,90.6545,,R203.lrps.htm
,LRP010,10.04,Km Post,Km post missing,23.7879441,90.6614167,,R203.lrps.htm
,LRP010a,10.13,Bridge,Bridge start,23.7882219,90.6626111,,R203.lrps.htm
,LRP010b,10.162,Bridge,Bridge end,23.7881663,90.6628333,,R203.lrps.htm
,LRP011,11.03,Km Post,Infor. missing,23.788333,90.6707493,,R203.lrps.htm
,LRP011a,11.52,Culvert,Box Culvert,23.7884163,90.6758049,,R203.lrps.htm
,LRP012,12.03,Km Post,Km post missing,23.7880552,90.680416,,R203.lrps.htm
,LRP012a,12.074,Culvert,Box Culvert,23.7881941,90.680916,,R203.lrps.htm
,LRP012b,12.462,Culvert,Box culvert,23.7887774,90.6681382,,R203.lrps.htm
,LRP013,13.03,Km Post,Km post missing,23.7894163,90.6902774,,R203.lrps.htm
,LRP013a,13.983,Bridge,Bridge start,23.7907497,90.6982219,,R203.lrps.htm
,LRP013b,14.001,Bridge,Bridge end,23.7907774,90.6983608,,R203.lrps.htm
,LRP014,14.016,Km Post,Infor. missing,23.7907497,90.6984719,,R203.lrps.htm
,LRP015,15.016,Km Post,Km post missing,23.790833,90.7078333,,R203.lrps.htm
,LRP015a,15.1,Bridge,Bridge start,23.7904441,90.7083611,,R203.lrps.htm
,LRP015b,15.244,Bridge,Bridge end,23.7896386,90.7093611,,R203.lrps.htm
,LRP016,16.016,Km Post,Km post missing,23.7837774,90.7136944,,R203.lrps.htm
,LRP016a,16.516,Culvert,Box Culvert,23.7799716,90.7157222,,R203.lrps.htm
,LRP016b,16.904,Culvert,Box Culvert,23.7768327,90.7174993,,R203.lrps.htm
,LRP017,17.016,Km Post,Km post missing,23.7757493,90.7180827,,R203.lrps.htm
,LRP017a,17.813,Others,HBB road start,23.7700271,90.7223049,,R203.lrps.htm
,LRP018,18.016,Km Post,Km post missing,23.7690271,90.7238882,,R203.lrps.htm
,LRP018a,18.14,Others,Biskandi Ferry ghat,23.7686104,90.7249993,,R203.lrps.htm
