,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from N 106 at Manikchhari Army Checkpost,22.648833,92.1379719,,R162.lrps.htm
,LRP001,1.01,Km Post,Info missing,22.6570833,92.1348052,,R162.lrps.htm
,LRP002,2.01,Km Post,Mohalchhari 40 Km,22.6632778,92.128916,,R162.lrps.htm
,LRP003,3.01,Km Post,Info missing,22.6713327,92.1281104,,R162.lrps.htm
,LRP004,4.01,Km Post,Mohalchhari 38 Km,22.6791382,92.123666,,R162.lrps.htm
,LRP005,5.01,Km Post,Info missing,22.6856663,92.117666,,R162.lrps.htm
,LRP006,6.01,Km Post,Info missing,22.6893886,92.1092778,,R162.lrps.htm
,LRP007,7.01,Km Post,Mohalchhari 35 km,22.6954163,92.1036667,,R162.lrps.htm
,LRP008,8.04,Km Post,Info missing,22.7043056,92.1032778,,R162.lrps.htm
,LRP009,9.04,Km Post,Mohalchhari 33 km,22.7110833,92.0971663,,R162.lrps.htm
,LRP010,10.04,Km Post,Mohalchhari 32 km,22.7175549,92.0906108,,R162.lrps.htm
,LRP011,11.035,Km Post,Info missing,22.7228604,92.0832771,,R162.lrps.htm
,LRP011a,11.594,Bridge,Bridge Start,22.7269438,92.080166,,R162.lrps.htm
,LRP011b,11.664,Bridge,Bridge End,22.7272771,92.0796104,,R162.lrps.htm
,LRP012,12.045,Km Post,Info missing,22.7290549,92.0764716,,R162.lrps.htm
,LRP013,13.04,Km Post,Mohalchhari 29 km,22.734583,92.0684716,,R162.lrps.htm
,LRP014,14.04,Km Post,Info missing,22.7391941,92.0612222,,R162.lrps.htm
,LRP015,15.04,Km Post,Info missing,22.7457497,92.0550556,,R162.lrps.htm
,LRP016,16.04,Km Post,Mohalchhari 26 km,22.7528611,92.0494997,,R162.lrps.htm
,LRP017,17.04,Km Post,Mohalchhari 25 km,22.7605,92.0444997,,R162.lrps.htm
,LRP018,18.06,Km Post,Info missing,22.766916,92.0383052,,R162.lrps.htm
,LRP019,19.06,Km Post,Mohalchhari 23 km,22.7752493,92.0348608,,R162.lrps.htm
