,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start from Bagmara Chowrastar more from R 710,23.7541111,89.6078611,,R711.lrps.htm
,LRPSa,0.864,Culvert,Box Culvert,23.7614167,89.6052778,,R711.lrps.htm
,LRP001,1,Km Post,Km post missing,23.7626944,89.6046111,,R711.lrps.htm
,LRP002,2,Km Post,Km post missing,23.7708604,89.6013056,,R711.lrps.htm
,LRP002a,2.225,Rail Road Crossing,Rail Road Crossing,23.7727771,89.6004722,,R711.lrps.htm
,LRP002b,2.728,Culvert,Box Culvert,23.7771104,89.5991941,,R711.lrps.htm
,LRP003,3,Km Post,Km post missing,23.7798604,89.5970274,,R711.lrps.htm
,LRP003a,3.314,Culvert,Box Culvert,23.7811382,89.5957219,,R711.lrps.htm
,LRP004,4,Km Post,Km post missing,23.7866386,89.5935274,,R711.lrps.htm
,LRP005,5,Km Post,Km post missing,23.794083,89.588083,,R711.lrps.htm
,LRP005a,5.06,Others,Overlapping start with Z7106,23.7948052,89.5876386,,R711.lrps.htm
,LRP006,6,Km Post,Km post missing,23.7973608,89.5798049,,R711.lrps.htm
,LRPE,6.48,Others,End of road at Dhawapara or Joukura Ferryghat,23.7973052,89.575666,,R711.lrps.htm
,,,,,,,,R711.lrps.htm
,,,,,,,,R711.lrps.htm
