Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic,source_file
,,LRP,Offset,Chainage,LRP,Offset,Chainage,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),N406.traffic.htm
N406-1,Start form N4 near IT park Gate-int.with R315,LRPS,0,0,LRPS,2802,2.802,2.802,37.0,4781.0,1015.0,4459.0,569.0,1283.0,327.0,1083.0,1656.0,958.0,137.0,151.0,0.0,16168.0,288.0,16456.0,16456.0,N406.traffic.htm
N406-2,Int.with R315- intersecting N4,LRPS,2802,2.802,LRPE,0,3.042,0.240,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,N406.traffic.htm
,,,,,,,,,,,,,,,,,,,,,,,,,,N406.traffic.htm
*  Traffic survey was not done on the link. It was assumed that the traffic will be equivalent to that of another link. Please click on the AADT figure to view the referenced link.  Traffic survey is done once in a year. This information was last updated in the year,,,,,,,,,,,,,,,,,,,,,,,,,,N406.traffic.htm
