Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic,source_file
,,LRP,Offset,Chainage,LRP,Offset,Chainage,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),R120.traffic.htm
R120-1,Road start (int with Z1202) -Road end (int with Z1216),LRPS,0,0,LRPS,2200,2.2,2.200,0.0,96.0,130.0,0.0,100.0,144.0,5.0,128.0,3036.0,779.0,166.0,746.0,0.0,4418.0,912.0,5330.0,5330.0,R120.traffic.htm
,,,,,,,,,,,,,,,,,,,,,,,,,,R120.traffic.htm
*  Traffic survey was not done on the link. It was assumed that the traffic will be equivalent to that of another link. Please click on the AADT figure to view the referenced link.  Traffic survey is done once in a year. This information was last updated in the year,,,,,,,,,,,,,,,,,,,,,,,,,,R120.traffic.htm
