,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start at Hanif more intersection at N5 Baderhat, bera, Pabna.",23.892583,89.6530278,,N505.lrps.htm
,LRPSa,0.224,Culvert,Box Culvert,23.8913608,89.6548611,,N505.lrps.htm
,LRP001,0.6,Km Post,Kazirhat 2 km,23.8889719,89.6574722,,N505.lrps.htm
,LRP002,1.6,Km Post,Km post missing,23.8818882,89.6638333,,N505.lrps.htm
,LRP002a,1.731,Bridge,Baily bridge start,23.880916,89.6643889,,N505.lrps.htm
,LRP002b,1.864,Bridge,Baily bridge end,23.8798604,89.665,,N505.lrps.htm
,LRP003,2.6,Km Post,Km post missing,23.873916,89.6688327,,N505.lrps.htm
,LRP003a,2.7,Others,End Bituminus road,23.8732771,89.6692216,,N505.lrps.htm
,LRP004,3.6,Km Post,Km post missing,23.8665278,89.6740827,,N505.lrps.htm
,LRPE,4.4,Others,River ( Maldharhar),23.8635833,89.6811938,,N505.lrps.htm
,,,,,,,,N505.lrps.htm
,,,,,,,,N505.lrps.htm
