,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,The road starts from N4 near IT park Gate,23.9894163,90.2247493,,N406.lrps.htm
,LRPSa,0.297,Rail Road Crossing,Box Culvert,24.0628333,90.224166,,N406.lrps.htm
,LRPSb,0.953,Culvert,Box Culvert,24.0678049,90.2210549,,N406.lrps.htm
,LRP001,1,Km Post,Km post missing,24.068416,90.2208049,,N406.lrps.htm
,LRP001a,1.702,Bridge,Baily Bridge start,24.0695549,90.2147778,,N406.lrps.htm
,LRP001b,1.791,Bridge,Baily Bridge end,24.0697216,90.2140278,,N406.lrps.htm
,LRP002,2,Km Post,Km post missing,24.0711104,90.2125,,N406.lrps.htm
,LRP002a,2.802,Cross Road,R315,24.0776104,90.2098889,,N406.lrps.htm
,LRPE,3.042,Others,The road ends intersecting N4 at Kaliakoir,24.0793049,90.2081944,,N406.lrps.htm
,,,,,,,,N406.lrps.htm
,,,,,,,,N406.lrps.htm
