,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road Start from Chowhatta jero point,24.8994719,91.8687493,,R249.lrps.htm
,LRPSa,0.238,Culvert,Slab Culvert,24.8991386,91.8711938,,R249.lrps.htm
,LRPSb,0.709,Culvert,Box Culvert,24.8995274,91.8755549,,R249.lrps.htm
,LRPSc,0.961,Culvert,Box Culvert,24.8993886,91.8779716,,R249.lrps.htm
,LRP001,1,Km Post,Km post missing,24.8993608,91.8782493,,R249.lrps.htm
,LRP001a,1.172,Cross Road,"R247, Shahi Eidgaon- Kumarpara Road",24.8994997,91.8789438,,R249.lrps.htm
,LRP001b,1.608,Cross Road,"N2, Dhaka - Sylhet- Jaflong road",24.8994997,91.8789438,,R249.lrps.htm
,LRPE,1.712,Others,"Intersect N209, Ken Bridge - Nayerpool Road",24.8994997,91.8789438,,R249.lrps.htm
,,,,,,,,R249.lrps.htm
,,,,,,,,R249.lrps.htm
