,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of Road from N120 at Balutopa,23.4541389,91.2128611,,N101.lrps.htm
,LRPSa,0.55,Culvert,Pipe Culvert,23.4618889,91.212,,N101.lrps.htm
,LRP001,1,Km Post,Km post missing,23.4629444,91.2118056,,N101.lrps.htm
,LRP001a,1.226,Culvert,Box Culvert,23.4634167,91.2135,,N101.lrps.htm
,LRP001b,1.577,Culvert,Box Culvert,23.4632222,91.2169438,,N101.lrps.htm
,LRP002,2,Km Post,Km post missing,23.4631111,91.2210549,,N101.lrps.htm
,LRP002a,2.533,Culvert,Box Culvert,23.4631667,91.2262493,,N101.lrps.htm
,LRP003,3,Km Post,Km post missing,23.46325,91.2308049,,N101.lrps.htm
,LRP003a,3.235,Culvert,Box Culvert,23.4513333,91.2330827,,N101.lrps.htm
,LRP003b,3.253,Culvert,Box Culvert,23.4633333,91.2332493,,N101.lrps.htm
,LRP004,4,Km Post,Km post missing,23.4640278,91.2404997,,N101.lrps.htm
,LRP004a,4.785,Culvert,Box Culvert,23.4601944,91.2440552,,N101.lrps.htm
,LRP005,5,Km Post,Km post missing,23.4598056,91.2466386,,N101.lrps.htm
,LRP005a,5.185,Bridge,Bridge start,23.4587778,91.2474997,,N101.lrps.htm
,LRP005b,5.208,Bridge,Bridge end,23.4587222,91.2477497,,N101.lrps.htm
,LRP006,6,Km Post,Km post missing,23.4594167,91.2532222,,N101.lrps.htm
,LRPE,6.021,Others,End of road Bibir bazar Bridge,23.4593056,91.2533889,,N101.lrps.htm
,,,,,,,,N101.lrps.htm
,,,,,,,,N101.lrps.htm
