,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from N208 at Rajnagar,24.5179438,91.8600556,,R281.lrps.htm
,LRPSa,0.313,Culvert,Box Culvert,24.5176938,91.8630556,,R281.lrps.htm
,LRP001,0.335,Km Post,Info missing,24.517666,91.8633056,,R281.lrps.htm
,LRP001a,0.396,Culvert,Box culvert,24.5176382,91.8638611,,R281.lrps.htm
,LRP001b,0.65,Culvert,Box Culvert,24.5175271,91.8663889,,R281.lrps.htm
,LRP002,1.335,Km Post,Kulaura 19 km,24.5177771,91.873166,,R281.lrps.htm
,LRP002a,2.007,Culvert,Box culvert,24.5181104,91.8796938,,R281.lrps.htm
,LRP003,2.3,Km Post,Info missing,24.5167493,91.8820549,,R281.lrps.htm
,LRP003a,2.755,Culvert,Box Culvert,24.5165556,91.8863886,,R281.lrps.htm
,LRP004,3.271,Km Post,Kulaura 17 km,24.5166938,91.891833,,R281.lrps.htm
,LRP004a,4.181,Culvert,Box Culvert,24.5200271,91.893333,,R281.lrps.htm
,LRP005,4.285,Km Post,Kulaura 16 km,24.5200549,91.899833,,R281.lrps.htm
,LRP005a,5.124,Culvert,Box Culvert,24.5224716,91.9070556,,R281.lrps.htm
,LRP006,5.285,Km Post,Kulaura 15 km,24.5226938,91.9086389,,R281.lrps.htm
,LRP007,6.205,Km Post,Kulaura 14 km,24.5212493,91.9166111,,R281.lrps.htm
,LRP007a,6.8,Culvert,Box Culvert,24.5238604,91.9211382,,R281.lrps.htm
,LRP008,7.225,Km Post,Kulaura 13 km,24.5259716,91.9240549,,R281.lrps.htm
,LRP008a,7.257,Culvert,Box Culvert,24.5261938,91.9242493,,R281.lrps.htm
,LRP008b,7.348,Culvert,Box Culvert,24.5265271,91.9250827,,R281.lrps.htm
,LRP008c,7.785,Culvert,Box culvert,24.5289438,91.9281938,,R281.lrps.htm
,LRP008d,8.15,Culvert,Box culvert,24.5305271,91.9313327,,R281.lrps.htm
,LRP009,8.205,Km Post,Kulaura 12 km,24.530666,91.9317493,,R281.lrps.htm
,LRP009a,8.323,Culvert,Slab Culvert,24.5312493,91.932666,,R281.lrps.htm
,LRP009b,8.473,Culvert,Slab Culvert,24.532166,91.933583,,R281.lrps.htm
,LRP009c,8.801,Culvert,Slab Culvert,24.5334163,91.9364719,,R281.lrps.htm
,LRP009d,8.92,Culvert,Slab Culvert,24.5337219,91.9375552,,R281.lrps.htm
,LRP009e,9.006,Culvert,Slab Culvert,24.5336108,91.938333,,R281.lrps.htm
,LRP010,9.195,Km Post,Kulaura 11 km,24.5332493,91.9401941,,R281.lrps.htm
,LRP011,10.195,Km Post,Kulaura 10 km,24.5318327,91.9476108,,R281.lrps.htm
,LRP011a,10.219,Culvert,Pipe Culvert,24.5316938,91.9477774,,R281.lrps.htm
,LRP011b,10.504,Culvert,Box culvert,24.5302216,91.9501389,,R281.lrps.htm
,LRP011c,10.841,Culvert,Box culvert,24.5303882,91.9531944,,R281.lrps.htm
,LRP011d,11.095,Culvert,Box culvert,24.5314716,91.9553889,,R281.lrps.htm
,LRP012,11.17,Km Post,Kulaura 9 km,24.5315827,91.9560833,,R281.lrps.htm
,LRP012a,11.319,Culvert,Box culvert,24.5315271,91.9575278,,R281.lrps.htm
,LRP013,12.19,Km Post,Kulaura 8 km,24.5285549,91.9647778,,R281.lrps.htm
,LRP013a,12.201,Culvert,Box culvert,24.5284993,91.9648611,,R281.lrps.htm
,LRP013b,12.559,Culvert,Box culvert,24.525916,91.9666938,,R281.lrps.htm
,LRP013c,12.914,Culvert,Box culvert,24.5231382,91.968416,,R281.lrps.htm
,LRP014,13.18,Km Post,Kulaura7 km,24.5209438,91.9691938,,R281.lrps.htm
,LRP014a,13.368,Culvert,Box Culvert,24.5193604,91.9698327,,R281.lrps.htm
,LRP014b,13.659,Culvert,Box Culvert,24.5173604,91.9716382,,R281.lrps.htm
,LRP015,14.18,Km Post,Kulaura 6 km,24.5166389,91.9767216,,R281.lrps.htm
,LRP015a,14.258,Culvert,Box Culvert,24.5165833,91.9774438,,R281.lrps.htm
,LRP015b,14.285,"Side Road, Right",Road to Srimangal (Z2003) at Brahmanbazar.,24.5165278,91.9777216,,R281.lrps.htm
,LRP015c,14.593,Culvert,Box Culvert,24.5161111,91.980666,,R281.lrps.htm
,LRP015d,14.988,Bridge,Bridge Start,24.5155556,91.984583,,R281.lrps.htm
,LRP015e,15.018,Bridge,Bridge End,24.5155556,91.9848608,,R281.lrps.htm
,LRP016,15.175,Km Post,Km post broken,24.5153333,91.9862497,,R281.lrps.htm
,LRP016a,15.937,Culvert,Box Culvert,24.5138611,91.9937219,,R281.lrps.htm
,LRP017,16.175,Km Post,Kulaura 4 km,24.5133889,91.9960274,,R281.lrps.htm
,LRP017a,16.547,Culvert,Box culvert,24.5126667,91.999583,,R281.lrps.htm
,LRP018,17.175,Km Post,Kulaura 3 km,24.5124167,91.0058056,,R281.lrps.htm
,LRP018a,17.228,Culvert,Box Culvert,24.5125,91.0062778,,R281.lrps.htm
,LRP019,18.175,Km Post,Kulaura 2 km,24.5131111,92.0156944,,R281.lrps.htm
