,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start from CEB more from N6,24.3684438,88.5811104,,N605.lrps.htm
,LRPSa,0.4,Others,Lakshmipur more,24.3718327,88.5823604,,N605.lrps.htm
,LRP001,1,Km Post,Km post missing,24.3765271,88.5853886,,N605.lrps.htm
,LRP001a,1.142,Others,City By Pas more,24.3768327,88.5864163,,N605.lrps.htm
,LRP001b,1.39,"Side Road, Left",Medical Bando Gate,24.3766382,88.5888052,,N605.lrps.htm
,LRP001c,1.835,Cross Road,Barnali more,24.3759438,88.5930552,,N605.lrps.htm
,LRP002,2,Km Post,Km post missing,24.375666,88.5947219,,N605.lrps.htm
,LRP002a,2.572,Cross Road,Raj nagar Bhaban,24.3747771,88.6002778,,N605.lrps.htm
,LRPE,2.96,Others,"Conn. With R680, At Bahide more",24.3745549,88.6040556,,N605.lrps.htm
,,,,,,,,N605.lrps.htm
,,,,,,,,N605.lrps.htm
