,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of Road From the End of Banani Rail Crossing Over Pass,23.8145833,90.4043056,,N3.lrps.htm
,LRP001,1,Km Post,Km post missing,23.8173327,90.4123611,,N3.lrps.htm
,LRP001a,1.81,"Side Road, Right",Progoti Sharani,23.8217771,90.4191104,,N3.lrps.htm
,LRP002,2,Km Post,Km post missing,23.8229438,90.4198049,,N3.lrps.htm
,LRP003,3,Km Post,Km post missing,23.831666,90.4193882,,N3.lrps.htm
,LRP004,4,Km Post,Km post missing,23.8402497,90.4168604,,N3.lrps.htm
,LRP005,5,Km Post,Km post missing,23.8474163,90.411,,N3.lrps.htm
,LRP006,6,Km Post,Km post missing,23.8546389,90.4050833,,N3.lrps.htm
,LRP007,7,Km Post,Km post missing,23.8621111,90.3998886,,N3.lrps.htm
,LRP007a,7.661,"Side Road, Right",Uttara Teirmukhi Road,23.8679438,90.40025,,N3.lrps.htm
,LRP008,8,Km Post,Km post missing,23.8710271,90.4004167,,N3.lrps.htm
,LRP009,9,Km Post,Km post missing,23.8795271,90.4012778,,N3.lrps.htm
,LRP009a,9.02,"Side Road, Right",Road to Ulakhola,23.8795271,90.4012778,,N3.lrps.htm
,LRP009b,9.057,"Side Road, Left",N302. Tongi-Ashulia- Jerabo road,23.8799716,90.4009722,,N3.lrps.htm
,LRP009c,9.32,Bridge,Start of Bridge /Start of Gazipur Road Division,23.8814993,90.4008611,,N3.lrps.htm
,LRP009c,9.32,Bridge,Start of Bridge /Start of Gazipur Road Division,23.8814993,90.4008611,,N3.lrps.htm
,LRP009d,9.415,Bridge,Bridge end,23.8823327,90.4007778,,N3.lrps.htm
,LRP010,10,Km Post,Km post missing,23.8882219,90.4008889,,N3.lrps.htm
,LRP010a,10.521,"Side Road, Right",Road to Gorashal R301,23.8927219,90.4019167,,N3.lrps.htm
,LRP010b,10.73,"Side Road, Left",Tongi Bypass Road On Left R303,23.8942774,90.4007778,,N3.lrps.htm
,LRP011,11,Km Post,Km post missing,23.8963052,90.399333,,N3.lrps.htm
,LRP012,12,Km Post,Km post missing,23.9051111,90.3990274,,N3.lrps.htm
,LRP013,13,Km Post,Km post missing,23.9135,90.3957774,,N3.lrps.htm
,LRP014,14,Km Post,Km post missing,23.9217771,90.3921941,,N3.lrps.htm
,LRP015,15,Km Post,Km post missing,23.930166,90.3887497,,N3.lrps.htm
,LRP015a,15.959,Culvert,Box culvert,23.9381386,90.3854719,,N3.lrps.htm
,LRP016,16,Km Post,Km post missing,23.9385274,90.3852497,,N3.lrps.htm
,LRP016a,16.06,Culvert,Box culvert,23.9389997,90.3850552,,N3.lrps.htm
,LRP016b,16.566,"Side Road, Right",Board Bazar Gazipur Road,23.9431663,90.3833886,,N3.lrps.htm
,LRP017,17,Km Post,Km post missing,23.9468608,90.3819993,,N3.lrps.htm
,LRP018,17.842,Km Post,"Mymensingh 91 km, Gazipur chow 4 km",23.9543056,90.3811382,,N3.lrps.htm
,LRP019,18.864,Km Post,"Mymensingh 90 km,Gazipur Chow 3 km",23.9633333,90.3803604,,N3.lrps.htm
,LRP020,19.872,Km Post,"Mymensingh 89 km,Gazipur Chow 2 km",23.9723327,90.3802771,,N3.lrps.htm
,LRP020a,20.449,Cross Road,Intersection with N105,23.9774993,90.3806938,,N3.lrps.htm
,LRP020b,20.535,Culvert,Box culvert,23.9782493,90.3807493,,N3.lrps.htm
